Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2019-12-29,8,0
2020-01-05,16,0
2020-01-12,15,5
2020-01-19,19,5
2020-01-26,15,0
2020-02-02,15,0
2020-02-09,24,6
2020-02-16,23,0
2020-02-23,27,7
2020-03-01,29,6
2020-03-08,32,9
2020-03-15,40,11
2020-03-22,35,9
2020-03-29,24,5
2020-04-05,18,6
2020-04-12,21,5
2020-04-19,21,4
2020-04-26,19,4
2020-05-03,21,5
2020-05-10,19,5
2020-05-17,23,6
2020-05-24,24,7
2020-05-31,19,6
2020-06-07,19,0
2020-06-14,18,6
2020-06-21,13,0
2020-06-28,15,0
2020-07-05,18,6
2020-07-12,12,5
2020-07-19,12,0
2020-07-26,11,0
2020-08-02,10,0
2020-08-09,10,0
2020-08-16,7,0
2020-08-23,8,0
2020-08-30,8,0
2020-09-06,9,0
2020-09-13,9,0
2020-09-20,8,0
2020-09-27,8,0
2020-10-04,8,0
2020-10-11,6,0
2020-10-18,9,0
2020-10-25,8,0
2020-11-01,0,0
2020-11-08,5,0
2020-11-15,10,0
2020-11-22,10,0
2020-11-29,10,0
2020-12-06,10,0
2020-12-13,10,0
2020-12-20,11,0
2020-12-27,14,5
2021-01-03,15,5
2021-01-10,15,5
2021-01-17,18,6
2021-01-24,19,6
2021-01-31,12,5
2021-02-07,23,8
2021-02-14,15,5
2021-02-21,24,8
2021-02-28,23,10
2021-03-07,23,6
2021-03-14,23,7
2021-03-21,28,5
2021-03-28,16,0
2021-04-04,20,6
2021-04-11,16,0
2021-04-18,14,5
2021-04-25,12,0
2021-05-02,12,0
2021-05-09,11,0
2021-05-16,15,0
2021-05-23,17,0
2021-05-30,13,0
2021-06-06,9,0
2021-06-13,12,0
2021-06-20,13,0
2021-06-27,6,0
2021-07-04,0,0
2021-07-11,5,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,8,0
2021-08-08,5,0
2021-08-15,4,0
2021-08-22,4,0
2021-08-29,5,0
2021-09-05,9,0
2021-09-12,0,0
2021-09-19,7,0
2021-09-26,6,0
2021-10-03,6,0
2021-10-10,8,0
2021-10-17,7,0
2021-10-24,8,0
2021-10-31,8,0
2021-11-07,10,0
2021-11-14,8,5
2021-11-21,11,6
2021-11-28,10,0
2021-12-05,10,0
2021-12-12,12,0
2021-12-19,14,0
2021-12-26,14,7
2022-01-02,25,7
2022-01-09,25,11
2022-01-16,31,10
2022-01-23,27,9
2022-01-30,29,10
2022-02-06,30,9
2022-02-13,26,10
2022-02-20,29,7
2022-02-27,26,8
2022-03-06,29,6
2022-03-13,33,6
2022-03-20,39,7
2022-03-27,44,8
2022-04-03,36,9
2022-04-10,40,11
2022-04-17,33,8
2022-04-24,38,8
2022-05-01,32,6
2022-05-08,37,10
2022-05-15,34,11
2022-05-22,32,7
2022-05-29,27,6
2022-06-05,25,5
2022-06-12,29,7
2022-06-19,26,9
2022-06-26,26,8
2022-07-03,23,7
2022-07-10,18,6
2022-07-17,16,7
2022-07-24,16,6
2022-07-31,11,4
2022-08-07,13,4
2022-08-14,14,4
2022-08-21,11,0
2022-08-28,12,0
2022-09-04,7,0
2022-09-11,11,4
2022-09-18,7,0
2022-09-25,6,0
2022-10-02,9,0
2022-10-09,10,0
2022-10-16,14,4
2022-10-23,12,0
2022-10-30,18,0
2022-11-06,14,0
2022-11-13,23,6
