Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2023-12-31,20,7
2024-01-07,29,5
2024-01-14,28,9
2024-01-21,32,10
2024-01-28,49,10
2024-02-04,71,19
2024-02-11,94,20
2024-02-18,99,19
2024-02-25,100,26
2024-03-03,83,17
2024-03-10,88,19
2024-03-17,73,11
2024-03-24,54,9
2024-03-31,59,9
2024-04-07,48,12
2024-04-14,44,12
2024-04-21,43,10
2024-04-28,38,6
2024-05-05,28,0
2024-05-12,18,6
2024-05-19,17,0
2024-05-26,16,0
2024-06-02,16,0
2024-06-09,8,0
2024-06-16,15,0
2024-06-23,10,0
2024-06-30,13,0
2024-07-07,11,0
2024-07-14,6,0
2024-07-21,8,0
2024-07-28,10,0
2024-08-04,7,0
2024-08-11,10,0
2024-08-18,6,0
2024-08-25,9,0
2024-09-01,7,0
2024-09-08,8,0
2024-09-15,7,0
2024-09-22,11,0
2024-09-29,6,0
2024-10-06,6,0
2024-10-13,2,<1
2024-10-20,8,1
2024-10-27,10,1
