Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2021-12-12,32,9
2021-12-19,38,10
2021-12-26,44,15
2022-01-02,45,15
2022-01-09,43,14
2022-01-16,53,17
2022-01-23,50,13
2022-01-30,37,9
2022-02-06,35,10
2022-02-13,33,7
2022-02-20,34,8
2022-02-27,34,7
2022-03-06,31,6
2022-03-13,36,9
2022-03-20,38,10
2022-03-27,38,8
2022-04-03,43,10
2022-04-10,41,9
2022-04-17,47,11
2022-04-24,45,11
2022-05-01,38,9
2022-05-08,39,11
2022-05-15,32,10
2022-05-22,32,9
2022-05-29,26,9
2022-06-05,25,7
2022-06-12,22,10
2022-06-19,27,9
2022-06-26,29,8
2022-07-03,20,9
2022-07-10,22,7
2022-07-17,15,5
2022-07-24,13,6
2022-07-31,13,3
2022-08-07,8,2
2022-08-14,9,2
2022-08-21,12,4
2022-08-28,11,3
2022-09-04,11,2
2022-09-11,10,2
2022-09-18,9,4
2022-09-25,10,2
2022-10-02,11,2
2022-10-09,9,0
2022-10-16,11,3
2022-10-23,14,3
2022-10-30,10,2
2022-11-06,13,4
2022-11-13,16,4
2022-11-20,13,3
2022-11-27,13,4
2022-12-04,14,5
2022-12-11,23,7
2022-12-18,15,5
2022-12-25,22,8
2023-01-01,21,7
2023-01-08,23,8
2023-01-15,26,5
2023-01-22,24,7
2023-01-29,28,7
2023-02-05,30,7
2023-02-12,33,9
2023-02-19,39,10
2023-02-26,41,11
2023-03-05,35,10
2023-03-12,43,12
2023-03-19,44,12
2023-03-26,67,23
2023-04-02,57,19
2023-04-09,56,17
2023-04-16,52,16
2023-04-23,51,16
2023-04-30,44,13
2023-05-07,36,9
2023-05-14,38,11
2023-05-21,36,10
2023-05-28,30,6
2023-06-04,26,6
2023-06-11,20,4
2023-06-18,19,4
2023-06-25,15,3
2023-07-02,21,4
2023-07-09,14,3
2023-07-16,12,3
2023-07-23,11,4
2023-07-30,14,5
2023-08-06,11,3
2023-08-13,13,3
2023-08-20,15,3
2023-08-27,11,3
2023-09-03,10,2
2023-09-10,10,3
2023-09-17,10,2
2023-09-24,9,3
2023-10-01,15,5
2023-10-08,8,0
2023-10-15,10,3
2023-10-22,10,3
2023-10-29,12,3
2023-11-05,12,0
2023-11-12,12,3
2023-11-19,13,3
2023-11-26,13,3
2023-12-03,13,5
2023-12-10,12,4
2023-12-17,17,6
2023-12-24,20,6
2023-12-31,23,5
2024-01-07,32,8
2024-01-14,32,7
2024-01-21,42,11
2024-01-28,53,12
2024-02-04,64,15
2024-02-11,94,22
2024-02-18,93,23
2024-02-25,100,19
2024-03-03,85,18
2024-03-10,78,18
2024-03-17,78,15
2024-03-24,71,15
2024-03-31,83,19
2024-04-07,91,21
2024-04-14,90,19
2024-04-21,97,23
2024-04-28,96,20
2024-05-05,91,20
2024-05-12,77,15
2024-05-19,64,10
2024-05-26,50,10
2024-06-02,41,9
2024-06-09,42,8
2024-06-16,34,5
2024-06-23,32,4
2024-06-30,26,6
2024-07-07,18,3
2024-07-14,16,5
2024-07-21,17,6
2024-07-28,19,4
2024-08-04,16,3
2024-08-11,17,3
2024-08-18,13,3
2024-08-25,16,3
2024-09-01,13,3
2024-09-08,13,0
2024-09-15,12,0
2024-09-22,12,0
2024-09-29,9,0
2024-10-06,10,0
2024-10-13,9,<1
2024-10-20,12,2
2024-10-27,11,2
