Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2019-10-27,13,0
2019-11-03,13,4
2019-11-10,12,5
2019-11-17,14,4
2019-11-24,14,0
2019-12-01,12,4
2019-12-08,15,0
2019-12-15,18,5
2019-12-22,17,4
2019-12-29,24,7
2020-01-05,33,8
2020-01-12,43,12
2020-01-19,45,8
2020-01-26,40,9
2020-02-02,44,9
2020-02-09,46,11
2020-02-16,48,9
2020-02-23,45,12
2020-03-01,47,14
2020-03-08,66,16
2020-03-15,82,23
2020-03-22,64,16
2020-03-29,45,11
2020-04-05,42,10
2020-04-12,41,10
2020-04-19,38,8
2020-04-26,36,9
2020-05-03,36,8
2020-05-10,36,9
2020-05-17,28,6
2020-05-24,33,9
2020-05-31,31,9
2020-06-07,31,12
2020-06-14,35,11
2020-06-21,33,12
2020-06-28,31,10
2020-07-05,25,11
2020-07-12,19,5
2020-07-19,20,6
2020-07-26,15,5
2020-08-02,15,3
2020-08-09,13,4
2020-08-16,13,3
2020-08-23,10,3
2020-08-30,8,0
2020-09-06,8,0
2020-09-13,7,0
2020-09-20,10,0
2020-09-27,9,0
2020-10-04,6,0
2020-10-11,6,0
2020-10-18,6,0
2020-10-25,7,0
2020-11-01,10,0
2020-11-08,9,0
2020-11-15,5,0
2020-11-22,9,3
2020-11-29,12,3
2020-12-06,9,3
2020-12-13,12,4
2020-12-20,10,3
2020-12-27,17,6
2021-01-03,19,7
2021-01-10,20,7
2021-01-17,20,7
2021-01-24,17,7
2021-01-31,22,7
2021-02-07,22,7
2021-02-14,19,7
2021-02-21,24,7
2021-02-28,23,8
2021-03-07,28,9
2021-03-14,30,10
2021-03-21,30,10
2021-03-28,25,9
2021-04-04,30,7
2021-04-11,27,9
2021-04-18,26,6
2021-04-25,21,5
2021-05-02,20,5
2021-05-09,24,5
2021-05-16,24,5
2021-05-23,21,7
2021-05-30,23,6
2021-06-06,21,5
2021-06-13,17,4
2021-06-20,18,4
2021-06-27,11,3
2021-07-04,12,3
2021-07-11,13,3
2021-07-18,9,3
2021-07-25,9,3
2021-08-01,8,3
2021-08-08,11,3
2021-08-15,7,0
2021-08-22,9,3
2021-08-29,10,0
2021-09-05,7,0
2021-09-12,9,0
2021-09-19,10,0
2021-09-26,6,0
2021-10-03,6,0
2021-10-10,6,0
2021-10-17,10,0
2021-10-24,10,0
2021-10-31,7,5
2021-11-07,10,0
2021-11-14,12,6
2021-11-21,17,3
2021-11-28,20,3
2021-12-05,22,6
