Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2023-11-19,11,3
2023-11-26,14,4
2023-12-03,13,2
2023-12-10,13,4
2023-12-17,16,5
2023-12-24,17,5
2023-12-31,22,4
2024-01-07,29,7
2024-01-14,32,8
2024-01-21,39,11
2024-01-28,51,12
2024-02-04,64,16
2024-02-11,94,22
2024-02-18,93,23
2024-02-25,98,19
2024-03-03,83,16
2024-03-10,79,19
2024-03-17,78,16
2024-03-24,70,14
2024-03-31,81,20
2024-04-07,90,20
2024-04-14,88,19
2024-04-21,95,23
2024-04-28,95,18
2024-05-05,90,20
2024-05-12,75,16
2024-05-19,63,12
2024-05-26,48,11
2024-06-02,41,7
2024-06-09,41,8
2024-06-16,34,5
2024-06-23,31,6
2024-06-30,25,5
2024-07-07,18,3
2024-07-14,18,4
2024-07-21,17,5
2024-07-28,19,4
2024-08-04,15,4
2024-08-11,18,3
2024-08-18,11,0
2024-08-25,16,3
2024-09-01,13,3
2024-09-08,13,0
2024-09-15,13,0
2024-09-22,10,0
2024-09-29,8,0
2024-10-06,10,0
2024-10-13,9,0
2024-10-20,12,3
2024-10-27,11,0
2024-11-03,13,4
2024-11-10,15,0
2024-11-17,19,4
2024-11-24,19,5
2024-12-01,21,5
2024-12-08,28,7
2024-12-15,35,7
2024-12-22,56,11
2024-12-29,65,10
2025-01-05,81,16
2025-01-12,93,17
2025-01-19,100,19
2025-01-26,100,18
2025-02-02,96,15
2025-02-09,89,15
2025-02-16,83,15
2025-02-23,67,8
2025-03-02,49,9
2025-03-09,47,9
2025-03-16,48,5
2025-03-23,41,8
2025-03-30,37,5
2025-04-06,35,4
2025-04-13,34,5
