Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2024-09-22,15,0
2024-09-29,10,4
2024-10-06,8,0
2024-10-13,11,0
2024-10-20,13,3
2024-10-27,13,0
2024-11-03,12,0
2024-11-10,12,0
2024-11-17,15,0
2024-11-24,17,3
2024-12-01,13,0
2024-12-08,16,0
2024-12-15,16,4
2024-12-22,16,0
2024-12-29,12,6
2025-01-05,17,0
2025-01-12,25,3
2025-01-19,27,5
2025-01-26,27,5
2025-02-02,23,5
2025-02-09,31,5
2025-02-16,31,5
2025-02-23,32,6
2025-03-02,30,0
2025-03-09,40,8
2025-03-16,41,5
2025-03-23,42,9
2025-03-30,31,5
2025-04-06,34,6
2025-04-13,33,7
