Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2022-10-02,11,3
2022-10-09,14,4
2022-10-16,16,5
2022-10-23,19,7
2022-10-30,12,4
2022-11-06,21,8
2022-11-13,17,6
2022-11-20,24,8
2022-11-27,24,7
2022-12-04,23,8
2022-12-11,23,7
2022-12-18,26,8
2022-12-25,24,7
2023-01-01,22,8
2023-01-08,30,10
2023-01-15,25,7
2023-01-22,29,7
2023-01-29,33,9
2023-02-05,38,11
2023-02-12,54,17
2023-02-19,51,13
2023-02-26,57,16
2023-03-05,69,18
2023-03-12,68,19
2023-03-19,88,22
2023-03-26,100,29
2023-04-02,91,25
2023-04-09,97,28
2023-04-16,97,26
2023-04-23,95,22
2023-04-30,79,21
2023-05-07,79,22
2023-05-14,61,13
2023-05-21,58,16
2023-05-28,42,10
2023-06-04,30,6
2023-06-11,24,7
2023-06-18,25,4
2023-06-25,18,5
2023-07-02,23,5
2023-07-09,15,0
2023-07-16,11,4
2023-07-23,12,4
2023-07-30,12,3
2023-08-06,10,2
2023-08-13,11,0
2023-08-20,10,0
2023-08-27,13,4
2023-09-03,9,4
2023-09-10,11,0
2023-09-17,11,0
2023-09-24,10,0
2023-10-01,13,5
2023-10-08,9,4
2023-10-15,19,4
2023-10-22,11,3
2023-10-29,10,2
2023-11-05,15,5
2023-11-12,14,3
2023-11-19,14,0
2023-11-26,14,4
2023-12-03,11,3
2023-12-10,14,4
2023-12-17,15,4
2023-12-24,15,5
2023-12-31,18,4
2024-01-07,23,5
2024-01-14,25,6
2024-01-21,32,7
2024-01-28,42,10
2024-02-04,53,9
2024-02-11,80,14
2024-02-18,88,17
2024-02-25,89,16
2024-03-03,87,16
2024-03-10,81,18
2024-03-17,76,12
2024-03-24,65,13
2024-03-31,79,14
2024-04-07,92,14
2024-04-14,75,15
2024-04-21,83,18
2024-04-28,79,17
2024-05-05,61,11
2024-05-12,52,9
2024-05-19,46,8
2024-05-26,27,4
2024-06-02,26,6
2024-06-09,22,5
2024-06-16,22,5
2024-06-23,20,4
2024-06-30,11,0
2024-07-07,10,0
2024-07-14,13,0
2024-07-21,11,0
2024-07-28,8,4
2024-08-04,10,0
2024-08-11,9,0
2024-08-18,15,4
2024-08-25,12,0
2024-09-01,14,0
2024-09-08,12,0
2024-09-15,11,3
2024-09-22,14,0
2024-09-29,11,4
2024-10-06,7,0
2024-10-13,10,0
2024-10-20,12,0
2024-10-27,13,0
2024-11-03,12,0
2024-11-10,11,0
2024-11-17,16,0
2024-11-24,18,4
2024-12-01,11,0
2024-12-08,15,0
2024-12-15,15,3
2024-12-22,16,0
2024-12-29,15,0
2025-01-05,16,0
2025-01-12,25,4
2025-01-19,27,5
2025-01-26,27,4
2025-02-02,24,5
2025-02-09,30,5
2025-02-16,30,4
2025-02-23,33,5
2025-03-02,29,5
2025-03-09,40,8
2025-03-16,40,5
2025-03-23,40,9
2025-03-30,31,4
2025-04-06,40,8
2025-04-13,33,6
2025-04-20,33,6
2025-04-27,37,5
2025-05-04,30,3
2025-05-11,30,5
2025-05-18,31,6
