Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2019-12-15,18,4
2019-12-22,15,0
2019-12-29,22,6
2020-01-05,30,8
2020-01-12,42,10
2020-01-19,44,9
2020-01-26,39,9
2020-02-02,44,10
2020-02-09,45,11
2020-02-16,47,11
2020-02-23,43,11
2020-03-01,49,14
2020-03-08,67,16
2020-03-15,82,23
2020-03-22,64,16
2020-03-29,44,12
2020-04-05,42,9
2020-04-12,40,8
2020-04-19,36,7
2020-04-26,37,10
2020-05-03,34,8
2020-05-10,35,9
2020-05-17,26,7
2020-05-24,32,8
2020-05-31,31,10
2020-06-07,31,12
2020-06-14,36,13
2020-06-21,35,13
2020-06-28,31,11
2020-07-05,25,9
2020-07-12,17,6
2020-07-19,18,7
2020-07-26,14,5
2020-08-02,15,5
2020-08-09,13,4
2020-08-16,13,3
2020-08-23,10,0
2020-08-30,7,0
2020-09-06,8,0
2020-09-13,7,0
2020-09-20,11,2
2020-09-27,8,0
2020-10-04,6,0
2020-10-11,7,3
2020-10-18,7,2
2020-10-25,7,0
2020-11-01,10,4
2020-11-08,8,0
2020-11-15,5,0
2020-11-22,9,0
2020-11-29,12,4
2020-12-06,9,4
2020-12-13,12,4
2020-12-20,11,5
2020-12-27,18,6
2021-01-03,19,8
2021-01-10,21,7
2021-01-17,19,7
2021-01-24,18,6
2021-01-31,21,7
2021-02-07,23,7
2021-02-14,20,6
2021-02-21,24,8
2021-02-28,25,8
2021-03-07,28,9
2021-03-14,29,9
2021-03-21,30,11
2021-03-28,26,7
2021-04-04,28,9
2021-04-11,27,8
2021-04-18,27,6
2021-04-25,22,3
2021-05-02,20,5
2021-05-09,23,5
2021-05-16,24,4
2021-05-23,22,6
2021-05-30,24,6
2021-06-06,21,4
2021-06-13,16,6
2021-06-20,17,5
2021-06-27,10,0
2021-07-04,11,4
2021-07-11,13,3
2021-07-18,8,3
2021-07-25,8,3
2021-08-01,8,2
2021-08-08,13,2
2021-08-15,7,2
2021-08-22,10,4
2021-08-29,10,3
2021-09-05,8,0
2021-09-12,9,0
2021-09-19,9,0
2021-09-26,8,0
2021-10-03,6,0
2021-10-10,7,0
2021-10-17,10,0
2021-10-24,11,0
2021-10-31,7,0
2021-11-07,11,3
2021-11-14,14,0
2021-11-21,18,0
2021-11-28,20,4
2021-12-05,24,6
2021-12-12,33,10
2021-12-19,38,8
2021-12-26,43,15
2022-01-02,48,15
2022-01-09,42,12
2022-01-16,51,16
2022-01-23,52,13
2022-01-30,37,9
2022-02-06,32,11
2022-02-13,33,7
2022-02-20,33,7
2022-02-27,35,8
2022-03-06,33,7
2022-03-13,36,9
2022-03-20,36,9
2022-03-27,37,8
2022-04-03,44,10
2022-04-10,40,10
2022-04-17,48,11
2022-04-24,46,11
2022-05-01,38,9
2022-05-08,39,10
2022-05-15,32,9
2022-05-22,30,9
2022-05-29,26,8
2022-06-05,25,7
2022-06-12,22,9
2022-06-19,27,9
2022-06-26,27,7
2022-07-03,21,9
2022-07-10,22,6
2022-07-17,15,5
2022-07-24,13,6
2022-07-31,13,4
2022-08-07,6,2
2022-08-14,10,2
2022-08-21,11,4
2022-08-28,10,4
2022-09-04,11,2
2022-09-11,11,0
2022-09-18,10,4
2022-09-25,10,4
2022-10-02,10,3
2022-10-09,9,2
2022-10-16,12,5
