Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2022-10-16,15,5
2022-10-23,16,6
2022-10-30,11,4
2022-11-06,20,7
2022-11-13,17,6
2022-11-20,21,7
2022-11-27,21,7
2022-12-04,21,7
2022-12-11,21,7
2022-12-18,24,8
2022-12-25,22,7
2023-01-01,21,7
2023-01-08,28,9
2023-01-15,23,5
2023-01-22,28,6
2023-01-29,30,8
2023-02-05,36,10
2023-02-12,49,15
2023-02-19,46,13
2023-02-26,51,15
2023-03-05,63,19
2023-03-12,62,17
2023-03-19,80,20
2023-03-26,89,26
2023-04-02,80,22
2023-04-09,89,25
2023-04-16,87,24
2023-04-23,87,20
2023-04-30,72,19
2023-05-07,72,21
2023-05-14,56,13
2023-05-21,52,15
2023-05-28,36,10
2023-06-04,26,7
2023-06-11,21,6
2023-06-18,21,4
2023-06-25,18,5
2023-07-02,21,4
2023-07-09,14,2
2023-07-16,13,4
2023-07-23,11,3
2023-07-30,11,4
2023-08-06,9,2
2023-08-13,9,0
2023-08-20,7,0
2023-08-27,10,4
2023-09-03,9,3
2023-09-10,10,0
2023-09-17,11,0
2023-09-24,8,0
2023-10-01,12,0
2023-10-08,8,4
2023-10-15,17,4
2023-10-22,11,3
2023-10-29,11,0
2023-11-05,13,4
2023-11-12,13,4
2023-11-19,12,5
2023-11-26,9,3
2023-12-03,11,2
2023-12-10,11,4
2023-12-17,14,4
2023-12-24,13,5
2023-12-31,18,4
2024-01-07,21,5
2024-01-14,21,6
2024-01-21,28,6
2024-01-28,36,7
2024-02-04,49,8
2024-02-11,72,14
2024-02-18,80,17
2024-02-25,79,16
2024-03-03,79,15
2024-03-10,74,17
2024-03-17,68,12
2024-03-24,60,11
2024-03-31,73,13
2024-04-07,83,12
2024-04-14,66,13
2024-04-21,77,17
2024-04-28,75,16
2024-05-05,53,9
2024-05-12,47,11
2024-05-19,42,8
2024-05-26,24,5
2024-06-02,24,6
2024-06-09,21,4
2024-06-16,20,4
2024-06-23,16,4
2024-06-30,12,0
2024-07-07,9,0
2024-07-14,12,0
2024-07-21,10,0
2024-07-28,8,0
2024-08-04,9,0
2024-08-11,9,0
2024-08-18,13,0
2024-08-25,13,3
2024-09-01,12,0
2024-09-08,11,0
2024-09-15,10,0
2024-09-22,12,3
2024-09-29,12,3
2024-10-06,7,0
2024-10-13,9,0
2024-10-20,11,3
2024-10-27,12,2
2024-11-03,12,2
2024-11-10,0,0
