Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2020-02-16,13,0
2020-02-23,9,0
2020-03-01,8,0
2020-03-08,13,0
2020-03-15,17,0
2020-03-22,15,4
2020-03-29,14,3
2020-04-05,14,5
2020-04-12,17,4
2020-04-19,14,3
2020-04-26,22,5
2020-05-03,25,9
2020-05-10,26,10
2020-05-17,24,7
2020-05-24,28,7
2020-05-31,27,7
2020-06-07,21,5
2020-06-14,15,5
2020-06-21,14,4
2020-06-28,15,0
2020-07-05,16,0
2020-07-12,13,4
2020-07-19,14,0
2020-07-26,10,0
2020-08-02,13,0
2020-08-09,10,0
2020-08-16,10,0
2020-08-23,10,0
2020-08-30,10,0
2020-09-06,6,0
2020-09-13,7,0
2020-09-20,6,0
2020-09-27,8,0
2020-10-04,5,0
2020-10-11,6,0
2020-10-18,5,0
2020-10-25,6,0
2020-11-01,8,0
2020-11-08,7,0
2020-11-15,4,0
2020-11-22,8,0
2020-11-29,6,0
2020-12-06,7,3
2020-12-13,4,0
2020-12-20,5,0
2020-12-27,4,0
2021-01-03,6,0
2021-01-10,5,0
2021-01-17,5,0
2021-01-24,3,0
2021-01-31,4,0
2021-02-07,5,0
2021-02-14,0,0
2021-02-21,4,0
2021-02-28,6,0
2021-03-07,7,0
2021-03-14,5,0
2021-03-21,6,0
2021-03-28,7,0
2021-04-04,7,0
2021-04-11,8,0
2021-04-18,6,4
2021-04-25,10,0
2021-05-02,10,0
2021-05-09,12,0
2021-05-16,15,4
2021-05-23,17,4
2021-05-30,19,0
2021-06-06,17,4
2021-06-13,19,3
2021-06-20,15,4
2021-06-27,14,3
2021-07-04,18,4
2021-07-11,22,3
2021-07-18,21,4
2021-07-25,23,6
2021-08-01,25,6
2021-08-08,17,5
2021-08-15,24,4
2021-08-22,21,5
2021-08-29,22,4
2021-09-05,17,0
2021-09-12,14,0
2021-09-19,14,3
2021-09-26,12,3
2021-10-03,12,3
2021-10-10,9,4
2021-10-17,12,4
2021-10-24,11,6
2021-10-31,14,4
2021-11-07,12,0
2021-11-14,9,0
2021-11-21,12,0
2021-11-28,9,0
2021-12-05,9,0
2021-12-12,8,3
2021-12-19,8,4
2021-12-26,8,0
2022-01-02,11,0
2022-01-09,9,4
2022-01-16,9,4
2022-01-23,9,6
2022-01-30,9,0
2022-02-06,7,0
2022-02-13,8,0
2022-02-20,9,0
2022-02-27,7,2
2022-03-06,7,3
2022-03-13,11,0
2022-03-20,12,3
2022-03-27,18,5
2022-04-03,22,5
2022-04-10,21,5
2022-04-17,29,9
2022-04-24,49,15
2022-05-01,57,17
2022-05-08,81,24
2022-05-15,96,33
2022-05-22,97,29
2022-05-29,96,29
2022-06-05,89,27
2022-06-12,84,32
2022-06-19,99,39
2022-06-26,92,37
2022-07-03,76,27
2022-07-10,65,19
2022-07-17,61,20
2022-07-24,47,15
2022-07-31,35,10
2022-08-07,34,10
2022-08-14,31,11
2022-08-21,21,7
2022-08-28,19,6
2022-09-04,13,3
2022-09-11,16,0
2022-09-18,16,5
2022-09-25,12,0
2022-10-02,9,0
2022-10-09,8,0
2022-10-16,12,3
2022-10-23,10,4
2022-10-30,8,0
2022-11-06,8,3
2022-11-13,8,0
2022-11-20,10,4
2022-11-27,8,3
2022-12-04,5,0
2022-12-11,9,3
2022-12-18,8,0
2022-12-25,9,3
2023-01-01,7,0
