Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2023-01-01,9,3
2023-01-08,9,2
2023-01-15,10,3
2023-01-22,9,3
2023-01-29,12,5
2023-02-05,11,3
2023-02-12,17,5
2023-02-19,17,0
2023-02-26,19,4
2023-03-05,16,3
2023-03-12,16,4
2023-03-19,19,5
2023-03-26,18,4
2023-04-02,14,3
2023-04-09,17,4
2023-04-16,14,4
2023-04-23,16,5
2023-04-30,13,6
2023-05-07,17,5
2023-05-14,17,5
2023-05-21,14,4
2023-05-28,12,4
2023-06-04,10,0
2023-06-11,11,3
2023-06-18,11,2
2023-06-25,12,3
2023-07-02,14,0
2023-07-09,11,3
2023-07-16,9,0
2023-07-23,9,3
2023-07-30,8,0
2023-08-06,8,3
2023-08-13,11,0
2023-08-20,8,0
2023-08-27,9,0
2023-09-03,5,0
2023-09-10,8,0
2023-09-17,10,4
2023-09-24,8,0
2023-10-01,6,0
2023-10-08,5,0
2023-10-15,7,0
2023-10-22,6,0
2023-10-29,7,0
2023-11-05,10,0
2023-11-12,12,0
2023-11-19,9,0
2023-11-26,11,3
2023-12-03,14,3
2023-12-10,20,6
2023-12-17,27,10
2023-12-24,54,16
2023-12-31,89,32
2024-01-07,83,23
2024-01-14,85,27
2024-01-21,87,25
2024-01-28,69,18
2024-02-04,80,22
2024-02-11,82,23
2024-02-18,100,22
2024-02-25,94,22
2024-03-03,81,16
2024-03-10,71,14
2024-03-17,61,16
2024-03-24,47,9
2024-03-31,49,12
2024-04-07,41,13
2024-04-14,49,9
2024-04-21,39,9
2024-04-28,27,7
2024-05-05,22,5
2024-05-12,16,4
2024-05-19,19,3
2024-05-26,18,0
2024-06-02,19,5
2024-06-09,22,4
2024-06-16,16,3
2024-06-23,14,0
2024-06-30,10,0
2024-07-07,11,0
2024-07-14,12,0
2024-07-21,10,3
2024-07-28,10,0
2024-08-04,9,0
2024-08-11,9,0
2024-08-18,10,0
2024-08-25,8,0
2024-09-01,6,0
2024-09-08,10,0
2024-09-15,8,0
2024-09-22,10,0
2024-09-29,9,0
2024-10-06,7,0
2024-10-13,5,0
2024-10-20,7,0
2024-10-27,10,0
2024-11-03,12,0
2024-11-10,11,0
2024-11-17,13,0
2024-11-24,11,0
2024-12-01,8,0
2024-12-08,7,3
2024-12-15,4,0
2024-12-22,11,0
2024-12-29,11,0
2025-01-05,20,0
2025-01-12,20,0
2025-01-19,21,0
2025-01-26,21,0
2025-02-02,11,<1
2025-02-09,15,2
2025-02-16,16,3
