Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2023-10-29,11,3
2023-11-05,11,3
2023-11-12,11,4
2023-11-19,10,2
2023-11-26,12,3
2023-12-03,14,2
2023-12-10,12,4
2023-12-17,17,5
2023-12-24,18,6
2023-12-31,22,5
2024-01-07,29,7
2024-01-14,34,8
2024-01-21,41,10
2024-01-28,53,11
2024-02-04,64,15
2024-02-11,93,21
2024-02-18,92,23
2024-02-25,99,18
2024-03-03,86,17
2024-03-10,76,16
2024-03-17,77,15
2024-03-24,69,14
2024-03-31,80,21
2024-04-07,88,20
2024-04-14,87,18
2024-04-21,95,22
2024-04-28,93,19
2024-05-05,88,20
2024-05-12,75,14
2024-05-19,62,10
2024-05-26,47,9
2024-06-02,40,8
2024-06-09,40,7
2024-06-16,33,5
2024-06-23,31,4
2024-06-30,24,6
2024-07-07,18,4
2024-07-14,17,4
2024-07-21,18,4
2024-07-28,18,6
2024-08-04,15,3
2024-08-11,17,3
2024-08-18,14,3
2024-08-25,17,0
2024-09-01,14,0
2024-09-08,13,0
2024-09-15,12,0
2024-09-22,11,0
2024-09-29,9,3
2024-10-06,11,0
2024-10-13,10,0
2024-10-20,12,3
2024-10-27,10,0
2024-11-03,14,2
2024-11-10,16,3
2024-11-17,19,4
2024-11-24,18,5
2024-12-01,17,4
2024-12-08,26,5
2024-12-15,35,7
2024-12-22,55,12
2024-12-29,64,12
2025-01-05,82,16
2025-01-12,91,16
2025-01-19,100,18
2025-01-26,98,19
2025-02-02,95,13
2025-02-09,89,16
2025-02-16,81,15
2025-02-23,66,10
2025-03-02,48,10
2025-03-09,46,9
2025-03-16,45,6
2025-03-23,38,5
2025-03-30,37,4
2025-04-06,34,6
2025-04-13,35,5
2025-04-20,38,7
2025-04-27,36,6
