"ew_start","ew","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","mintemp_mean","meantemp_mean","maxtemp_mean","minumid_mean","meanumid_mean","maxumid_mean","pop","inc_level","receptive","transmission"
2019-05-19,201921,2354,2354,2354,2354,17.2546714888487,20.5547865955395,23.0033152501507,63.7273632649186,75.768544655214,89.7135811211573,2809394,1.44756662824794,0,0.00816973340158055
2019-05-26,201922,2072,2072,2072,2072,20.4318866787221,24.2373390277276,26.8505123568415,63.4481542079566,74.3825658248945,88.3231187610006,2809394,1.44465995157675,0.419684458641259,0.00421905934162314
2019-06-02,201923,1755,1755,1755,1755,16.4071729957806,19.9633987655214,22.5506329113924,64.1216311904762,74.8821086823388,86.8951685991561,2809394,1.38024570423372,0.00973234797255209,0.00843206755620607
2019-06-09,201924,1635,1635,1635,1635,19.4222423146474,23.9975930464135,27.0756479807113,50.1714978164557,62.2721000057263,79.0086797374924,2809394,1.28458058926587,0.152684529119091,0
2019-06-16,201925,1407,1407,1407,1407,18.8541289933695,23.1017476600361,25.9975889089813,52.5212247962628,64.0397008025919,80.0047921015672,2809394,1.28719325235264,0.00973234797255209,0
2019-06-23,201926,986,986,986,986,17.7706449668475,22.2052587498493,24.8471971066908,55.3031013905967,65.7582943490054,81.8634575153707,2809394,0.824538316804265,0,0.0135922551269064
2019-06-30,201927,582,582,582,582,15.5074141048824,18.8001697468354,21.4358047016275,62.6049339403255,73.70252199566,87.0960509168173,2809394,0.705921632921548,0,0.00192817383393002
2019-07-07,201928,463,463,463,463,14.6722423146474,20.0465546757685,23.2712477396022,40.07989275,51.2468524005425,67.7417408783906,2809394,0.67793089897679,0,0
2019-07-14,201929,367,367,367,367,17.3403254972875,20.8053236104883,23.3613019891501,53.0916156166365,63.5393874495479,76.5618042708861,2809394,0.617173312109302,0,0.0146063528291155
2019-07-21,201930,286,286,286,286,15.6528028933092,19.4041528028933,22.0795660036166,56.4502646775166,66.232062424352,79.4058505708258,2809394,0.555937330256988,0,0
2019-07-28,201931,246,246,246,246,16.5373719107896,21.4434362682339,24.4924653405666,42.877643454792,53.9414158869801,69.6716960159735,2809394,0.550568556777725,0,0.039886893757159
2019-08-04,201932,186,186,186,186,15.8637733574442,21.0726341350211,24.456901748041,44.1396909457504,56.7003971862568,76.1918934370102,2809394,0.512795286100846,0,0
2019-08-11,201933,203,203,203,203,17.2166968053044,22.8969396142254,26.6600361663653,39.0542089996986,50.1741093233876,67.9674811931887,2809394,0.483186053647157,0,0.0521511044730643
2019-08-18,201934,189,189,189,189,18.8957203134418,23.972357230862,27.3553345388789,42.9432780840868,54.1416635433996,70.8922457676311,2809394,0.489268148219865,0.00973234797255209,0
2019-08-25,201935,176,176,176,176,20.5153707052441,25.5306041844485,28.9873417721519,39.6507161121157,51.6836735099458,69.5085106401447,2809394,0.517282018826836,0,0
2019-09-01,201936,152,152,152,152,19.1048824593128,24.0082906853526,27.2983725135624,53.4011660325497,63.7952885985533,77.8802089132007,2809394,0.513513234526734,0,0
2019-09-08,201937,163,163,163,163,23.1952983725135,27.954542676311,31.3652802893309,37.4132265614828,47.7342686491863,62.9305960831826,2809394,0.498465149423684,0,0
2019-09-15,201938,145,145,145,145,23.0108499095841,27.9942982531646,31.1591320072333,41.1218841446655,51.0599380433996,67.0324433779385,2809394,0.501603548665655,0,0
2019-09-22,201939,144,144,144,144,20.5102471368294,24.7419030747438,27.5777576853526,50.082846358047,60.2532806600362,74.2960612525618,2809394,0.486555463562605,0,0
2019-09-29,201940,172,172,172,172,24.1464737793852,28.0800808969258,31.2694394213381,43.078170358047,53.141587761302,65.0014199294756,2809394,0.435514918875743,0.0817468108780755,0.0141760109119618
2019-10-06,201941,141,141,141,141,22.5153707052441,26.4189299927667,29.1048824593128,50.105849801085,61.6341665895118,76.0441297667269,2809394,0.406290822860731,0.106278435847731,0
2019-10-13,201942,177,177,177,177,23.5099457504521,27.377031721519,30.6853526220615,48.8087340669078,61.3746020018083,76.773360403255,2809394,0.510355258109044,0.358932566952161,0.00682353560945884
2019-10-20,201943,176,176,176,176,22.4749849306811,26.9773211012658,30.2507534659433,45.8588973209765,56.8477267992767,71.4842741347197,2809394,0.41504253230412,0.0148512454999192,0.00682353560945884
2019-10-27,201944,205,205,205,205,26.3634719710669,30.8511103905968,34.0452079566004,39.8440621500904,51.6395210687161,67.16312239783,2809394,0.523036284693425,0.00973234797255209,0.0555472105372191
2019-11-03,201945,264,264,264,264,24.6491862567812,28.3963769132007,31.2875226039783,50.4040270216998,63.1776641446654,78.1156721844485,2809394,0.54063438592095,0.0195764638210233,0.0638166095606383
2019-11-10,201946,272,272,272,272,22.6962025316456,25.544367244123,27.9370705244123,60.9927767920434,72.0960229113924,85.2324833200723,2809394,0.535679936669616,0.501331247948846,0.0135232010889181
2019-11-17,201947,353,353,353,353,25.0186859553948,28.8839945370705,31.8921036769138,41.1131769879445,53.4562273688969,67.3638186835443,2809394,0.616282728588443,0.0211985218164487,0.0526501444795568
2019-11-24,201948,342,342,342,342,23.9909584086799,27.2355254737794,29.6799276672694,59.6337675009042,69.9836193074141,83.636771716094,2809394,0.632411117842496,0.473161115884778,0.029833124154177
2019-12-01,201949,500,500,500,500,22.6208559373116,25.8930397064496,28.6772151898734,60.7464666705847,72.6707878481012,86.1132613429777,2809394,0.679726303964485,0.611225054228777,0.360309376328133
2019-12-08,201950,496,496,496,496,22.8517179023508,26.0434022025316,28.7396021699819,62.6922859764918,74.8889690307414,89.7818876925859,2809394,0.68937642779902,0.77555123987593,0.350649641880064
2019-12-15,201951,460,460,460,460,22.7667269439421,25.1161405858951,26.9620253164557,71.7945512405063,80.5047116907776,91.626921318264,2809394,0.555562160380495,0.758762921825846,0.397198470559843
2019-12-22,201952,476,476,476,476,24.0108499095841,27.4487999457504,29.9674502712477,56.1555363670886,66.0742717341772,78.6928561066908,2809394,0.524826350451378,0.184065673949613,0.0899158323823572
2019-12-29,202001,769,769,769,769,24.2396624472574,28.0394037324895,31.2206751054852,52.5254930147679,68.2013395375527,84.9660255227848,2809394,0.807300791558607,0.531421722976557,0.56449540363509
2020-01-05,202002,1898,1898,1898,1898,24.4213381555154,27.8618300072333,31.0542495479204,58.8254021555154,72.6339717450271,86.0020743616637,2809394,1.34075035399093,0.707683222787548,0.811319451810604
2020-01-12,202003,2969,2969,2969,2969,24.8318264014467,28.7368323598553,32.4701627486437,56.684496238698,72.0602234810127,88.9421234755877,2809394,1.52272625341978,0.74517636187733,0.791728394094954
2020-01-19,202004,4098,4098,4098,4098,23.6600361663653,27.6711711699819,31.0578661844485,54.5734024014467,69.4919444900543,85.177599443038,2809394,1.73906507951537,0.693097514980099,0.864166435893292
2020-01-26,202005,4327,4327,4327,4327,23.8282097649186,27.9416012748644,31.8300180831826,53.385084198915,69.3632779493671,87.2392536238698,2809394,1.82248805258358,0.97422291070601,0.708165533207517
2020-02-02,202006,5030,5030,5030,5030,23.5280289330922,26.696415755877,29.7052441229656,64.7270563670886,78.1043338047016,91.8525549529837,2809394,1.89627051243079,0.980482267706132,0.719763408051701
2020-02-09,202007,5575,5575,5575,5575,23.8354430379747,26.9654663652803,29.5696202531646,62.5363815388788,74.4419028119349,87.4078316202532,2809394,1.86998904390057,0.978643436983207,0.652904861333085
2020-02-16,202008,5172,5172,5172,5172,24.500904159132,27.6592779819168,30.2730560578662,59.2278793779385,70.6010197377938,84.5551539186257,2809394,1.86744223131394,0.726646031136964,0.460201737456548
2020-02-23,202009,5110,5110,5110,5110,22.4408077154913,26.3043327780591,29.1383966244726,54.7543150413502,66.6625490842676,81.3003089897529,2809394,1.81951908489874,0.261760365402646,0.113969418315836
2020-03-01,202010,5326,5326,5326,5326,22.5967450271248,27.3639704798071,30.623869801085,43.7087270789632,57.1434835376733,75.8013240560579,2809394,1.8596825507565,0.0191859881526052,0.197260334435113
2020-03-08,202011,4692,4692,4692,4692,25.0813140446052,30.201953192164,33.6636528028933,36.7321446811935,49.3237570379144,68.609587482821,2809394,1.83810850311491,0.0319773588183074,0.191121288078497
2020-03-15,202012,3493,3493,3493,3493,24.1555153707052,27.8774097287523,31.3182640144665,54.3002597793852,68.7955170922242,84.1143388083183,2809394,1.72511438409849,0.744575520557102,0.0108194151478931
2020-03-22,202013,2943,2943,2943,2943,22.7777159549311,27.8463669638095,31.8209523809524,44.5089952409733,58.665888472381,NA,2809394,1.68070836628825,0.185463484295902,0.0129113253605582
2020-03-29,202014,2667,2667,2667,2667,22.6865349840033,27.7684385104762,31.2333333333334,47.4873731145997,62.9375202590476,NA,2809394,1.56731950021962,0.681386804414048,0.0469603053185135
2020-04-05,202015,2046,2046,2046,2046,20.2744779833388,25.6483255328186,29.1370656370656,46.5605840350636,60.6953114459459,NA,2809394,1.1373805169371,0.184310210671768,0
2020-04-12,202016,1820,1820,1820,1820,17.8569960278821,23.640781496139,27.4749034749035,43.0290365818392,57.2544977104247,NA,2809394,1.08511515294758,0.00752546634612304,0.00438955874469726
2020-04-19,202017,1615,1615,1615,1615,20.5299299856262,26.8819676486487,30.7876447876448,43.2860000703441,57.2809393301158,NA,2809394,1.06488765904676,0.00861431326471118,0.011072850586283
2020-04-26,202018,1575,1575,1575,1575,22.1486143954499,27.865882034749,31.2200772200772,40.4905797787739,53.7573509440154,NA,2809394,1.10766272014534,0.00512708434630386,0.0228519032930233
2020-05-03,202019,1276,1276,1276,1276,16.7238991669371,22.7377315752896,26.6563706563706,42.8611440078803,57.6760004305019,NA,2809394,1.03051405392053,0,0.00561544589331365
2020-05-10,202020,929,929,929,929,18.7928548245004,23.3056079752381,26.48,51.5699730057086,66.3629197431746,NA,2809394,0.905715965791911,0.0172578143186751,0.0100448708867464
2020-05-17,202021,746,746,746,746,17.4262067046877,23.3691287980952,27.3371428571429,48.2908815175539,62.4118647371429,NA,2809394,0.810434207519486,0.00945364018005307,0
2020-05-24,202022,601,601,601,601,13.594519404646,20.5256452,24.6190476190476,38.2190638698444,53.9196513085714,NA,2809394,0.77469233578487,0,0.020761416874956
2020-05-31,202023,453,453,453,453,15.7375156489081,19.1166223574603,21.8666666666667,66.9111709679606,78.5669661596825,NA,2809394,0.731237412765885,0,0.0197341490727182
2020-06-07,202024,532,532,532,532,20.7744238883479,26.0915594311111,29.4196825396826,51.3455983146853,65.0241296273016,NA,2809394,0.686964519750523,0.293888290499659,0.322522223653927
2020-06-14,202025,527,527,527,527,18.2724532851115,23.8513725533454,27.1606389391199,50.1071485997589,62.7780283490054,83.1367062923448,2809394,0.687079135215637,0,0.366403929103572
2020-06-21,202026,410,410,410,410,17.8896925858951,22.1585540765521,25.1540084388186,54.3659044502713,65.6736477344786,79.7841828523207,2809394,0.662651803200263,0,0
2020-06-28,202027,370,370,370,370,13.9852320675105,19.1470870470163,23.1955997588909,50.2273889650392,64.2723062640144,82.7597574752863,2809394,0.651507406935446,0,0.0210881777351272
2020-07-05,202028,359,359,359,359,16.9050632911392,21.3058907552743,24.7212176009644,54.5575248716094,66.3414035247137,81.984266119349,2809394,0.61428834830572,0,0.0210881777351272
2020-07-12,202029,367,367,367,367,20.2516576250753,26.1079795883062,29.872513562387,40.4409601063894,53.6662707763713,73.866710634117,2809394,0.575041094271576,0,0.0210881777351272
2020-07-19,202030,347,347,347,347,19.4918625678119,25.3583780144665,28.866184448463,33.5514754544906,44.4175360620856,61.2955676937914,2809394,0.615816435857697,0,0.033436748280946
2020-07-26,202031,273,273,273,273,16.341289933695,22.8396786503918,27.0757082579867,39.9222229112719,53.8335959183846,75.0001269828812,2809394,0.534718519367522,0,0
2020-08-02,202032,252,252,252,252,19.7139240506329,25.8889805075188,29.8477443609023,26.406184621519,37.4227396973684,NA,2809394,0.610611754705819,0,0.0207016175018527
2020-08-09,202033,262,262,262,262,20.5109101868596,26.3457046566416,30.3963032581454,32.9700432320072,44.1940200673559,NA,2809394,0.592709317383037,0,0.00421905934162314
2020-08-16,202034,172,172,172,172,14.8672694394214,17.5208316898496,20.5432330827068,64.1692992418324,78.9346423405389,NA,2809394,0.403027485642811,0,0
2020-08-23,202035,216,216,216,216,20.4180229053647,27.4177128499096,31.8360458107294,28.4675841036769,38.7416274077758,56.5349034611211,2809394,0.56434092192124,0,0.00682353560945884
2020-08-30,202036,166,166,166,166,21.7661241711874,28.1708072200121,32.7501506931887,29.8258100626884,42.8752181889692,61.1176699683544,2809394,0.517386311781117,0,0
2020-09-06,202037,203,203,203,203,23.8517179023508,30.7647452194093,35.0135623869801,25.3862697929476,36.6696253019892,55.952323141953,2809394,0.408278084170465,0.00657543940081028,0
2020-09-13,202038,186,186,186,186,23.2014466546112,28.8596690235081,33.1226039783002,31.0136443688969,43.9427576354431,61.6164677414105,2809394,0.451281664301981,0,0.0210881777351272
2020-09-20,202039,171,171,171,171,21.4951175406872,26.949956321519,31.0065099457505,38.0593694878843,52.1148926983725,69.8390761103074,2809394,0.465661989738712,0,0.0170933660426412
2020-09-27,202040,180,180,180,180,27.2582881253767,32.6210541603376,36.5867992766727,28.2544452890295,39.3191439195298,54.3381178562387,2809394,0.413705945125532,0,0
2020-10-04,202041,148,148,148,148,26.162447257384,32.1779635195901,36.9107896323086,26.765294963683,40.6806690337553,58.7615001904762,2809394,0.448159638697883,0,0
2020-10-11,202042,124,124,124,124,23.5330922242315,28.5472049084991,32.798191681736,40.3190317877034,53.5242657609403,70.5562422477396,2809394,0.125637415043956,0.343610401389054,0
2020-10-18,202043,123,123,123,123,22.585292344786,27.0505368077155,31.4095840867993,49.0882319822182,64.9502260328511,83.4862386274864,2809394,0.104201119529692,0.443949478072495,0
2020-10-25,202044,124,124,124,124,21.2278481012658,25.4975940542496,29.0614828209765,50.8715427233273,66.5277729222423,84.0181664882459,2809394,0.200281982520074,0.0821226926518673,0
2020-11-01,202045,185,185,185,185,23.3737191078963,28.8447088902953,32.5608800482218,25.8334655096444,37.6964990280289,55.2450841461724,2809394,0.462335649609845,0,0.362409117411086
2020-11-08,202046,226,226,226,226,24.0343580470163,28.3688236528029,31.9318866787221,45.6012605822785,58.7234093911995,75.9877426431585,2809394,0.452220656839162,0.356262952081481,0.340047355408319
2020-11-15,202047,329,329,329,329,22.251356238698,26.6006453309222,30.3887884267631,46.4043994195298,61.6334650307414,79.1401212368897,2809394,0.574115271834424,0.352224714653765,0.461716654908496
2020-11-22,202048,286,286,286,286,25.9726341169379,30.7198921567812,34.7065099457505,32.8440239528632,44.9516579555154,59.5380166558167,2809394,0.579895521952421,0,0
2020-11-29,202049,350,350,350,350,25.5591199517782,NA,NA,36.6676309545098,NA,NA,2809394,0.511571178695477,0.00657543940081028,0.387492106838699
2020-12-06,202050,308,308,308,308,25.1456057866184,NA,NA,41.0083992452941,NA,NA,2809394,0.494109405800682,0,0.0535709836356168
2020-12-13,202051,224,224,224,224,24.7320916214587,NA,NA,45.3491675360784,NA,NA,2809394,0.483464049542357,0.163028396871354,0.00438955874469726
2020-12-20,202052,185,185,185,185,24.318577456299,NA,NA,49.6899358268628,NA,NA,2809394,0.478774426086195,0.184696414956393,0
2020-12-27,202053,158,158,158,158,23.9050632911392,28.2031113037975,31.753164556962,51.2439247658228,68.0741564303797,87.4163852594937,2809394,0.470079312478065,0.2117915820992,0.00487400485656337
2021-01-03,202101,387,387,387,387,23.500904159132,26.9126089439421,30.253164556962,58.9693992278481,73.5148913309223,87.6593513092224,2809394,0.28851097425281,0.619692716649925,0.21113022950857
2021-01-10,202102,439,439,439,439,24.5985533453888,27.7265043309222,30.6166365280289,62.0091307938517,74.9214016455696,86.9391063598553,2809394,0.311718114297959,0.671230521600032,0.204118397063566
2021-01-17,202103,555,555,555,555,21.8969258589512,24.6411865298372,27.5316455696203,73.2679561573237,85.2474611844485,95.4409001446655,2809394,0.336960212771865,0.512293042556509,0.114725097298563
2021-01-24,202104,623,623,623,623,23.2658227848101,26.0502145280289,29.2260397830018,66.5077804321881,79.6029292459313,91.614885358047,2809394,0.295966318714997,0.854448325866717,0.107278651552612
2021-01-31,202105,859,859,859,859,23.0090415913201,26.2687007142857,29.2839059674503,60.6798642260398,73.904666994575,87.8452020433997,2809394,0.458248647217158,0.657410815286144,0.216944294748262
2021-02-07,202106,1098,1098,1098,1098,22.7215189873418,26.5562709710669,29.6202531645569,49.0860521012658,62.6259275461121,79.0112021790235,2809394,0.803936008975601,0.201311386014208,0.46861138024784
2021-02-14,202107,1305,1305,1305,1305,22.8462929475588,27.1313830632911,30.5461121157324,49.142193562387,64.0709652875226,81.4860163164557,2809394,0.814384525630794,0.266535416534669,0.47888868560266
2021-02-21,202108,1271,1271,1271,1271,24.7034358047016,28.5801473761302,32.0379746835443,49.4754410289331,63.7647239276673,78.9518351500904,2809394,0.830934714034415,0.229901537484596,0.411131012595599
2021-02-28,202109,1372,1372,1372,1372,22.57805907173,25.6369389957806,28.3824593128391,65.333983680229,77.6387126681736,91.4400653429777,2809394,0.896725414804759,0.907103809576015,0.128986535886387
