Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2020-01-26,36,8
2020-02-02,41,9
2020-02-09,42,10
2020-02-16,43,9
2020-02-23,40,10
2020-03-01,45,12
2020-03-08,60,15
2020-03-15,74,20
2020-03-22,59,14
2020-03-29,40,10
2020-04-05,38,9
2020-04-12,36,10
2020-04-19,33,7
2020-04-26,32,9
2020-05-03,31,6
2020-05-10,32,9
2020-05-17,25,6
2020-05-24,29,7
2020-05-31,28,9
2020-06-07,28,11
2020-06-14,32,10
2020-06-21,32,12
2020-06-28,28,10
2020-07-05,22,10
2020-07-12,17,5
2020-07-19,18,6
2020-07-26,12,5
2020-08-02,13,4
2020-08-09,12,3
2020-08-16,12,3
2020-08-23,10,0
2020-08-30,7,0
2020-09-06,7,0
2020-09-13,6,0
2020-09-20,9,0
2020-09-27,8,0
2020-10-04,6,0
2020-10-11,6,2
2020-10-18,6,0
2020-10-25,7,0
2020-11-01,8,0
2020-11-08,8,0
2020-11-15,5,0
2020-11-22,9,0
2020-11-29,11,2
2020-12-06,9,3
2020-12-13,12,3
2020-12-20,10,4
2020-12-27,14,7
2021-01-03,16,7
2021-01-10,19,7
2021-01-17,18,4
2021-01-24,16,6
2021-01-31,20,7
2021-02-07,21,5
2021-02-14,18,6
2021-02-21,21,7
2021-02-28,23,8
2021-03-07,25,8
2021-03-14,28,8
2021-03-21,28,9
2021-03-28,24,6
2021-04-04,26,9
2021-04-11,25,8
2021-04-18,26,6
2021-04-25,20,6
2021-05-02,18,5
2021-05-09,21,5
2021-05-16,21,4
2021-05-23,21,6
2021-05-30,22,5
2021-06-06,20,4
2021-06-13,15,5
2021-06-20,15,4
2021-06-27,9,0
2021-07-04,11,4
2021-07-11,12,3
2021-07-18,8,0
2021-07-25,7,0
2021-08-01,5,2
2021-08-08,11,3
2021-08-15,6,0
2021-08-22,9,3
2021-08-29,9,0
2021-09-05,7,0
2021-09-12,7,0
2021-09-19,9,0
2021-09-26,8,0
2021-10-03,5,0
2021-10-10,8,0
2021-10-17,11,3
2021-10-24,10,3
2021-10-31,5,0
2021-11-07,10,0
2021-11-14,11,3
2021-11-21,15,3
2021-11-28,18,4
2021-12-05,23,6
