Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2023-06-11,20,6
2023-06-18,23,3
2023-06-25,18,4
2023-07-02,21,3
2023-07-09,14,3
2023-07-16,11,4
2023-07-23,11,3
2023-07-30,12,3
2023-08-06,9,0
2023-08-13,11,2
2023-08-20,7,0
2023-08-27,12,2
2023-09-03,7,3
2023-09-10,11,0
2023-09-17,12,0
2023-09-24,9,3
2023-10-01,12,3
2023-10-08,9,4
2023-10-15,17,4
2023-10-22,11,2
2023-10-29,10,3
2023-11-05,13,2
2023-11-12,12,0
2023-11-19,13,3
2023-11-26,11,3
2023-12-03,11,2
2023-12-10,12,4
2023-12-17,14,3
2023-12-24,14,5
2023-12-31,18,3
2024-01-07,21,5
2024-01-14,22,6
2024-01-21,30,6
2024-01-28,41,7
2024-02-04,50,8
2024-02-11,72,14
2024-02-18,81,16
2024-02-25,81,16
2024-03-03,80,15
2024-03-10,74,17
2024-03-17,68,14
2024-03-24,60,11
2024-03-31,74,13
2024-04-07,84,12
2024-04-14,68,14
2024-04-21,77,16
2024-04-28,74,15
2024-05-05,55,8
2024-05-12,49,9
2024-05-19,43,9
2024-05-26,25,3
2024-06-02,25,6
2024-06-09,21,4
2024-06-16,19,5
2024-06-23,18,4
2024-06-30,13,0
2024-07-07,10,0
2024-07-14,13,3
2024-07-21,10,0
2024-07-28,8,0
2024-08-04,9,0
2024-08-11,9,0
2024-08-18,14,0
2024-08-25,10,0
2024-09-01,13,0
2024-09-08,11,0
2024-09-15,10,3
2024-09-22,13,3
2024-09-29,11,3
2024-10-06,7,0
2024-10-13,10,0
2024-10-20,11,0
2024-10-27,11,0
2024-11-03,9,0
2024-11-10,11,0
2024-11-17,15,3
2024-11-24,16,5
2024-12-01,11,0
2024-12-08,14,3
2024-12-15,15,4
2024-12-22,15,0
2024-12-29,15,4
2025-01-05,17,3
2025-01-12,23,3
2025-01-19,23,2
2025-01-26,23,3
2025-02-02,22,4
