Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2020-02-02,71,15
2020-02-09,84,21
2020-02-16,82,20
2020-02-23,88,23
2020-03-01,89,22
2020-03-08,100,24
2020-03-15,97,22
2020-03-22,84,20
2020-03-29,70,16
2020-04-05,65,14
2020-04-12,54,10
2020-04-19,47,9
2020-04-26,49,11
2020-05-03,34,7
2020-05-10,26,5
2020-05-17,31,8
2020-05-24,21,5
2020-05-31,19,4
2020-06-07,19,5
2020-06-14,23,6
2020-06-21,21,4
2020-06-28,16,5
2020-07-05,17,3
2020-07-12,19,6
2020-07-19,16,5
2020-07-26,17,6
2020-08-02,12,3
2020-08-09,12,4
2020-08-16,10,4
2020-08-23,8,0
2020-08-30,11,3
2020-09-06,12,3
2020-09-13,8,0
2020-09-20,12,2
2020-09-27,6,0
2020-10-04,7,0
2020-10-11,6,0
2020-10-18,8,0
2020-10-25,11,3
2020-11-01,9,3
2020-11-08,11,2
2020-11-15,12,5
2020-11-22,15,6
2020-11-29,11,5
2020-12-06,13,5
2020-12-13,13,4
2020-12-20,15,7
2020-12-27,14,5
2021-01-03,15,5
2021-01-10,16,6
2021-01-17,17,4
2021-01-24,19,7
2021-01-31,26,8
2021-02-07,26,10
2021-02-14,28,9
2021-02-21,26,7
2021-02-28,30,12
2021-03-07,31,11
2021-03-14,31,8
2021-03-21,33,11
2021-03-28,31,11
2021-04-04,28,8
2021-04-11,24,7
2021-04-18,27,5
2021-04-25,26,6
2021-05-02,20,5
2021-05-09,21,6
2021-05-16,23,6
2021-05-23,17,4
2021-05-30,21,6
2021-06-06,11,3
2021-06-13,15,6
2021-06-20,12,4
2021-06-27,4,0
2021-07-04,7,0
2021-07-11,6,3
2021-07-18,7,3
2021-07-25,4,0
2021-08-01,5,2
2021-08-08,5,0
2021-08-15,5,0
2021-08-22,6,0
2021-08-29,7,3
2021-09-05,5,0
2021-09-12,5,0
2021-09-19,6,0
2021-09-26,8,0
2021-10-03,7,0
2021-10-10,6,0
2021-10-17,6,0
2021-10-24,7,0
2021-10-31,7,0
2021-11-07,7,0
2021-11-14,6,0
2021-11-21,8,0
2021-11-28,9,0
2021-12-05,6,3
2021-12-12,11,3
2021-12-19,7,0
2021-12-26,9,0
2022-01-02,11,4
2022-01-09,17,7
2022-01-16,18,8
2022-01-23,15,7
2022-01-30,10,3
2022-02-06,15,7
2022-02-13,12,4
2022-02-20,11,3
2022-02-27,14,4
2022-03-06,13,3
2022-03-13,22,6
2022-03-20,22,4
2022-03-27,22,7
2022-04-03,31,6
2022-04-10,33,7
2022-04-17,45,12
2022-04-24,56,14
2022-05-01,54,15
2022-05-08,62,15
2022-05-15,36,9
2022-05-22,48,13
2022-05-29,35,12
2022-06-05,35,11
2022-06-12,29,9
2022-06-19,26,8
2022-06-26,29,10
2022-07-03,23,9
2022-07-10,23,7
2022-07-17,19,8
2022-07-24,15,4
2022-07-31,16,5
2022-08-07,13,3
2022-08-14,13,4
2022-08-21,14,5
2022-08-28,12,4
2022-09-04,11,4
2022-09-11,11,2
2022-09-18,10,3
2022-09-25,8,3
2022-10-02,11,3
2022-10-09,13,4
2022-10-16,15,4
2022-10-23,16,6
2022-10-30,12,3
2022-11-06,19,7
2022-11-13,17,5
2022-11-20,23,6
2022-11-27,22,8
2022-12-04,21,6
2022-12-11,21,7
2022-12-18,25,8
2022-12-25,22,7
2023-01-01,21,7
2023-01-08,27,9
2023-01-15,24,5
2023-01-22,28,8
2023-01-29,29,8
2023-02-05,35,10
2023-02-12,51,16
2023-02-19,47,15
2023-02-26,53,14
2023-03-05,63,18
2023-03-12,64,18
2023-03-19,82,21
2023-03-26,90,26
2023-04-02,81,22
2023-04-09,89,25
2023-04-16,88,25
2023-04-23,88,21
2023-04-30,74,19
2023-05-07,74,20
2023-05-14,56,13
2023-05-21,54,15
2023-05-28,37,10
2023-06-04,27,6
