Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2020-01-05,31,8
2020-01-12,42,12
2020-01-19,45,8
2020-01-26,40,10
2020-02-02,45,9
2020-02-09,45,11
2020-02-16,47,9
2020-02-23,44,10
2020-03-01,50,14
2020-03-08,67,16
2020-03-15,83,23
2020-03-22,63,15
2020-03-29,44,11
2020-04-05,42,10
2020-04-12,39,9
2020-04-19,37,7
2020-04-26,34,8
2020-05-03,34,7
2020-05-10,35,10
2020-05-17,26,6
2020-05-24,32,8
2020-05-31,30,9
2020-06-07,29,12
2020-06-14,35,12
2020-06-21,34,13
2020-06-28,31,11
2020-07-05,24,9
2020-07-12,19,4
2020-07-19,20,7
2020-07-26,14,4
2020-08-02,16,4
2020-08-09,13,4
2020-08-16,13,3
2020-08-23,10,0
2020-08-30,7,0
2020-09-06,7,2
2020-09-13,7,0
2020-09-20,11,2
2020-09-27,9,0
2020-10-04,7,3
2020-10-11,5,0
2020-10-18,7,3
2020-10-25,6,0
2020-11-01,11,0
2020-11-08,8,0
2020-11-15,7,0
2020-11-22,9,3
2020-11-29,12,3
2020-12-06,10,0
2020-12-13,12,4
2020-12-20,12,3
2020-12-27,14,6
2021-01-03,18,8
2021-01-10,20,7
2021-01-17,20,6
2021-01-24,18,5
2021-01-31,21,5
2021-02-07,22,6
2021-02-14,20,7
2021-02-21,24,8
2021-02-28,26,8
2021-03-07,28,9
2021-03-14,31,9
2021-03-21,32,10
2021-03-28,26,6
2021-04-04,27,8
2021-04-11,27,9
2021-04-18,25,6
2021-04-25,22,5
2021-05-02,21,5
2021-05-09,23,5
2021-05-16,22,6
2021-05-23,22,7
2021-05-30,24,6
2021-06-06,20,4
2021-06-13,15,4
2021-06-20,17,4
2021-06-27,10,0
2021-07-04,12,6
2021-07-11,13,0
2021-07-18,8,0
2021-07-25,9,3
2021-08-01,7,0
2021-08-08,10,3
2021-08-15,7,0
2021-08-22,8,3
2021-08-29,10,4
2021-09-05,7,0
2021-09-12,8,0
2021-09-19,10,3
2021-09-26,8,0
2021-10-03,6,0
2021-10-10,7,0
2021-10-17,10,0
2021-10-24,12,3
2021-10-31,7,4
2021-11-07,10,0
2021-11-14,13,5
2021-11-21,15,3
2021-11-28,20,4
2021-12-05,24,7
2021-12-12,33,10
2021-12-19,38,10
2021-12-26,44,14
2022-01-02,48,14
2022-01-09,42,13
