Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2021-12-05,8,0
2021-12-12,12,3
2021-12-19,8,0
2021-12-26,10,4
2022-01-02,10,5
2022-01-09,19,8
2022-01-16,21,10
2022-01-23,18,9
2022-01-30,11,3
2022-02-06,19,8
2022-02-13,14,4
2022-02-20,11,3
2022-02-27,18,5
2022-03-06,14,2
2022-03-13,24,6
2022-03-20,24,5
2022-03-27,26,7
2022-04-03,34,7
2022-04-10,36,9
2022-04-17,50,13
2022-04-24,63,16
2022-05-01,59,17
2022-05-08,67,16
2022-05-15,40,9
2022-05-22,52,14
2022-05-29,39,12
2022-06-05,40,12
2022-06-12,33,11
2022-06-19,29,8
2022-06-26,31,10
2022-07-03,24,10
2022-07-10,24,7
2022-07-17,20,8
2022-07-24,16,5
2022-07-31,19,5
2022-08-07,14,3
2022-08-14,15,5
2022-08-21,16,5
2022-08-28,13,3
2022-09-04,13,3
2022-09-11,12,4
2022-09-18,11,3
2022-09-25,9,2
2022-10-02,11,3
2022-10-09,13,4
2022-10-16,16,5
2022-10-23,19,6
2022-10-30,13,4
2022-11-06,20,7
2022-11-13,19,6
2022-11-20,24,10
2022-11-27,24,7
2022-12-04,24,7
2022-12-11,24,10
2022-12-18,27,7
2022-12-25,25,7
2023-01-01,23,7
2023-01-08,29,10
2023-01-15,26,6
2023-01-22,31,8
2023-01-29,33,9
2023-02-05,37,10
2023-02-12,55,17
2023-02-19,51,14
2023-02-26,58,16
2023-03-05,69,20
2023-03-12,69,19
2023-03-19,89,21
2023-03-26,100,29
2023-04-02,89,26
2023-04-09,98,28
2023-04-16,96,26
2023-04-23,96,22
2023-04-30,80,20
2023-05-07,80,21
2023-05-14,63,14
2023-05-21,58,17
2023-05-28,41,11
2023-06-04,30,7
2023-06-11,23,7
2023-06-18,25,4
2023-06-25,17,5
2023-07-02,23,5
2023-07-09,13,3
2023-07-16,12,5
2023-07-23,12,3
2023-07-30,14,4
2023-08-06,10,3
2023-08-13,11,3
2023-08-20,8,0
2023-08-27,15,3
2023-09-03,8,3
2023-09-10,11,0
2023-09-17,12,3
2023-09-24,11,3
2023-10-01,15,4
2023-10-08,9,3
2023-10-15,20,4
2023-10-22,12,4
2023-10-29,13,3
2023-11-05,15,5
2023-11-12,14,4
2023-11-19,15,3
2023-11-26,13,4
2023-12-03,13,3
2023-12-10,13,4
2023-12-17,15,4
2023-12-24,16,7
2023-12-31,20,0
2024-01-07,23,5
2024-01-14,24,7
2024-01-21,32,7
2024-01-28,41,8
2024-02-04,54,9
2024-02-11,78,15
2024-02-18,88,17
2024-02-25,89,16
2024-03-03,86,17
2024-03-10,86,18
2024-03-17,76,13
2024-03-24,65,12
2024-03-31,81,15
2024-04-07,92,14
2024-04-14,74,13
2024-04-21,82,18
2024-04-28,81,16
2024-05-05,59,11
2024-05-12,52,12
2024-05-19,45,9
2024-05-26,27,4
2024-06-02,27,6
2024-06-09,23,5
2024-06-16,22,5
2024-06-23,19,4
2024-06-30,14,4
2024-07-07,10,0
2024-07-14,13,0
2024-07-21,13,0
2024-07-28,8,3
2024-08-04,8,0
2024-08-11,11,0
2024-08-18,15,3
2024-08-25,13,0
2024-09-01,14,3
2024-09-08,11,0
2024-09-15,11,0
2024-09-22,14,3
2024-09-29,12,5
2024-10-06,7,0
2024-10-13,12,0
2024-10-20,11,4
2024-10-27,13,0
2024-11-03,13,0
2024-11-10,12,4
2024-11-17,15,4
2024-11-24,17,4
2024-12-01,12,0
2024-12-08,15,0
2024-12-15,17,5
2024-12-22,17,0
2024-12-29,13,0
2025-01-05,15,0
2025-01-12,24,3
2025-01-19,27,5
2025-01-26,27,4
2025-02-02,23,5
2025-02-09,31,3
2025-02-16,30,0
2025-02-23,33,5
2025-03-02,29,4
2025-03-09,38,5
2025-03-16,40,5
2025-03-23,42,7
2025-03-30,34,5
