Categoria: Todas as categorias

Semana,dengue: (Sergipe),sintomas dengue: (Sergipe)
2020-03-29,17,0
2020-04-05,19,0
2020-04-12,16,4
2020-04-19,13,0
2020-04-26,11,5
2020-05-03,13,0
2020-05-10,16,5
2020-05-17,22,8
2020-05-24,21,9
2020-05-31,22,6
2020-06-07,28,12
2020-06-14,33,13
2020-06-21,30,8
2020-06-28,34,14
2020-07-05,32,7
2020-07-12,30,9
2020-07-19,22,7
2020-07-26,22,8
2020-08-02,21,8
2020-08-09,17,0
2020-08-16,10,0
2020-08-23,8,0
2020-08-30,8,0
2020-09-06,10,0
2020-09-13,14,0
2020-09-20,7,0
2020-09-27,11,0
2020-10-04,12,0
2020-10-11,7,0
2020-10-18,7,0
2020-10-25,10,0
2020-11-01,8,0
2020-11-08,8,0
2020-11-15,8,0
2020-11-22,6,0
2020-11-29,6,0
2020-12-06,7,0
2020-12-13,6,0
2020-12-20,6,0
2020-12-27,6,0
2021-01-03,0,0
2021-01-10,5,0
2021-01-17,5,0
2021-01-24,5,0
2021-01-31,9,0
2021-02-07,0,0
2021-02-14,6,0
2021-02-21,8,0
2021-02-28,8,0
2021-03-07,7,0
2021-03-14,5,0
2021-03-21,6,0
2021-03-28,10,0
2021-04-04,8,0
2021-04-11,10,0
2021-04-18,9,0
2021-04-25,6,0
2021-05-02,0,0
2021-05-09,10,0
2021-05-16,17,0
2021-05-23,15,0
2021-05-30,11,0
2021-06-06,17,0
2021-06-13,15,0
2021-06-20,10,0
2021-06-27,10,5
2021-07-04,8,4
2021-07-11,12,0
2021-07-18,10,0
2021-07-25,10,0
2021-08-01,8,0
2021-08-08,8,0
2021-08-15,8,0
2021-08-22,10,0
2021-08-29,6,0
2021-09-05,7,0
2021-09-12,8,0
2021-09-19,8,0
2021-09-26,7,0
2021-10-03,5,0
2021-10-10,0,0
2021-10-17,8,0
2021-10-24,6,0
2021-10-31,5,0
2021-11-07,9,0
2021-11-14,0,0
2021-11-21,5,0
2021-11-28,5,0
2021-12-05,8,0
2021-12-12,7,0
2021-12-19,0,0
2021-12-26,0,0
2022-01-02,12,0
2022-01-09,9,0
2022-01-16,11,0
2022-01-23,8,0
2022-01-30,0,0
2022-02-06,0,0
2022-02-13,5,0
2022-02-20,5,0
2022-02-27,6,0
2022-03-06,5,0
2022-03-13,8,0
2022-03-20,10,0
2022-03-27,11,0
2022-04-03,16,4
2022-04-10,11,4
2022-04-17,19,4
2022-04-24,20,7
2022-05-01,22,6
2022-05-08,27,8
2022-05-15,30,8
2022-05-22,27,10
2022-05-29,30,10
2022-06-05,25,10
2022-06-12,27,12
2022-06-19,30,9
2022-06-26,30,8
2022-07-03,37,11
2022-07-10,29,6
2022-07-17,32,10
2022-07-24,26,11
2022-07-31,27,11
2022-08-07,22,6
2022-08-14,20,7
2022-08-21,19,7
