Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2020-03-29,23,6
2020-04-05,17,5
2020-04-12,20,5
2020-04-19,18,0
2020-04-26,16,5
2020-05-03,23,5
2020-05-10,19,0
2020-05-17,22,6
2020-05-24,23,7
2020-05-31,19,6
2020-06-07,21,0
2020-06-14,19,5
2020-06-21,16,5
2020-06-28,13,4
2020-07-05,17,6
2020-07-12,12,0
2020-07-19,11,0
2020-07-26,9,0
2020-08-02,11,0
2020-08-09,10,0
2020-08-16,7,0
2020-08-23,7,0
2020-08-30,8,0
2020-09-06,8,0
2020-09-13,7,4
2020-09-20,8,0
2020-09-27,10,0
2020-10-04,6,0
2020-10-11,0,0
2020-10-18,7,0
2020-10-25,9,0
2020-11-01,5,0
2020-11-08,10,0
2020-11-15,7,0
2020-11-22,9,0
2020-11-29,10,0
2020-12-06,11,0
2020-12-13,9,0
2020-12-20,14,5
2020-12-27,14,0
2021-01-03,17,5
2021-01-10,16,8
2021-01-17,15,6
2021-01-24,18,5
2021-01-31,13,0
2021-02-07,19,6
2021-02-14,16,4
2021-02-21,24,9
2021-02-28,22,8
2021-03-07,28,7
2021-03-14,21,7
2021-03-21,25,0
2021-03-28,20,0
2021-04-04,21,5
2021-04-11,16,0
2021-04-18,14,0
2021-04-25,13,0
2021-05-02,13,0
2021-05-09,11,0
2021-05-16,18,0
2021-05-23,12,0
2021-05-30,11,0
2021-06-06,10,0
2021-06-13,11,0
2021-06-20,10,0
2021-06-27,7,0
2021-07-04,0,0
2021-07-11,5,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,6,0
2021-08-08,0,0
2021-08-15,0,0
2021-08-22,0,0
2021-08-29,6,0
2021-09-05,7,0
2021-09-12,6,0
2021-09-19,0,0
2021-09-26,7,0
2021-10-03,6,0
2021-10-10,6,0
2021-10-17,7,0
2021-10-24,7,0
2021-10-31,0,0
2021-11-07,9,0
2021-11-14,10,0
2021-11-21,12,0
2021-11-28,11,0
2021-12-05,11,0
2021-12-12,10,0
2021-12-19,13,0
2021-12-26,15,0
2022-01-02,24,8
2022-01-09,27,10
2022-01-16,34,8
2022-01-23,27,10
2022-01-30,29,8
2022-02-06,30,8
2022-02-13,26,8
2022-02-20,26,7
2022-02-27,26,9
2022-03-06,30,8
2022-03-13,31,5
2022-03-20,40,8
2022-03-27,44,9
2022-04-03,34,9
2022-04-10,38,9
2022-04-17,33,8
2022-04-24,39,10
2022-05-01,32,6
2022-05-08,39,10
2022-05-15,34,13
2022-05-22,32,8
2022-05-29,29,5
2022-06-05,27,4
2022-06-12,27,8
2022-06-19,25,6
2022-06-26,27,8
2022-07-03,22,7
2022-07-10,18,5
2022-07-17,16,5
2022-07-24,14,7
2022-07-31,12,4
2022-08-07,15,4
2022-08-14,12,0
2022-08-21,11,4
2022-08-28,12,0
2022-09-04,8,0
2022-09-11,12,0
2022-09-18,7,0
2022-09-25,8,0
2022-10-02,7,0
2022-10-09,10,6
2022-10-16,14,4
2022-10-23,11,0
2022-10-30,20,4
2022-11-06,15,4
2022-11-13,23,6
2022-11-20,23,7
2022-11-27,26,7
2022-12-04,21,7
2022-12-11,34,11
2022-12-18,40,13
2022-12-25,43,14
2023-01-01,46,16
2023-01-08,49,14
2023-01-15,54,16
