Categoria: Todas as categorias

Semana,dengue: (Sergipe),sintomas dengue: (Sergipe)
2019-05-12,44,9
2019-05-19,42,0
2019-05-26,49,21
2019-06-02,54,17
2019-06-09,38,12
2019-06-16,39,14
2019-06-23,57,19
2019-06-30,60,23
2019-07-07,51,15
2019-07-14,43,14
2019-07-21,62,20
2019-07-28,47,16
2019-08-04,48,16
2019-08-11,25,9
2019-08-18,39,17
2019-08-25,37,10
2019-09-01,32,11
2019-09-08,32,0
2019-09-15,31,0
2019-09-22,27,0
2019-09-29,33,10
2019-10-06,21,0
2019-10-13,9,0
2019-10-20,20,0
2019-10-27,18,0
2019-11-03,22,0
2019-11-10,13,0
2019-11-17,9,0
2019-11-24,11,0
2019-12-01,10,0
2019-12-08,9,0
2019-12-15,0,0
2019-12-22,0,0
2019-12-29,0,0
2020-01-05,0,0
2020-01-12,0,0
2020-01-19,0,0
2020-01-26,10,0
2020-02-02,12,0
2020-02-09,12,0
2020-02-16,12,0
2020-02-23,14,0
2020-03-01,19,0
2020-03-08,21,0
2020-03-15,24,0
2020-03-22,19,0
2020-03-29,17,0
2020-04-05,23,0
2020-04-12,19,0
2020-04-19,11,0
2020-04-26,13,0
2020-05-03,14,0
2020-05-10,17,0
2020-05-17,23,11
2020-05-24,25,7
2020-05-31,24,6
2020-06-07,31,11
2020-06-14,35,9
2020-06-21,31,10
2020-06-28,39,17
2020-07-05,36,8
2020-07-12,28,9
2020-07-19,23,8
2020-07-26,24,8
2020-08-02,22,0
2020-08-09,24,0
2020-08-16,7,0
2020-08-23,9,0
2020-08-30,10,0
2020-09-06,8,0
2020-09-13,8,0
2020-09-20,8,0
2020-09-27,12,0
2020-10-04,11,0
2020-10-11,10,0
2020-10-18,0,0
2020-10-25,9,0
2020-11-01,9,0
2020-11-08,8,0
2020-11-15,0,0
2020-11-22,8,0
2020-11-29,0,0
2020-12-06,0,0
2020-12-13,10,0
2020-12-20,0,0
2020-12-27,0,0
2021-01-03,0,0
2021-01-10,8,0
2021-01-17,0,0
2021-01-24,10,0
2021-01-31,13,0
2021-02-07,0,0
2021-02-14,0,0
2021-02-21,8,0
2021-02-28,12,0
2021-03-07,12,0
2021-03-14,7,0
2021-03-21,7,0
2021-03-28,11,0
2021-04-04,0,0
2021-04-11,13,0
2021-04-18,9,0
2021-04-25,8,0
2021-05-02,7,0
2021-05-09,18,0
2021-05-16,19,0
2021-05-23,17,0
2021-05-30,12,0
2021-06-06,13,9
2021-06-13,11,0
2021-06-20,9,0
2021-06-27,11,8
2021-07-04,9,0
2021-07-11,10,0
2021-07-18,12,0
2021-07-25,10,0
2021-08-01,8,0
2021-08-08,8,0
2021-08-15,9,0
2021-08-22,8,0
2021-08-29,9,0
2021-09-05,0,0
2021-09-12,10,0
2021-09-19,9,0
2021-09-26,11,0
2021-10-03,0,0
2021-10-10,0,0
2021-10-17,0,0
2021-10-24,12,0
2021-10-31,9,0
2021-11-07,11,0
