Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2022-10-09,12,4
2022-10-16,15,4
2022-10-23,16,6
2022-10-30,12,5
2022-11-06,19,6
2022-11-13,18,7
2022-11-20,22,7
2022-11-27,21,6
2022-12-04,22,8
2022-12-11,23,7
2022-12-18,25,8
2022-12-25,20,8
2023-01-01,21,7
2023-01-08,29,9
2023-01-15,23,5
2023-01-22,27,7
2023-01-29,30,8
2023-02-05,34,10
2023-02-12,49,15
2023-02-19,45,13
2023-02-26,52,15
2023-03-05,63,18
2023-03-12,62,16
2023-03-19,80,19
2023-03-26,90,26
2023-04-02,79,22
2023-04-09,87,25
2023-04-16,88,23
2023-04-23,86,19
2023-04-30,72,19
2023-05-07,72,18
2023-05-14,56,14
2023-05-21,52,15
2023-05-28,37,10
2023-06-04,26,6
2023-06-11,21,5
2023-06-18,22,4
2023-06-25,17,4
2023-07-02,20,4
2023-07-09,13,3
2023-07-16,11,4
2023-07-23,10,4
2023-07-30,11,3
2023-08-06,9,0
2023-08-13,10,0
2023-08-20,8,0
2023-08-27,11,3
2023-09-03,7,2
2023-09-10,10,2
2023-09-17,11,2
2023-09-24,10,2
2023-10-01,13,3
2023-10-08,8,3
2023-10-15,16,4
2023-10-22,10,3
2023-10-29,9,3
2023-11-05,14,4
2023-11-12,12,4
2023-11-19,13,2
2023-11-26,11,3
2023-12-03,11,3
2023-12-10,12,4
2023-12-17,13,4
2023-12-24,14,5
2023-12-31,18,3
2024-01-07,20,5
2024-01-14,21,6
2024-01-21,29,7
2024-01-28,38,7
2024-02-04,49,8
2024-02-11,72,14
2024-02-18,79,15
2024-02-25,81,15
2024-03-03,79,17
2024-03-10,71,16
2024-03-17,68,12
2024-03-24,59,10
2024-03-31,73,14
2024-04-07,83,11
2024-04-14,66,13
2024-04-21,75,15
2024-04-28,73,16
2024-05-05,53,11
2024-05-12,47,11
2024-05-19,40,9
2024-05-26,26,3
2024-06-02,23,5
2024-06-09,21,5
2024-06-16,19,4
2024-06-23,17,3
2024-06-30,12,0
2024-07-07,9,0
2024-07-14,13,0
2024-07-21,11,0
2024-07-28,8,3
2024-08-04,9,<1
2024-08-11,10,2
2024-08-18,12,2
