Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2020-03-01,28,7
2020-03-08,32,6
2020-03-15,39,10
2020-03-22,36,9
2020-03-29,21,6
2020-04-05,18,5
2020-04-12,21,5
2020-04-19,18,0
2020-04-26,19,5
2020-05-03,21,5
2020-05-10,19,4
2020-05-17,23,9
2020-05-24,21,7
2020-05-31,18,5
2020-06-07,19,0
2020-06-14,16,7
2020-06-21,13,0
2020-06-28,16,0
2020-07-05,17,6
2020-07-12,12,0
2020-07-19,11,0
2020-07-26,10,0
2020-08-02,13,0
2020-08-09,8,0
2020-08-16,5,0
2020-08-23,8,0
2020-08-30,0,0
2020-09-06,8,0
2020-09-13,8,0
2020-09-20,8,0
2020-09-27,7,0
2020-10-04,7,0
2020-10-11,5,0
2020-10-18,7,0
2020-10-25,9,0
2020-11-01,0,0
2020-11-08,8,0
2020-11-15,9,5
2020-11-22,10,0
2020-11-29,9,0
2020-12-06,11,0
2020-12-13,8,0
2020-12-20,12,0
2020-12-27,11,7
2021-01-03,15,0
2021-01-10,14,5
2021-01-17,15,5
2021-01-24,18,7
2021-01-31,14,0
2021-02-07,19,8
2021-02-14,14,0
2021-02-21,24,8
2021-02-28,22,8
2021-03-07,22,7
2021-03-14,25,6
2021-03-21,24,5
2021-03-28,21,6
2021-04-04,17,5
2021-04-11,17,0
2021-04-18,13,4
2021-04-25,8,0
2021-05-02,12,0
2021-05-09,11,5
2021-05-16,15,0
2021-05-23,15,0
2021-05-30,11,0
2021-06-06,10,0
2021-06-13,9,0
2021-06-20,13,0
2021-06-27,5,0
2021-07-04,0,0
2021-07-11,5,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,7,0
2021-08-08,5,0
2021-08-15,4,0
2021-08-22,0,0
2021-08-29,5,0
2021-09-05,9,0
2021-09-12,7,0
2021-09-19,6,0
2021-09-26,6,0
2021-10-03,6,0
2021-10-10,7,0
2021-10-17,10,0
2021-10-24,8,0
2021-10-31,8,0
2021-11-07,10,0
2021-11-14,8,0
2021-11-21,11,0
2021-11-28,12,0
2021-12-05,10,0
2021-12-12,11,0
2021-12-19,13,0
2021-12-26,15,6
2022-01-02,25,7
2022-01-09,25,13
2022-01-16,32,9
2022-01-23,26,8
2022-01-30,28,9
2022-02-06,28,10
2022-02-13,25,9
2022-02-20,27,5
2022-02-27,27,9
2022-03-06,29,6
2022-03-13,31,5
2022-03-20,37,6
2022-03-27,43,7
2022-04-03,35,9
2022-04-10,39,9
2022-04-17,32,8
2022-04-24,38,10
2022-05-01,31,6
2022-05-08,36,9
2022-05-15,33,11
2022-05-22,30,8
2022-05-29,27,6
2022-06-05,27,5
2022-06-12,27,8
2022-06-19,26,8
2022-06-26,27,7
2022-07-03,18,8
2022-07-10,18,5
2022-07-17,13,7
2022-07-24,15,6
2022-07-31,10,4
2022-08-07,14,5
2022-08-14,14,5
2022-08-21,11,0
2022-08-28,13,0
2022-09-04,8,0
2022-09-11,11,5
2022-09-18,8,4
2022-09-25,5,0
2022-10-02,8,0
2022-10-09,10,4
2022-10-16,14,5
2022-10-23,11,0
2022-10-30,17,3
2022-11-06,13,4
2022-11-13,22,9
2022-11-20,23,6
2022-11-27,28,6
2022-12-04,24,6
2022-12-11,32,11
2022-12-18,39,13
2022-12-25,42,14
2023-01-01,45,15
2023-01-08,48,14
2023-01-15,54,15
2023-01-22,44,15
2023-01-29,42,14
2023-02-05,43,12
