Year,Month,Canton,Cases
2000,1,Abangares,0
2000,2,Abangares,0
2000,3,Abangares,0
2000,4,Abangares,0
2000,5,Abangares,0
2000,6,Abangares,0
2000,7,Abangares,0
2000,8,Abangares,0
2000,9,Abangares,5
2000,10,Abangares,1
2000,11,Abangares,1
2000,12,Abangares,0
2001,1,Abangares,1
2001,2,Abangares,0
2001,3,Abangares,0
2001,4,Abangares,1
2001,5,Abangares,0
2001,6,Abangares,1
2001,7,Abangares,24
2001,8,Abangares,15
2001,9,Abangares,74
2001,10,Abangares,18
2001,11,Abangares,7
2001,12,Abangares,5
2002,1,Abangares,30
2002,2,Abangares,23
2002,3,Abangares,8
2002,4,Abangares,4
2002,5,Abangares,2
2002,6,Abangares,2
2002,7,Abangares,2
2002,8,Abangares,33
2002,9,Abangares,2
2002,10,Abangares,4
2002,11,Abangares,3
2002,12,Abangares,2
2003,1,Abangares,2
2003,2,Abangares,2
2003,3,Abangares,4
2003,4,Abangares,0
2003,5,Abangares,6
2003,6,Abangares,8
2003,7,Abangares,6
2003,8,Abangares,13
2003,9,Abangares,23
2003,10,Abangares,26
2003,11,Abangares,28
2003,12,Abangares,8
2004,1,Abangares,11
2004,2,Abangares,31
2004,3,Abangares,12
2004,4,Abangares,4
2004,5,Abangares,12
2004,6,Abangares,2
2004,7,Abangares,4
2004,8,Abangares,0
2004,9,Abangares,3
2004,10,Abangares,8
2004,11,Abangares,4
2004,12,Abangares,2
2005,1,Abangares,0
2005,2,Abangares,0
2005,3,Abangares,1
2005,4,Abangares,1
2005,5,Abangares,2
2005,6,Abangares,4
2005,7,Abangares,32
2005,8,Abangares,49
2005,9,Abangares,30
2005,10,Abangares,63
2005,11,Abangares,33
2005,12,Abangares,20
2006,1,Abangares,13
2006,2,Abangares,4
2006,3,Abangares,0
2006,4,Abangares,0
2006,5,Abangares,1
2006,6,Abangares,5
2006,7,Abangares,9
2006,8,Abangares,1
2006,9,Abangares,0
2006,10,Abangares,0
2006,11,Abangares,1
2006,12,Abangares,8
2007,1,Abangares,14
2007,2,Abangares,49
2007,3,Abangares,46
2007,4,Abangares,13
2007,5,Abangares,12
2007,6,Abangares,106
2007,7,Abangares,133
2007,8,Abangares,208
2007,9,Abangares,94
2007,10,Abangares,64
2007,11,Abangares,42
2007,12,Abangares,14
2008,1,Abangares,4
2008,2,Abangares,1
2008,3,Abangares,1
2008,4,Abangares,0
2008,5,Abangares,2
2008,6,Abangares,2
2008,7,Abangares,4
2008,8,Abangares,6
2008,9,Abangares,4
2008,10,Abangares,6
2008,11,Abangares,11
2008,12,Abangares,2
2009,1,Abangares,30
2009,2,Abangares,5
2009,3,Abangares,6
2009,4,Abangares,0
2009,5,Abangares,2
2009,6,Abangares,0
2009,7,Abangares,2
2009,8,Abangares,4
2009,9,Abangares,5
2009,10,Abangares,7
2009,11,Abangares,95
2009,12,Abangares,125
2010,1,Abangares,88
2010,2,Abangares,91
2010,3,Abangares,82
2010,4,Abangares,32
2010,5,Abangares,106
2010,6,Abangares,208
2010,7,Abangares,194
2010,8,Abangares,81
2010,9,Abangares,53
2010,10,Abangares,25
2010,11,Abangares,7
2010,12,Abangares,2
2011,1,Abangares,0
2011,2,Abangares,0
2011,3,Abangares,0
2011,4,Abangares,0
2011,5,Abangares,0
2011,6,Abangares,2
2011,7,Abangares,1
2011,8,Abangares,14
2011,9,Abangares,20
2011,10,Abangares,9
2011,11,Abangares,15
2011,12,Abangares,4
2012,1,Abangares,0
2012,2,Abangares,8
2012,3,Abangares,7
2012,4,Abangares,0
2012,5,Abangares,3
2012,6,Abangares,15
2012,7,Abangares,25
2012,8,Abangares,10
2012,9,Abangares,22
2012,10,Abangares,69
2012,11,Abangares,17
2012,12,Abangares,0
2013,1,Abangares,78
2013,2,Abangares,40
2013,3,Abangares,10
2013,4,Abangares,1
2013,5,Abangares,0
2013,6,Abangares,10
2013,7,Abangares,30
2013,8,Abangares,105
2013,9,Abangares,99
2013,10,Abangares,62
2013,11,Abangares,69
2013,12,Abangares,30
2014,1,Abangares,13
2014,2,Abangares,5
2014,3,Abangares,3
2014,4,Abangares,0
2014,5,Abangares,3
2014,6,Abangares,2
2014,7,Abangares,2
2014,8,Abangares,4
2014,9,Abangares,4
2014,10,Abangares,3
2014,11,Abangares,8
2014,12,Abangares,17
2015,1,Abangares,37
2015,2,Abangares,13
2015,3,Abangares,12
2015,4,Abangares,7
2015,5,Abangares,7
2015,6,Abangares,29
2015,7,Abangares,159
2015,8,Abangares,474
2015,9,Abangares,298
2015,10,Abangares,393
2015,11,Abangares,216
2015,12,Abangares,182
2016,1,Abangares,61
2016,2,Abangares,18
2016,3,Abangares,8
2016,4,Abangares,7
2016,5,Abangares,0
2016,6,Abangares,6
2016,7,Abangares,18
2016,8,Abangares,30
2016,9,Abangares,20
2016,10,Abangares,14
2016,11,Abangares,28
2016,12,Abangares,12
2017,1,Abangares,4
2017,2,Abangares,0
2017,3,Abangares,0
2017,4,Abangares,0
2017,5,Abangares,3
2017,6,Abangares,1
2017,7,Abangares,8
2017,8,Abangares,6
2017,9,Abangares,7
2017,10,Abangares,3
2017,11,Abangares,2
2017,12,Abangares,0
2018,1,Abangares,1
2018,2,Abangares,1
2018,3,Abangares,1
2018,4,Abangares,0
2018,5,Abangares,1
2018,6,Abangares,1
2018,7,Abangares,1
2018,8,Abangares,0
2018,9,Abangares,3
2018,10,Abangares,0
2018,11,Abangares,6
2018,12,Abangares,1
2019,1,Abangares,1
2019,2,Abangares,2
2019,3,Abangares,0
2019,4,Abangares,0
2019,5,Abangares,1
2019,6,Abangares,4
2019,7,Abangares,0
2019,8,Abangares,3
2019,9,Abangares,16
2019,10,Abangares,14
2019,11,Abangares,24
2019,12,Abangares,8
2020,1,Abangares,16
2020,2,Abangares,36
2020,3,Abangares,1
2020,4,Abangares,0
2020,5,Abangares,0
2020,6,Abangares,2
2020,7,Abangares,2
2020,8,Abangares,0
2020,9,Abangares,3
2020,10,Abangares,0
2020,11,Abangares,0
2020,12,Abangares,0
2021,1,Abangares,6
2021,2,Abangares,8
2021,3,Abangares,3
2021,4,Abangares,2
2021,5,Abangares,0
2021,6,Abangares,0
2021,7,Abangares,0
2021,8,Abangares,0
2021,9,Abangares,0
2021,10,Abangares,0
2021,11,Abangares,0
2021,12,Abangares,0
2000,1,Acosta,0
2000,2,Acosta,0
2000,3,Acosta,0
2000,4,Acosta,0
2000,5,Acosta,0
2000,6,Acosta,0
2000,7,Acosta,1
2000,8,Acosta,0
2000,9,Acosta,0
2000,10,Acosta,0
2000,11,Acosta,0
2000,12,Acosta,0
2001,1,Acosta,0
2001,2,Acosta,0
2001,3,Acosta,0
2001,4,Acosta,0
2001,5,Acosta,0
2001,6,Acosta,0
2001,7,Acosta,1
2001,8,Acosta,0
2001,9,Acosta,1
2001,10,Acosta,0
2001,11,Acosta,1
2001,12,Acosta,0
2002,1,Acosta,0
2002,2,Acosta,0
2002,3,Acosta,0
2002,4,Acosta,0
2002,5,Acosta,0
2002,6,Acosta,0
2002,7,Acosta,0
2002,8,Acosta,0
2002,9,Acosta,4
2002,10,Acosta,0
2002,11,Acosta,1
2002,12,Acosta,0
2003,1,Acosta,0
2003,2,Acosta,0
2003,3,Acosta,0
2003,4,Acosta,0
2003,5,Acosta,0
2003,6,Acosta,0
2003,7,Acosta,1
2003,8,Acosta,5
2003,9,Acosta,0
2003,10,Acosta,0
2003,11,Acosta,2
2003,12,Acosta,0
2004,1,Acosta,0
2004,2,Acosta,0
2004,3,Acosta,0
2004,4,Acosta,0
2004,5,Acosta,0
2004,6,Acosta,0
2004,7,Acosta,0
2004,8,Acosta,0
2004,9,Acosta,0
2004,10,Acosta,1
2004,11,Acosta,0
2004,12,Acosta,1
2005,1,Acosta,0
2005,2,Acosta,1
2005,3,Acosta,0
2005,4,Acosta,1
2005,5,Acosta,0
2005,6,Acosta,1
2005,7,Acosta,1
2005,8,Acosta,1
2005,9,Acosta,6
2005,10,Acosta,5
2005,11,Acosta,7
2005,12,Acosta,0
2006,1,Acosta,1
2006,2,Acosta,0
2006,3,Acosta,2
2006,4,Acosta,0
2006,5,Acosta,0
2006,6,Acosta,3
2006,7,Acosta,2
2006,8,Acosta,0
2006,9,Acosta,0
2006,10,Acosta,0
2006,11,Acosta,0
2006,12,Acosta,5
2007,1,Acosta,4
2007,2,Acosta,3
2007,3,Acosta,8
2007,4,Acosta,0
2007,5,Acosta,0
2007,6,Acosta,3
2007,7,Acosta,3
2007,8,Acosta,3
2007,9,Acosta,6
2007,10,Acosta,2
2007,11,Acosta,2
2007,12,Acosta,1
2008,1,Acosta,0
2008,2,Acosta,0
2008,3,Acosta,0
2008,4,Acosta,0
2008,5,Acosta,0
2008,6,Acosta,0
2008,7,Acosta,0
2008,8,Acosta,0
2008,9,Acosta,1
2008,10,Acosta,2
2008,11,Acosta,5
2008,12,Acosta,1
2009,1,Acosta,0
2009,2,Acosta,0
2009,3,Acosta,0
2009,4,Acosta,1
2009,5,Acosta,1
2009,6,Acosta,1
2009,7,Acosta,1
2009,8,Acosta,0
2009,9,Acosta,0
2009,10,Acosta,0
2009,11,Acosta,0
2009,12,Acosta,0
2010,1,Acosta,0
2010,2,Acosta,0
2010,3,Acosta,0
2010,4,Acosta,0
2010,5,Acosta,0
2010,6,Acosta,0
2010,7,Acosta,0
2010,8,Acosta,1
2010,9,Acosta,0
2010,10,Acosta,1
2010,11,Acosta,1
2010,12,Acosta,2
2011,1,Acosta,0
2011,2,Acosta,0
2011,3,Acosta,0
2011,4,Acosta,0
2011,5,Acosta,0
2011,6,Acosta,0
2011,7,Acosta,0
2011,8,Acosta,2
2011,9,Acosta,0
2011,10,Acosta,0
2011,11,Acosta,1
2011,12,Acosta,0
2012,1,Acosta,0
2012,2,Acosta,0
2012,3,Acosta,0
2012,4,Acosta,0
2012,5,Acosta,1
2012,6,Acosta,0
2012,7,Acosta,0
2012,8,Acosta,0
2012,9,Acosta,1
2012,10,Acosta,0
2012,11,Acosta,1
2012,12,Acosta,2
2013,1,Acosta,0
2013,2,Acosta,3
2013,3,Acosta,0
2013,4,Acosta,0
2013,5,Acosta,0
2013,6,Acosta,1
2013,7,Acosta,1
2013,8,Acosta,1
2013,9,Acosta,4
2013,10,Acosta,0
2013,11,Acosta,0
2013,12,Acosta,2
2014,1,Acosta,0
2014,2,Acosta,0
2014,3,Acosta,0
2014,4,Acosta,1
2014,5,Acosta,0
2014,6,Acosta,0
2014,7,Acosta,0
2014,8,Acosta,0
2014,9,Acosta,0
2014,10,Acosta,0
2014,11,Acosta,1
2014,12,Acosta,0
2015,1,Acosta,0
2015,2,Acosta,0
2015,3,Acosta,0
2015,4,Acosta,0
2015,5,Acosta,0
2015,6,Acosta,0
2015,7,Acosta,1
2015,8,Acosta,0
2015,9,Acosta,0
2015,10,Acosta,0
2015,11,Acosta,1
2015,12,Acosta,0
2016,1,Acosta,2
2016,2,Acosta,0
2016,3,Acosta,0
2016,4,Acosta,1
2016,5,Acosta,60
2016,6,Acosta,78
2016,7,Acosta,20
2016,8,Acosta,7
2016,9,Acosta,11
2016,10,Acosta,5
2016,11,Acosta,1
2016,12,Acosta,5
2017,1,Acosta,0
2017,2,Acosta,1
2017,3,Acosta,1
2017,4,Acosta,0
2017,5,Acosta,1
2017,6,Acosta,1
2017,7,Acosta,2
2017,8,Acosta,0
2017,9,Acosta,1
2017,10,Acosta,0
2017,11,Acosta,0
2017,12,Acosta,1
2018,1,Acosta,0
2018,2,Acosta,0
2018,3,Acosta,0
2018,4,Acosta,0
2018,5,Acosta,0
2018,6,Acosta,0
2018,7,Acosta,0
2018,8,Acosta,0
2018,9,Acosta,0
2018,10,Acosta,0
2018,11,Acosta,0
2018,12,Acosta,1
2019,1,Acosta,0
2019,2,Acosta,0
2019,3,Acosta,0
2019,4,Acosta,0
2019,5,Acosta,0
2019,6,Acosta,1
2019,7,Acosta,0
2019,8,Acosta,0
2019,9,Acosta,0
2019,10,Acosta,0
2019,11,Acosta,1
2019,12,Acosta,0
2020,1,Acosta,0
2020,2,Acosta,0
2020,3,Acosta,0
2020,4,Acosta,0
2020,5,Acosta,0
2020,6,Acosta,0
2020,7,Acosta,3
2020,8,Acosta,1
2020,9,Acosta,2
2020,10,Acosta,1
2020,11,Acosta,1
2020,12,Acosta,1
2021,1,Acosta,0
2021,2,Acosta,1
2021,3,Acosta,0
2021,4,Acosta,0
2021,5,Acosta,0
2021,6,Acosta,0
2021,7,Acosta,0
2021,8,Acosta,0
2021,9,Acosta,0
2021,10,Acosta,0
2021,11,Acosta,0
2021,12,Acosta,0
2000,1,Alajuela,3
2000,2,Alajuela,1
2000,3,Alajuela,0
2000,4,Alajuela,0
2000,5,Alajuela,0
2000,6,Alajuela,0
2000,7,Alajuela,2
2000,8,Alajuela,4
2000,9,Alajuela,1
2000,10,Alajuela,0
2000,11,Alajuela,0
2000,12,Alajuela,0
2001,1,Alajuela,1
2001,2,Alajuela,0
2001,3,Alajuela,0
2001,4,Alajuela,0
2001,5,Alajuela,0
2001,6,Alajuela,0
2001,7,Alajuela,3
2001,8,Alajuela,3
2001,9,Alajuela,57
2001,10,Alajuela,42
2001,11,Alajuela,8
2001,12,Alajuela,5
2002,1,Alajuela,24
2002,2,Alajuela,5
2002,3,Alajuela,5
2002,4,Alajuela,3
2002,5,Alajuela,7
2002,6,Alajuela,2
2002,7,Alajuela,11
2002,8,Alajuela,311
2002,9,Alajuela,772
2002,10,Alajuela,42
2002,11,Alajuela,5
2002,12,Alajuela,15
2003,1,Alajuela,7
2003,2,Alajuela,5
2003,3,Alajuela,3
2003,4,Alajuela,10
2003,5,Alajuela,20
2003,6,Alajuela,51
2003,7,Alajuela,83
2003,8,Alajuela,140
2003,9,Alajuela,50
2003,10,Alajuela,16
2003,11,Alajuela,43
2003,12,Alajuela,6
2004,1,Alajuela,57
2004,2,Alajuela,75
2004,3,Alajuela,77
2004,4,Alajuela,99
2004,5,Alajuela,55
2004,6,Alajuela,56
2004,7,Alajuela,125
2004,8,Alajuela,291
2004,9,Alajuela,301
2004,10,Alajuela,209
2004,11,Alajuela,145
2004,12,Alajuela,107
2005,1,Alajuela,178
2005,2,Alajuela,61
2005,3,Alajuela,39
2005,4,Alajuela,52
2005,5,Alajuela,78
2005,6,Alajuela,200
2005,7,Alajuela,426
2005,8,Alajuela,586
2005,9,Alajuela,473
2005,10,Alajuela,122
2005,11,Alajuela,65
2005,12,Alajuela,40
2006,1,Alajuela,5
2006,2,Alajuela,17
2006,3,Alajuela,7
2006,4,Alajuela,1
2006,5,Alajuela,0
2006,6,Alajuela,2
2006,7,Alajuela,1
2006,8,Alajuela,0
2006,9,Alajuela,0
2006,10,Alajuela,2
2006,11,Alajuela,14
2006,12,Alajuela,11
2007,1,Alajuela,14
2007,2,Alajuela,3
2007,3,Alajuela,6
2007,4,Alajuela,1
2007,5,Alajuela,2
2007,6,Alajuela,8
2007,7,Alajuela,12
2007,8,Alajuela,19
2007,9,Alajuela,13
2007,10,Alajuela,8
2007,11,Alajuela,8
2007,12,Alajuela,2
2008,1,Alajuela,5
2008,2,Alajuela,1
2008,3,Alajuela,0
2008,4,Alajuela,0
2008,5,Alajuela,4
2008,6,Alajuela,2
2008,7,Alajuela,3
2008,8,Alajuela,24
2008,9,Alajuela,9
2008,10,Alajuela,11
2008,11,Alajuela,42
2008,12,Alajuela,49
2009,1,Alajuela,34
2009,2,Alajuela,11
2009,3,Alajuela,3
2009,4,Alajuela,0
2009,5,Alajuela,10
2009,6,Alajuela,6
2009,7,Alajuela,44
2009,8,Alajuela,120
2009,9,Alajuela,69
2009,10,Alajuela,149
2009,11,Alajuela,118
2009,12,Alajuela,25
2010,1,Alajuela,133
2010,2,Alajuela,139
2010,3,Alajuela,192
2010,4,Alajuela,135
2010,5,Alajuela,296
2010,6,Alajuela,221
2010,7,Alajuela,694
2010,8,Alajuela,488
2010,9,Alajuela,392
2010,10,Alajuela,225
2010,11,Alajuela,105
2010,12,Alajuela,38
2011,1,Alajuela,38
2011,2,Alajuela,27
2011,3,Alajuela,16
2011,4,Alajuela,7
2011,5,Alajuela,22
2011,6,Alajuela,23
2011,7,Alajuela,65
2011,8,Alajuela,53
2011,9,Alajuela,43
2011,10,Alajuela,52
2011,11,Alajuela,53
2011,12,Alajuela,16
2012,1,Alajuela,47
2012,2,Alajuela,46
2012,3,Alajuela,24
2012,4,Alajuela,40
2012,5,Alajuela,28
2012,6,Alajuela,89
2012,7,Alajuela,220
2012,8,Alajuela,289
2012,9,Alajuela,429
2012,10,Alajuela,240
2012,11,Alajuela,174
2012,12,Alajuela,48
2013,1,Alajuela,214
2013,2,Alajuela,140
2013,3,Alajuela,104
2013,4,Alajuela,56
2013,5,Alajuela,61
2013,6,Alajuela,119
2013,7,Alajuela,195
2013,8,Alajuela,442
2013,9,Alajuela,286
2013,10,Alajuela,214
2013,11,Alajuela,186
2013,12,Alajuela,77
2014,1,Alajuela,73
2014,2,Alajuela,48
2014,3,Alajuela,40
2014,4,Alajuela,19
2014,5,Alajuela,30
2014,6,Alajuela,37
2014,7,Alajuela,70
2014,8,Alajuela,154
2014,9,Alajuela,93
2014,10,Alajuela,67
2014,11,Alajuela,81
2014,12,Alajuela,36
2015,1,Alajuela,115
2015,2,Alajuela,29
2015,3,Alajuela,10
2015,4,Alajuela,17
2015,5,Alajuela,28
2015,6,Alajuela,27
2015,7,Alajuela,37
2015,8,Alajuela,127
2015,9,Alajuela,144
2015,10,Alajuela,244
2015,11,Alajuela,562
2015,12,Alajuela,626
2016,1,Alajuela,1070
2016,2,Alajuela,555
2016,3,Alajuela,121
2016,4,Alajuela,61
2016,5,Alajuela,78
2016,6,Alajuela,90
2016,7,Alajuela,236
2016,8,Alajuela,366
2016,9,Alajuela,399
2016,10,Alajuela,498
2016,11,Alajuela,313
2016,12,Alajuela,234
2017,1,Alajuela,184
2017,2,Alajuela,49
2017,3,Alajuela,27
2017,4,Alajuela,19
2017,5,Alajuela,51
2017,6,Alajuela,73
2017,7,Alajuela,108
2017,8,Alajuela,78
2017,9,Alajuela,77
2017,10,Alajuela,77
2017,11,Alajuela,30
2017,12,Alajuela,2
2018,1,Alajuela,14
2018,2,Alajuela,21
2018,3,Alajuela,8
2018,4,Alajuela,12
2018,5,Alajuela,17
2018,6,Alajuela,28
2018,7,Alajuela,15
2018,8,Alajuela,13
2018,9,Alajuela,20
2018,10,Alajuela,15
2018,11,Alajuela,25
2018,12,Alajuela,15
2019,1,Alajuela,12
2019,2,Alajuela,15
2019,3,Alajuela,16
2019,4,Alajuela,9
2019,5,Alajuela,25
2019,6,Alajuela,56
2019,7,Alajuela,100
2019,8,Alajuela,173
2019,9,Alajuela,135
2019,10,Alajuela,186
2019,11,Alajuela,109
2019,12,Alajuela,14
2020,1,Alajuela,107
2020,2,Alajuela,131
2020,3,Alajuela,18
2020,4,Alajuela,20
2020,5,Alajuela,11
2020,6,Alajuela,30
2020,7,Alajuela,12
2020,8,Alajuela,20
2020,9,Alajuela,8
2020,10,Alajuela,7
2020,11,Alajuela,2
2020,12,Alajuela,1
2021,1,Alajuela,18
2021,2,Alajuela,23
2021,3,Alajuela,11
2021,4,Alajuela,0
2021,5,Alajuela,0
2021,6,Alajuela,0
2021,7,Alajuela,0
2021,8,Alajuela,0
2021,9,Alajuela,0
2021,10,Alajuela,0
2021,11,Alajuela,0
2021,12,Alajuela,0
2000,1,Alajuelita,0
2000,2,Alajuelita,0
2000,3,Alajuelita,0
2000,4,Alajuelita,0
2000,5,Alajuelita,0
2000,6,Alajuelita,0
2000,7,Alajuelita,1
2000,8,Alajuelita,0
2000,9,Alajuelita,0
2000,10,Alajuelita,0
2000,11,Alajuelita,0
2000,12,Alajuelita,0
2001,1,Alajuelita,0
2001,2,Alajuelita,0
2001,3,Alajuelita,0
2001,4,Alajuelita,0
2001,5,Alajuelita,0
2001,6,Alajuelita,2
2001,7,Alajuelita,0
2001,8,Alajuelita,1
2001,9,Alajuelita,0
2001,10,Alajuelita,0
2001,11,Alajuelita,0
2001,12,Alajuelita,0
2002,1,Alajuelita,0
2002,2,Alajuelita,0
2002,3,Alajuelita,0
2002,4,Alajuelita,0
2002,5,Alajuelita,0
2002,6,Alajuelita,0
2002,7,Alajuelita,0
2002,8,Alajuelita,0
2002,9,Alajuelita,11
2002,10,Alajuelita,11
2002,11,Alajuelita,3
2002,12,Alajuelita,0
2003,1,Alajuelita,0
2003,2,Alajuelita,0
2003,3,Alajuelita,0
2003,4,Alajuelita,5
2003,5,Alajuelita,2
2003,6,Alajuelita,0
2003,7,Alajuelita,0
2003,8,Alajuelita,3
2003,9,Alajuelita,2
2003,10,Alajuelita,0
2003,11,Alajuelita,5
2003,12,Alajuelita,0
2004,1,Alajuelita,0
2004,2,Alajuelita,3
2004,3,Alajuelita,0
2004,4,Alajuelita,0
2004,5,Alajuelita,2
2004,6,Alajuelita,1
2004,7,Alajuelita,0
2004,8,Alajuelita,1
2004,9,Alajuelita,1
2004,10,Alajuelita,5
2004,11,Alajuelita,3
2004,12,Alajuelita,0
2005,1,Alajuelita,0
2005,2,Alajuelita,1
2005,3,Alajuelita,1
2005,4,Alajuelita,1
2005,5,Alajuelita,0
2005,6,Alajuelita,3
2005,7,Alajuelita,11
2005,8,Alajuelita,20
2005,9,Alajuelita,29
2005,10,Alajuelita,79
2005,11,Alajuelita,22
2005,12,Alajuelita,2
2006,1,Alajuelita,4
2006,2,Alajuelita,1
2006,3,Alajuelita,4
2006,4,Alajuelita,8
2006,5,Alajuelita,5
2006,6,Alajuelita,17
2006,7,Alajuelita,18
2006,8,Alajuelita,8
2006,9,Alajuelita,3
2006,10,Alajuelita,4
2006,11,Alajuelita,10
2006,12,Alajuelita,1
2007,1,Alajuelita,3
2007,2,Alajuelita,1
2007,3,Alajuelita,2
2007,4,Alajuelita,1
2007,5,Alajuelita,3
2007,6,Alajuelita,9
2007,7,Alajuelita,6
2007,8,Alajuelita,7
2007,9,Alajuelita,10
2007,10,Alajuelita,9
2007,11,Alajuelita,3
2007,12,Alajuelita,0
2008,1,Alajuelita,2
2008,2,Alajuelita,4
2008,3,Alajuelita,3
2008,4,Alajuelita,1
2008,5,Alajuelita,4
2008,6,Alajuelita,2
2008,7,Alajuelita,4
2008,8,Alajuelita,4
2008,9,Alajuelita,5
2008,10,Alajuelita,0
2008,11,Alajuelita,0
2008,12,Alajuelita,0
2009,1,Alajuelita,0
2009,2,Alajuelita,0
2009,3,Alajuelita,2
2009,4,Alajuelita,0
2009,5,Alajuelita,1
2009,6,Alajuelita,0
2009,7,Alajuelita,0
2009,8,Alajuelita,0
2009,9,Alajuelita,1
2009,10,Alajuelita,0
2009,11,Alajuelita,1
2009,12,Alajuelita,0
2010,1,Alajuelita,6
2010,2,Alajuelita,2
2010,3,Alajuelita,1
2010,4,Alajuelita,5
2010,5,Alajuelita,8
2010,6,Alajuelita,59
2010,7,Alajuelita,104
2010,8,Alajuelita,50
2010,9,Alajuelita,60
2010,10,Alajuelita,74
2010,11,Alajuelita,31
2010,12,Alajuelita,26
2011,1,Alajuelita,1
2011,2,Alajuelita,2
2011,3,Alajuelita,2
2011,4,Alajuelita,1
2011,5,Alajuelita,0
2011,6,Alajuelita,1
2011,7,Alajuelita,1
2011,8,Alajuelita,4
2011,9,Alajuelita,2
2011,10,Alajuelita,10
2011,11,Alajuelita,21
2011,12,Alajuelita,0
2012,1,Alajuelita,1
2012,2,Alajuelita,0
2012,3,Alajuelita,1
2012,4,Alajuelita,2
2012,5,Alajuelita,0
2012,6,Alajuelita,0
2012,7,Alajuelita,3
2012,8,Alajuelita,7
2012,9,Alajuelita,5
2012,10,Alajuelita,6
2012,11,Alajuelita,8
2012,12,Alajuelita,7
2013,1,Alajuelita,6
2013,2,Alajuelita,1
2013,3,Alajuelita,3
2013,4,Alajuelita,4
2013,5,Alajuelita,4
2013,6,Alajuelita,7
2013,7,Alajuelita,9
2013,8,Alajuelita,22
2013,9,Alajuelita,14
2013,10,Alajuelita,26
2013,11,Alajuelita,32
2013,12,Alajuelita,3
2014,1,Alajuelita,6
2014,2,Alajuelita,9
2014,3,Alajuelita,6
2014,4,Alajuelita,2
2014,5,Alajuelita,0
2014,6,Alajuelita,0
2014,7,Alajuelita,0
2014,8,Alajuelita,10
2014,9,Alajuelita,0
2014,10,Alajuelita,1
2014,11,Alajuelita,2
2014,12,Alajuelita,5
2015,1,Alajuelita,4
2015,2,Alajuelita,2
2015,3,Alajuelita,1
2015,4,Alajuelita,0
2015,5,Alajuelita,0
2015,6,Alajuelita,0
2015,7,Alajuelita,2
2015,8,Alajuelita,6
2015,9,Alajuelita,4
2015,10,Alajuelita,3
2015,11,Alajuelita,4
2015,12,Alajuelita,11
2016,1,Alajuelita,10
2016,2,Alajuelita,12
2016,3,Alajuelita,3
2016,4,Alajuelita,2
2016,5,Alajuelita,3
2016,6,Alajuelita,8
2016,7,Alajuelita,10
2016,8,Alajuelita,10
2016,9,Alajuelita,6
2016,10,Alajuelita,17
2016,11,Alajuelita,6
2016,12,Alajuelita,10
2017,1,Alajuelita,2
2017,2,Alajuelita,0
2017,3,Alajuelita,0
2017,4,Alajuelita,0
2017,5,Alajuelita,0
2017,6,Alajuelita,1
2017,7,Alajuelita,0
2017,8,Alajuelita,0
2017,9,Alajuelita,1
2017,10,Alajuelita,1
2017,11,Alajuelita,0
2017,12,Alajuelita,1
2018,1,Alajuelita,0
2018,2,Alajuelita,1
2018,3,Alajuelita,0
2018,4,Alajuelita,0
2018,5,Alajuelita,0
2018,6,Alajuelita,0
2018,7,Alajuelita,0
2018,8,Alajuelita,6
2018,9,Alajuelita,4
2018,10,Alajuelita,0
2018,11,Alajuelita,1
2018,12,Alajuelita,2
2019,1,Alajuelita,0
2019,2,Alajuelita,0
2019,3,Alajuelita,0
2019,4,Alajuelita,1
2019,5,Alajuelita,1
2019,6,Alajuelita,6
2019,7,Alajuelita,0
2019,8,Alajuelita,3
2019,9,Alajuelita,3
2019,10,Alajuelita,10
2019,11,Alajuelita,8
2019,12,Alajuelita,3
2020,1,Alajuelita,8
2020,2,Alajuelita,9
2020,3,Alajuelita,4
2020,4,Alajuelita,1
2020,5,Alajuelita,17
2020,6,Alajuelita,0
2020,7,Alajuelita,0
2020,8,Alajuelita,0
2020,9,Alajuelita,0
2020,10,Alajuelita,0
2020,11,Alajuelita,0
2020,12,Alajuelita,0
2021,1,Alajuelita,4
2021,2,Alajuelita,6
2021,3,Alajuelita,3
2021,4,Alajuelita,1
2021,5,Alajuelita,0
2021,6,Alajuelita,0
2021,7,Alajuelita,0
2021,8,Alajuelita,0
2021,9,Alajuelita,0
2021,10,Alajuelita,0
2021,11,Alajuelita,0
2021,12,Alajuelita,0
2000,1,Alfaro Ruiz,0
2000,2,Alfaro Ruiz,0
2000,3,Alfaro Ruiz,0
2000,4,Alfaro Ruiz,0
2000,5,Alfaro Ruiz,0
2000,6,Alfaro Ruiz,0
2000,7,Alfaro Ruiz,0
2000,8,Alfaro Ruiz,0
2000,9,Alfaro Ruiz,0
2000,10,Alfaro Ruiz,0
2000,11,Alfaro Ruiz,0
2000,12,Alfaro Ruiz,0
2001,1,Alfaro Ruiz,0
2001,2,Alfaro Ruiz,0
2001,3,Alfaro Ruiz,0
2001,4,Alfaro Ruiz,0
2001,5,Alfaro Ruiz,0
2001,6,Alfaro Ruiz,0
2001,7,Alfaro Ruiz,0
2001,8,Alfaro Ruiz,0
2001,9,Alfaro Ruiz,0
2001,10,Alfaro Ruiz,0
2001,11,Alfaro Ruiz,0
2001,12,Alfaro Ruiz,0
2002,1,Alfaro Ruiz,0
2002,2,Alfaro Ruiz,0
2002,3,Alfaro Ruiz,0
2002,4,Alfaro Ruiz,0
