Year,Month,Canton,Cases
2007,5,Talamanca,22
2007,6,Talamanca,38
2007,7,Talamanca,46
2007,8,Talamanca,44
2007,9,Talamanca,73
2007,10,Talamanca,35
2007,11,Talamanca,15
2007,12,Talamanca,0
2008,1,Talamanca,5
2008,2,Talamanca,2
2008,3,Talamanca,1
2008,4,Talamanca,0
2008,5,Talamanca,3
2008,6,Talamanca,0
2008,7,Talamanca,4
2008,8,Talamanca,1
2008,9,Talamanca,1
2008,10,Talamanca,0
2008,11,Talamanca,9
2008,12,Talamanca,3
2009,1,Talamanca,0
2009,2,Talamanca,1
2009,3,Talamanca,0
2009,4,Talamanca,0
2009,5,Talamanca,1
2009,6,Talamanca,0
2009,7,Talamanca,0
2009,8,Talamanca,0
2009,9,Talamanca,0
2009,10,Talamanca,0
2009,11,Talamanca,6
2009,12,Talamanca,8
2010,1,Talamanca,1
2010,2,Talamanca,4
2010,3,Talamanca,4
2010,4,Talamanca,1
2010,5,Talamanca,1
2010,6,Talamanca,1
2010,7,Talamanca,3
2010,8,Talamanca,13
2010,9,Talamanca,33
2010,10,Talamanca,51
2010,11,Talamanca,51
2010,12,Talamanca,31
2011,1,Talamanca,33
2011,2,Talamanca,35
2011,3,Talamanca,20
2011,4,Talamanca,57
2011,5,Talamanca,32
2011,6,Talamanca,43
2011,7,Talamanca,58
2011,8,Talamanca,92
2011,9,Talamanca,182
2011,10,Talamanca,139
2011,11,Talamanca,49
2011,12,Talamanca,31
2012,1,Talamanca,11
2012,2,Talamanca,3
2012,3,Talamanca,1
2012,4,Talamanca,0
2012,5,Talamanca,16
2012,6,Talamanca,20
2012,7,Talamanca,61
2012,8,Talamanca,154
2012,9,Talamanca,118
2012,10,Talamanca,42
2012,11,Talamanca,46
2012,12,Talamanca,21
2013,1,Talamanca,13
2013,2,Talamanca,6
2013,3,Talamanca,11
2013,4,Talamanca,19
2013,5,Talamanca,17
2013,6,Talamanca,36
2013,7,Talamanca,61
2013,8,Talamanca,37
2013,9,Talamanca,17
2013,10,Talamanca,35
2013,11,Talamanca,20
2013,12,Talamanca,19
2014,1,Talamanca,17
2014,2,Talamanca,11
2014,3,Talamanca,9
2014,4,Talamanca,12
2014,5,Talamanca,18
2014,6,Talamanca,46
2014,7,Talamanca,35
2014,8,Talamanca,22
2014,9,Talamanca,7
2014,10,Talamanca,7
2014,11,Talamanca,12
2014,12,Talamanca,5
2015,1,Talamanca,3
2015,2,Talamanca,0
2015,3,Talamanca,0
2015,4,Talamanca,1
2015,5,Talamanca,1
2015,6,Talamanca,4
2015,7,Talamanca,6
2015,8,Talamanca,5
2015,9,Talamanca,4
2015,10,Talamanca,3
2015,11,Talamanca,0
2015,12,Talamanca,3
2016,1,Talamanca,2
2016,2,Talamanca,1
2016,3,Talamanca,1
2016,4,Talamanca,1
2016,5,Talamanca,0
2016,6,Talamanca,1
2016,7,Talamanca,4
2016,8,Talamanca,7
2016,9,Talamanca,3
2016,10,Talamanca,4
2016,11,Talamanca,2
2016,12,Talamanca,1
2017,1,Talamanca,3
2017,2,Talamanca,2
2017,3,Talamanca,2
2017,4,Talamanca,2
2017,5,Talamanca,0
2017,6,Talamanca,3
2017,7,Talamanca,5
2017,8,Talamanca,3
2017,9,Talamanca,3
2017,10,Talamanca,3
2017,11,Talamanca,1
2017,12,Talamanca,2
2018,1,Talamanca,4
2018,2,Talamanca,5
2018,3,Talamanca,2
2018,4,Talamanca,7
2018,5,Talamanca,9
2018,6,Talamanca,19
2018,7,Talamanca,9
2018,8,Talamanca,11
2018,9,Talamanca,16
2018,10,Talamanca,4
2018,11,Talamanca,4
2018,12,Talamanca,4
2019,1,Talamanca,4
2019,2,Talamanca,6
2019,3,Talamanca,7
2019,4,Talamanca,3
2019,5,Talamanca,8
2019,6,Talamanca,5
2019,7,Talamanca,2
2019,8,Talamanca,22
2019,9,Talamanca,4
2019,10,Talamanca,7
2019,11,Talamanca,13
2019,12,Talamanca,10
2020,1,Talamanca,12
2020,2,Talamanca,31
2020,3,Talamanca,22
2020,4,Talamanca,16
2020,5,Talamanca,73
2020,6,Talamanca,150
2020,7,Talamanca,249
2020,8,Talamanca,251
2020,9,Talamanca,132
2020,10,Talamanca,71
2020,11,Talamanca,47
2020,12,Talamanca,25
2021,1,Talamanca,41
2021,2,Talamanca,48
2021,3,Talamanca,47
2021,4,Talamanca,29
2021,5,Talamanca,6
2021,6,Talamanca,0
2021,7,Talamanca,0
2021,8,Talamanca,0
2021,9,Talamanca,0
2021,10,Talamanca,0
2021,11,Talamanca,0
2021,12,Talamanca,0
2000,1,Tarrazú,0
2000,2,Tarrazú,0
2000,3,Tarrazú,0
2000,4,Tarrazú,0
2000,5,Tarrazú,0
2000,6,Tarrazú,0
2000,7,Tarrazú,0
2000,8,Tarrazú,0
2000,9,Tarrazú,0
2000,10,Tarrazú,0
2000,11,Tarrazú,0
2000,12,Tarrazú,0
2001,1,Tarrazú,0
2001,2,Tarrazú,0
2001,3,Tarrazú,0
2001,4,Tarrazú,0
2001,5,Tarrazú,0
2001,6,Tarrazú,0
2001,7,Tarrazú,0
2001,8,Tarrazú,0
2001,9,Tarrazú,0
2001,10,Tarrazú,0
2001,11,Tarrazú,0
2001,12,Tarrazú,0
2002,1,Tarrazú,0
2002,2,Tarrazú,0
2002,3,Tarrazú,0
2002,4,Tarrazú,0
2002,5,Tarrazú,0
2002,6,Tarrazú,0
2002,7,Tarrazú,0
2002,8,Tarrazú,0
2002,9,Tarrazú,0
2002,10,Tarrazú,0
2002,11,Tarrazú,0
2002,12,Tarrazú,0
2003,1,Tarrazú,0
2003,2,Tarrazú,0
2003,3,Tarrazú,0
2003,4,Tarrazú,0
2003,5,Tarrazú,0
2003,6,Tarrazú,0
2003,7,Tarrazú,0
2003,8,Tarrazú,0
2003,9,Tarrazú,0
2003,10,Tarrazú,0
2003,11,Tarrazú,0
2003,12,Tarrazú,0
2004,1,Tarrazú,0
2004,2,Tarrazú,0
2004,3,Tarrazú,0
2004,4,Tarrazú,0
2004,5,Tarrazú,0
2004,6,Tarrazú,0
2004,7,Tarrazú,0
2004,8,Tarrazú,0
2004,9,Tarrazú,0
2004,10,Tarrazú,0
2004,11,Tarrazú,0
2004,12,Tarrazú,0
2005,1,Tarrazú,0
2005,2,Tarrazú,0
2005,3,Tarrazú,0
2005,4,Tarrazú,0
2005,5,Tarrazú,0
2005,6,Tarrazú,0
2005,7,Tarrazú,0
2005,8,Tarrazú,0
2005,9,Tarrazú,0
2005,10,Tarrazú,0
2005,11,Tarrazú,0
2005,12,Tarrazú,0
2006,1,Tarrazú,0
2006,2,Tarrazú,0
2006,3,Tarrazú,0
2006,4,Tarrazú,0
2006,5,Tarrazú,0
2006,6,Tarrazú,0
2006,7,Tarrazú,0
2006,8,Tarrazú,0
2006,9,Tarrazú,0
2006,10,Tarrazú,0
2006,11,Tarrazú,0
2006,12,Tarrazú,0
2007,1,Tarrazú,0
2007,2,Tarrazú,0
2007,3,Tarrazú,0
2007,4,Tarrazú,0
2007,5,Tarrazú,0
2007,6,Tarrazú,0
2007,7,Tarrazú,0
2007,8,Tarrazú,0
2007,9,Tarrazú,0
2007,10,Tarrazú,0
2007,11,Tarrazú,0
2007,12,Tarrazú,0
2008,1,Tarrazú,0
2008,2,Tarrazú,0
2008,3,Tarrazú,0
2008,4,Tarrazú,0
2008,5,Tarrazú,0
2008,6,Tarrazú,0
2008,7,Tarrazú,0
2008,8,Tarrazú,0
2008,9,Tarrazú,0
2008,10,Tarrazú,0
2008,11,Tarrazú,0
2008,12,Tarrazú,0
2009,1,Tarrazú,0
2009,2,Tarrazú,0
2009,3,Tarrazú,0
2009,4,Tarrazú,0
2009,5,Tarrazú,0
2009,6,Tarrazú,0
2009,7,Tarrazú,0
2009,8,Tarrazú,0
2009,9,Tarrazú,0
2009,10,Tarrazú,0
2009,11,Tarrazú,0
2009,12,Tarrazú,0
2010,1,Tarrazú,0
2010,2,Tarrazú,0
2010,3,Tarrazú,0
2010,4,Tarrazú,0
2010,5,Tarrazú,0
2010,6,Tarrazú,0
2010,7,Tarrazú,0
2010,8,Tarrazú,0
2010,9,Tarrazú,0
2010,10,Tarrazú,0
2010,11,Tarrazú,0
2010,12,Tarrazú,0
2011,1,Tarrazú,0
2011,2,Tarrazú,0
2011,3,Tarrazú,0
2011,4,Tarrazú,0
2011,5,Tarrazú,0
2011,6,Tarrazú,0
2011,7,Tarrazú,0
2011,8,Tarrazú,0
2011,9,Tarrazú,0
2011,10,Tarrazú,0
2011,11,Tarrazú,0
2011,12,Tarrazú,0
2012,1,Tarrazú,0
2012,2,Tarrazú,0
2012,3,Tarrazú,0
2012,4,Tarrazú,0
2012,5,Tarrazú,0
2012,6,Tarrazú,0
2012,7,Tarrazú,0
2012,8,Tarrazú,0
2012,9,Tarrazú,0
2012,10,Tarrazú,0
2012,11,Tarrazú,0
2012,12,Tarrazú,0
2013,1,Tarrazú,0
2013,2,Tarrazú,0
2013,3,Tarrazú,0
2013,4,Tarrazú,0
2013,5,Tarrazú,0
2013,6,Tarrazú,0
2013,7,Tarrazú,0
2013,8,Tarrazú,0
2013,9,Tarrazú,0
2013,10,Tarrazú,0
2013,11,Tarrazú,0
2013,12,Tarrazú,0
2014,1,Tarrazú,0
2014,2,Tarrazú,0
2014,3,Tarrazú,0
2014,4,Tarrazú,0
2014,5,Tarrazú,0
2014,6,Tarrazú,0
2014,7,Tarrazú,0
2014,8,Tarrazú,0
2014,9,Tarrazú,0
2014,10,Tarrazú,0
2014,11,Tarrazú,0
2014,12,Tarrazú,0
2015,1,Tarrazú,0
2015,2,Tarrazú,0
2015,3,Tarrazú,0
2015,4,Tarrazú,0
2015,5,Tarrazú,0
2015,6,Tarrazú,0
2015,7,Tarrazú,0
2015,8,Tarrazú,0
2015,9,Tarrazú,0
2015,10,Tarrazú,0
2015,11,Tarrazú,0
2015,12,Tarrazú,0
2016,1,Tarrazú,0
2016,2,Tarrazú,0
2016,3,Tarrazú,0
2016,4,Tarrazú,0
2016,5,Tarrazú,0
2016,6,Tarrazú,0
2016,7,Tarrazú,0
2016,8,Tarrazú,0
2016,9,Tarrazú,0
2016,10,Tarrazú,0
2016,11,Tarrazú,0
2016,12,Tarrazú,0
2017,1,Tarrazú,0
2017,2,Tarrazú,0
2017,3,Tarrazú,0
2017,4,Tarrazú,0
2017,5,Tarrazú,0
2017,6,Tarrazú,0
2017,7,Tarrazú,0
2017,8,Tarrazú,0
2017,9,Tarrazú,0
2017,10,Tarrazú,0
2017,11,Tarrazú,0
2017,12,Tarrazú,0
2018,1,Tarrazú,0
2018,2,Tarrazú,0
2018,3,Tarrazú,0
2018,4,Tarrazú,0
2018,5,Tarrazú,0
2018,6,Tarrazú,0
2018,7,Tarrazú,0
2018,8,Tarrazú,0
2018,9,Tarrazú,0
2018,10,Tarrazú,0
2018,11,Tarrazú,0
2018,12,Tarrazú,0
2019,1,Tarrazú,0
2019,2,Tarrazú,0
2019,3,Tarrazú,0
2019,4,Tarrazú,0
2019,5,Tarrazú,0
2019,6,Tarrazú,0
2019,7,Tarrazú,0
2019,8,Tarrazú,0
2019,9,Tarrazú,0
2019,10,Tarrazú,0
2019,11,Tarrazú,0
2019,12,Tarrazú,0
2020,1,Tarrazú,0
2020,2,Tarrazú,0
2020,3,Tarrazú,0
2020,4,Tarrazú,0
2020,5,Tarrazú,0
2020,6,Tarrazú,2
2020,7,Tarrazú,2
2020,8,Tarrazú,1
2020,9,Tarrazú,0
2020,10,Tarrazú,0
2020,11,Tarrazú,0
2020,12,Tarrazú,0
2021,1,Tarrazú,0
2021,2,Tarrazú,0
2021,3,Tarrazú,0
2021,4,Tarrazú,0
2021,5,Tarrazú,0
2021,6,Tarrazú,0
2021,7,Tarrazú,0
2021,8,Tarrazú,0
2021,9,Tarrazú,0
2021,10,Tarrazú,0
2021,11,Tarrazú,0
2021,12,Tarrazú,0
2000,1,Tibas,2
2000,2,Tibas,0
2000,3,Tibas,0
2000,4,Tibas,0
2000,5,Tibas,0
2000,6,Tibas,0
2000,7,Tibas,0
2000,8,Tibas,1
2000,9,Tibas,0
2000,10,Tibas,1
2000,11,Tibas,0
2000,12,Tibas,0
2001,1,Tibas,2
2001,2,Tibas,3
2001,3,Tibas,0
2001,4,Tibas,0
2001,5,Tibas,3
2001,6,Tibas,1
2001,7,Tibas,0
2001,8,Tibas,1
2001,9,Tibas,1
2001,10,Tibas,2
2001,11,Tibas,0
2001,12,Tibas,0
2002,1,Tibas,3
2002,2,Tibas,1
2002,3,Tibas,0
2002,4,Tibas,0
2002,5,Tibas,1
2002,6,Tibas,0
2002,7,Tibas,0
2002,8,Tibas,3
2002,9,Tibas,21
2002,10,Tibas,23
2002,11,Tibas,2
2002,12,Tibas,1
2003,1,Tibas,0
2003,2,Tibas,1
2003,3,Tibas,0
2003,4,Tibas,0
2003,5,Tibas,0
2003,6,Tibas,1
2003,7,Tibas,0
2003,8,Tibas,5
2003,9,Tibas,4
2003,10,Tibas,7
2003,11,Tibas,11
2003,12,Tibas,1
2004,1,Tibas,1
2004,2,Tibas,0
2004,3,Tibas,0
2004,4,Tibas,2
2004,5,Tibas,0
2004,6,Tibas,0
2004,7,Tibas,2
2004,8,Tibas,0
2004,9,Tibas,0
2004,10,Tibas,2
2004,11,Tibas,3
2004,12,Tibas,0
2005,1,Tibas,2
2005,2,Tibas,1
2005,3,Tibas,0
2005,4,Tibas,0
2005,5,Tibas,0
2005,6,Tibas,3
2005,7,Tibas,6
2005,8,Tibas,13
2005,9,Tibas,34
2005,10,Tibas,47
2005,11,Tibas,12
2005,12,Tibas,8
2006,1,Tibas,2
2006,2,Tibas,0
2006,3,Tibas,11
2006,4,Tibas,2
2006,5,Tibas,6
2006,6,Tibas,23
2006,7,Tibas,24
2006,8,Tibas,7
2006,9,Tibas,8
2006,10,Tibas,8
2006,11,Tibas,5
2006,12,Tibas,2
2007,1,Tibas,14
2007,2,Tibas,8
2007,3,Tibas,7
2007,4,Tibas,8
2007,5,Tibas,2
2007,6,Tibas,13
2007,7,Tibas,22
2007,8,Tibas,16
2007,9,Tibas,27
2007,10,Tibas,35
2007,11,Tibas,34
2007,12,Tibas,18
2008,1,Tibas,3
2008,2,Tibas,7
2008,3,Tibas,6
2008,4,Tibas,6
2008,5,Tibas,6
2008,6,Tibas,2
2008,7,Tibas,2
2008,8,Tibas,2
2008,9,Tibas,4
2008,10,Tibas,3
2008,11,Tibas,2
2008,12,Tibas,0
2009,1,Tibas,3
2009,2,Tibas,1
2009,3,Tibas,0
2009,4,Tibas,2
2009,5,Tibas,0
2009,6,Tibas,0
2009,7,Tibas,0
2009,8,Tibas,0
2009,9,Tibas,0
2009,10,Tibas,1
2009,11,Tibas,0
2009,12,Tibas,0
2010,1,Tibas,2
2010,2,Tibas,0
2010,3,Tibas,1
2010,4,Tibas,4
2010,5,Tibas,5
2010,6,Tibas,3
2010,7,Tibas,15
2010,8,Tibas,7
2010,9,Tibas,13
2010,10,Tibas,17
2010,11,Tibas,16
2010,12,Tibas,4
2011,1,Tibas,0
2011,2,Tibas,0
2011,3,Tibas,0
2011,4,Tibas,0
2011,5,Tibas,1
2011,6,Tibas,1
2011,7,Tibas,2
2011,8,Tibas,6
2011,9,Tibas,4
2011,10,Tibas,5
2011,11,Tibas,0
2011,12,Tibas,3
2012,1,Tibas,1
2012,2,Tibas,4
2012,3,Tibas,2
2012,4,Tibas,3
2012,5,Tibas,1
2012,6,Tibas,5
2012,7,Tibas,2
2012,8,Tibas,8
2012,9,Tibas,10
2012,10,Tibas,10
2012,11,Tibas,4
2012,12,Tibas,2
2013,1,Tibas,9
2013,2,Tibas,1
2013,3,Tibas,1
2013,4,Tibas,2
2013,5,Tibas,8
2013,6,Tibas,16
2013,7,Tibas,20
2013,8,Tibas,50
2013,9,Tibas,35
2013,10,Tibas,14
2013,11,Tibas,21
2013,12,Tibas,5
2014,1,Tibas,5
2014,2,Tibas,2
2014,3,Tibas,1
2014,4,Tibas,0
2014,5,Tibas,0
2014,6,Tibas,1
2014,7,Tibas,2
2014,8,Tibas,7
2014,9,Tibas,1
2014,10,Tibas,1
2014,11,Tibas,4
2014,12,Tibas,0
2015,1,Tibas,0
2015,2,Tibas,0
2015,3,Tibas,0
2015,4,Tibas,2
2015,5,Tibas,2
2015,6,Tibas,1
2015,7,Tibas,1
2015,8,Tibas,3
2015,9,Tibas,5
2015,10,Tibas,11
2015,11,Tibas,5
2015,12,Tibas,5
2016,1,Tibas,6
2016,2,Tibas,5
2016,3,Tibas,4
2016,4,Tibas,2
2016,5,Tibas,1
2016,6,Tibas,1
2016,7,Tibas,2
2016,8,Tibas,11
2016,9,Tibas,7
2016,10,Tibas,4
2016,11,Tibas,8
2016,12,Tibas,8
2017,1,Tibas,4
2017,2,Tibas,2
2017,3,Tibas,0
2017,4,Tibas,1
2017,5,Tibas,1
2017,6,Tibas,1
2017,7,Tibas,1
2017,8,Tibas,2
2017,9,Tibas,1
2017,10,Tibas,0
2017,11,Tibas,1
2017,12,Tibas,3
2018,1,Tibas,0
2018,2,Tibas,1
2018,3,Tibas,0
2018,4,Tibas,0
2018,5,Tibas,0
2018,6,Tibas,1
2018,7,Tibas,0
2018,8,Tibas,1
2018,9,Tibas,0
2018,10,Tibas,1
2018,11,Tibas,2
2018,12,Tibas,0
2019,1,Tibas,1
2019,2,Tibas,0
2019,3,Tibas,0
2019,4,Tibas,0
2019,5,Tibas,1
2019,6,Tibas,0
2019,7,Tibas,2
2019,8,Tibas,1
2019,9,Tibas,4
2019,10,Tibas,3
2019,11,Tibas,2
2019,12,Tibas,2
2020,1,Tibas,3
2020,2,Tibas,4
2020,3,Tibas,3
2020,4,Tibas,0
2020,5,Tibas,2
2020,6,Tibas,0
2020,7,Tibas,0
2020,8,Tibas,0
2020,9,Tibas,2
2020,10,Tibas,6
2020,11,Tibas,1
2020,12,Tibas,0
2021,1,Tibas,2
2021,2,Tibas,0
2021,3,Tibas,0
2021,4,Tibas,0
2021,5,Tibas,0
2021,6,Tibas,0
2021,7,Tibas,0
2021,8,Tibas,0
2021,9,Tibas,0
2021,10,Tibas,0
2021,11,Tibas,0
2021,12,Tibas,0
2000,1,Tilaran,0
2000,2,Tilaran,0
2000,3,Tilaran,0
2000,4,Tilaran,0
2000,5,Tilaran,0
2000,6,Tilaran,0
2000,7,Tilaran,2
2000,8,Tilaran,1
2000,9,Tilaran,0
2000,10,Tilaran,0
2000,11,Tilaran,0
2000,12,Tilaran,2
2001,1,Tilaran,2
2001,2,Tilaran,1
2001,3,Tilaran,2
2001,4,Tilaran,0
2001,5,Tilaran,0
2001,6,Tilaran,0
2001,7,Tilaran,0
2001,8,Tilaran,4
2001,9,Tilaran,0
2001,10,Tilaran,0
2001,11,Tilaran,0
2001,12,Tilaran,1
2002,1,Tilaran,0
2002,2,Tilaran,1
2002,3,Tilaran,0
2002,4,Tilaran,0
2002,5,Tilaran,0
2002,6,Tilaran,0
2002,7,Tilaran,1
2002,8,Tilaran,17
2002,9,Tilaran,12
2002,10,Tilaran,1
2002,11,Tilaran,4
2002,12,Tilaran,2
2003,1,Tilaran,2
2003,2,Tilaran,0
2003,3,Tilaran,0
2003,4,Tilaran,0
2003,5,Tilaran,1
2003,6,Tilaran,2
2003,7,Tilaran,2
2003,8,Tilaran,7
2003,9,Tilaran,9
2003,10,Tilaran,38
2003,11,Tilaran,50
2003,12,Tilaran,9
2004,1,Tilaran,0
2004,2,Tilaran,0
2004,3,Tilaran,0
2004,4,Tilaran,0
2004,5,Tilaran,3
2004,6,Tilaran,0
2004,7,Tilaran,4
2004,8,Tilaran,1
2004,9,Tilaran,0
2004,10,Tilaran,1
2004,11,Tilaran,9
2004,12,Tilaran,2
2005,1,Tilaran,1
2005,2,Tilaran,1
2005,3,Tilaran,1
2005,4,Tilaran,0
2005,5,Tilaran,1
2005,6,Tilaran,0
2005,7,Tilaran,4
2005,8,Tilaran,12
2005,9,Tilaran,12
2005,10,Tilaran,22
2005,11,Tilaran,4
2005,12,Tilaran,5
2006,1,Tilaran,0
2006,2,Tilaran,1
2006,3,Tilaran,0
2006,4,Tilaran,5
2006,5,Tilaran,6
2006,6,Tilaran,4
2006,7,Tilaran,18
2006,8,Tilaran,0
2006,9,Tilaran,2
2006,10,Tilaran,1
2006,11,Tilaran,1
2006,12,Tilaran,3
2007,1,Tilaran,2
2007,2,Tilaran,3
2007,3,Tilaran,6
2007,4,Tilaran,0
2007,5,Tilaran,3
2007,6,Tilaran,4
2007,7,Tilaran,12
2007,8,Tilaran,10
2007,9,Tilaran,25
2007,10,Tilaran,17
2007,11,Tilaran,4
2007,12,Tilaran,6
2008,1,Tilaran,4
2008,2,Tilaran,1
2008,3,Tilaran,2
2008,4,Tilaran,0
2008,5,Tilaran,0
2008,6,Tilaran,2
2008,7,Tilaran,4
2008,8,Tilaran,2
2008,9,Tilaran,8
2008,10,Tilaran,1
2008,11,Tilaran,7
2008,12,Tilaran,2
2009,1,Tilaran,0
2009,2,Tilaran,0
2009,3,Tilaran,0
2009,4,Tilaran,0
2009,5,Tilaran,0
2009,6,Tilaran,1
2009,7,Tilaran,5
2009,8,Tilaran,3
2009,9,Tilaran,2
2009,10,Tilaran,4
2009,11,Tilaran,10
2009,12,Tilaran,7
2010,1,Tilaran,2
2010,2,Tilaran,13
2010,3,Tilaran,9
2010,4,Tilaran,2
2010,5,Tilaran,4
2010,6,Tilaran,25
2010,7,Tilaran,28
2010,8,Tilaran,21
2010,9,Tilaran,28
2010,10,Tilaran,9
2010,11,Tilaran,4
2010,12,Tilaran,3
2011,1,Tilaran,1
2011,2,Tilaran,1
2011,3,Tilaran,2
2011,4,Tilaran,0
2011,5,Tilaran,1
2011,6,Tilaran,2
2011,7,Tilaran,0
2011,8,Tilaran,2
2011,9,Tilaran,1
2011,10,Tilaran,3
2011,11,Tilaran,2
2011,12,Tilaran,0
2012,1,Tilaran,1
2012,2,Tilaran,0
2012,3,Tilaran,0
2012,4,Tilaran,0
2012,5,Tilaran,0
2012,6,Tilaran,6
2012,7,Tilaran,0
2012,8,Tilaran,2
2012,9,Tilaran,5
2012,10,Tilaran,0
2012,11,Tilaran,0
2012,12,Tilaran,0
2013,1,Tilaran,4
2013,2,Tilaran,2
2013,3,Tilaran,0
2013,4,Tilaran,0
2013,5,Tilaran,1
2013,6,Tilaran,5
2013,7,Tilaran,17
2013,8,Tilaran,55
2013,9,Tilaran,67
2013,10,Tilaran,54
2013,11,Tilaran,45
2013,12,Tilaran,8
2014,1,Tilaran,2
2014,2,Tilaran,0
2014,3,Tilaran,1
2014,4,Tilaran,2
2014,5,Tilaran,1
2014,6,Tilaran,2
2014,7,Tilaran,2
2014,8,Tilaran,2
2014,9,Tilaran,5
2014,10,Tilaran,6
2014,11,Tilaran,1
2014,12,Tilaran,0
2015,1,Tilaran,1
2015,2,Tilaran,0
2015,3,Tilaran,0
2015,4,Tilaran,0
2015,5,Tilaran,0
2015,6,Tilaran,0
2015,7,Tilaran,1
2015,8,Tilaran,0
2015,9,Tilaran,1
2015,10,Tilaran,1
2015,11,Tilaran,4
2015,12,Tilaran,4
2016,1,Tilaran,3
2016,2,Tilaran,4
2016,3,Tilaran,2
2016,4,Tilaran,1
2016,5,Tilaran,0
2016,6,Tilaran,0
2016,7,Tilaran,1
2016,8,Tilaran,2
2016,9,Tilaran,1
2016,10,Tilaran,6
2016,11,Tilaran,0
2016,12,Tilaran,0
2017,1,Tilaran,1
2017,2,Tilaran,0
2017,3,Tilaran,1
2017,4,Tilaran,0
2017,5,Tilaran,0
2017,6,Tilaran,1
2017,7,Tilaran,1
2017,8,Tilaran,0
2017,9,Tilaran,1
2017,10,Tilaran,0
2017,11,Tilaran,0
2017,12,Tilaran,0
2018,1,Tilaran,1
2018,2,Tilaran,0
2018,3,Tilaran,0
2018,4,Tilaran,0
2018,5,Tilaran,0
2018,6,Tilaran,1
2018,7,Tilaran,0
2018,8,Tilaran,1
2018,9,Tilaran,0
2018,10,Tilaran,0
2018,11,Tilaran,2
2018,12,Tilaran,0
2019,1,Tilaran,0
2019,2,Tilaran,1
2019,3,Tilaran,0
2019,4,Tilaran,1
2019,5,Tilaran,1
2019,6,Tilaran,2
2019,7,Tilaran,1
2019,8,Tilaran,1
2019,9,Tilaran,3
2019,10,Tilaran,1
2019,11,Tilaran,0
2019,12,Tilaran,2
2020,1,Tilaran,3
2020,2,Tilaran,1
2020,3,Tilaran,0
2020,4,Tilaran,0
2020,5,Tilaran,0
2020,6,Tilaran,2
2020,7,Tilaran,1
2020,8,Tilaran,2
2020,9,Tilaran,2
2020,10,Tilaran,0
2020,11,Tilaran,0
2020,12,Tilaran,0
2021,1,Tilaran,3
2021,2,Tilaran,0
2021,3,Tilaran,1
2021,4,Tilaran,0
2021,5,Tilaran,0
2021,6,Tilaran,0
2021,7,Tilaran,0
2021,8,Tilaran,0
2021,9,Tilaran,0
2021,10,Tilaran,0
2021,11,Tilaran,0
2021,12,Tilaran,0
2000,1,Turrialba,0
2000,2,Turrialba,0
2000,3,Turrialba,0
2000,4,Turrialba,0
2000,5,Turrialba,0
2000,6,Turrialba,0
2000,7,Turrialba,0
2000,8,Turrialba,0
2000,9,Turrialba,0
2000,10,Turrialba,0
2000,11,Turrialba,0
2000,12,Turrialba,0
2001,1,Turrialba,4
2001,2,Turrialba,2
2001,3,Turrialba,0
2001,4,Turrialba,1
2001,5,Turrialba,0
2001,6,Turrialba,11
2001,7,Turrialba,0
2001,8,Turrialba,3
2001,9,Turrialba,36
2001,10,Turrialba,31
2001,11,Turrialba,8
2001,12,Turrialba,5
2002,1,Turrialba,1
2002,2,Turrialba,8
2002,3,Turrialba,1
2002,4,Turrialba,2
2002,5,Turrialba,4
2002,6,Turrialba,1
2002,7,Turrialba,3
2002,8,Turrialba,12
2002,9,Turrialba,0
2002,10,Turrialba,0
2002,11,Turrialba,0
2002,12,Turrialba,0
2003,1,Turrialba,0
2003,2,Turrialba,4
2003,3,Turrialba,1
2003,4,Turrialba,3
2003,5,Turrialba,3
2003,6,Turrialba,14
2003,7,Turrialba,8
2003,8,Turrialba,7
2003,9,Turrialba,4
2003,10,Turrialba,3
2003,11,Turrialba,2
2003,12,Turrialba,0
2004,1,Turrialba,0
2004,2,Turrialba,0
2004,3,Turrialba,0
2004,4,Turrialba,0
2004,5,Turrialba,0
2004,6,Turrialba,2
2004,7,Turrialba,1
2004,8,Turrialba,0
2004,9,Turrialba,0
2004,10,Turrialba,0
2004,11,Turrialba,0
2004,12,Turrialba,0
2005,1,Turrialba,1
2005,2,Turrialba,0
2005,3,Turrialba,0
2005,4,Turrialba,1
2005,5,Turrialba,3
2005,6,Turrialba,3
2005,7,Turrialba,19
2005,8,Turrialba,85
2005,9,Turrialba,278
2005,10,Turrialba,216
2005,11,Turrialba,35
2005,12,Turrialba,31
2006,1,Turrialba,23
2006,2,Turrialba,8
2006,3,Turrialba,12
2006,4,Turrialba,6
2006,5,Turrialba,2
2006,6,Turrialba,5
2006,7,Turrialba,36
2006,8,Turrialba,14
2006,9,Turrialba,31
2006,10,Turrialba,6
2006,11,Turrialba,0
2006,12,Turrialba,5
2007,1,Turrialba,7
2007,2,Turrialba,8
2007,3,Turrialba,9
2007,4,Turrialba,0
2007,5,Turrialba,1
2007,6,Turrialba,12
2007,7,Turrialba,60
2007,8,Turrialba,35
2007,9,Turrialba,59
2007,10,Turrialba,50
2007,11,Turrialba,26
2007,12,Turrialba,33
2008,1,Turrialba,8
2008,2,Turrialba,11
2008,3,Turrialba,6
2008,4,Turrialba,8
2008,5,Turrialba,21
2008,6,Turrialba,21
2008,7,Turrialba,11
2008,8,Turrialba,16
2008,9,Turrialba,15
2008,10,Turrialba,11
2008,11,Turrialba,25
