"","Year","Month","Canton","Cases"
"1901",2008,8,"Esparza",64
"1902",2008,9,"Esparza",19
"1903",2008,10,"Esparza",19
"1904",2008,11,"Esparza",57
"1905",2008,12,"Esparza",10
"1906",2009,1,"Esparza",7
"1907",2009,2,"Esparza",14
"1908",2009,3,"Esparza",13
"1909",2009,4,"Esparza",3
"1910",2009,5,"Esparza",3
"1911",2009,6,"Esparza",5
"1912",2009,7,"Esparza",12
"1913",2009,8,"Esparza",15
"1914",2009,9,"Esparza",4
"1915",2009,10,"Esparza",7
"1916",2009,11,"Esparza",7
"1917",2009,12,"Esparza",30
"1918",2010,1,"Esparza",4
"1919",2010,2,"Esparza",4
"1920",2010,3,"Esparza",0
"1921",2010,4,"Esparza",1
"1922",2010,5,"Esparza",10
"1923",2010,6,"Esparza",29
"1924",2010,7,"Esparza",86
"1925",2010,8,"Esparza",93
"1926",2010,9,"Esparza",43
"1927",2010,10,"Esparza",42
"1928",2010,11,"Esparza",38
"1929",2010,12,"Esparza",19
"1930",2011,1,"Esparza",25
"1931",2011,2,"Esparza",26
"1932",2011,3,"Esparza",20
"1933",2011,4,"Esparza",18
"1934",2011,5,"Esparza",14
"1935",2011,6,"Esparza",29
"1936",2011,7,"Esparza",76
"1937",2011,8,"Esparza",144
"1938",2011,9,"Esparza",41
"1939",2011,10,"Esparza",23
"1940",2011,11,"Esparza",15
"1941",2011,12,"Esparza",7
"1942",2012,1,"Esparza",3
"1943",2012,2,"Esparza",3
"1944",2012,3,"Esparza",3
"1945",2012,4,"Esparza",1
"1946",2012,5,"Esparza",10
"1947",2012,6,"Esparza",32
"1948",2012,7,"Esparza",88
"1949",2012,8,"Esparza",172
"1950",2012,9,"Esparza",152
"1951",2012,10,"Esparza",89
"1952",2012,11,"Esparza",99
"1953",2012,12,"Esparza",106
"1954",2013,1,"Esparza",82
"1955",2013,2,"Esparza",43
"1956",2013,3,"Esparza",15
"1957",2013,4,"Esparza",6
"1958",2013,5,"Esparza",21
"1959",2013,6,"Esparza",77
"1960",2013,7,"Esparza",126
"1961",2013,8,"Esparza",249
"1962",2013,9,"Esparza",123
"1963",2013,10,"Esparza",43
"1964",2013,11,"Esparza",33
"1965",2013,12,"Esparza",13
"1966",2014,1,"Esparza",9
"1967",2014,2,"Esparza",7
"1968",2014,3,"Esparza",5
"1969",2014,4,"Esparza",5
"1970",2014,5,"Esparza",12
"1971",2014,6,"Esparza",3
"1972",2014,7,"Esparza",20
"1973",2014,8,"Esparza",19
"1974",2014,9,"Esparza",10
"1975",2014,10,"Esparza",1
"1976",2014,11,"Esparza",3
"1977",2014,12,"Esparza",5
"1978",2015,1,"Esparza",9
"1979",2015,2,"Esparza",3
"1980",2015,3,"Esparza",2
"1981",2015,4,"Esparza",7
"1982",2015,5,"Esparza",12
"1983",2015,6,"Esparza",4
"1984",2015,7,"Esparza",8
"1985",2015,8,"Esparza",23
"1986",2015,9,"Esparza",47
"1987",2015,10,"Esparza",136
"1988",2015,11,"Esparza",141
"1989",2015,12,"Esparza",80
"1990",2016,1,"Esparza",79
"1991",2016,2,"Esparza",19
"1992",2016,3,"Esparza",6
"1993",2016,4,"Esparza",7
"1994",2016,5,"Esparza",5
"1995",2016,6,"Esparza",10
"1996",2016,7,"Esparza",46
"1997",2016,8,"Esparza",53
"1998",2016,9,"Esparza",64
"1999",2016,10,"Esparza",47
"2000",2016,11,"Esparza",35
"2001",2016,12,"Esparza",16
"2002",2017,1,"Esparza",8
"2003",2017,2,"Esparza",4
"2004",2017,3,"Esparza",4
"2005",2017,4,"Esparza",7
"2006",2017,5,"Esparza",7
"2007",2017,6,"Esparza",16
"2008",2017,7,"Esparza",20
"2009",2017,8,"Esparza",8
"2010",2017,9,"Esparza",2
"2011",2017,10,"Esparza",3
"2012",2017,11,"Esparza",3
"2013",2017,12,"Esparza",1
"2014",2018,1,"Esparza",1
"2015",2018,2,"Esparza",3
"2016",2018,3,"Esparza",3
"2017",2018,4,"Esparza",1
"2018",2018,5,"Esparza",0
"2019",2018,6,"Esparza",2
"2020",2018,7,"Esparza",3
"2021",2018,8,"Esparza",5
"2022",2018,9,"Esparza",9
"2023",2018,10,"Esparza",4
"2024",2018,11,"Esparza",7
"2025",2018,12,"Esparza",5
"2026",2019,1,"Esparza",1
"2027",2019,2,"Esparza",1
"2028",2019,3,"Esparza",3
"2029",2019,4,"Esparza",0
"2030",2019,5,"Esparza",1
"2031",2019,6,"Esparza",7
"2032",2019,7,"Esparza",2
"2033",2019,8,"Esparza",11
"2034",2019,9,"Esparza",5
"2035",2019,10,"Esparza",21
"2036",2019,11,"Esparza",34
"2037",2019,12,"Esparza",9
"2038",2020,1,"Esparza",13
"2039",2020,2,"Esparza",7
"2040",2020,3,"Esparza",6
"2041",2020,4,"Esparza",2
"2042",2020,5,"Esparza",5
"2043",2020,6,"Esparza",1
"2044",2020,7,"Esparza",1
"2045",2020,8,"Esparza",13
"2046",2020,9,"Esparza",6
"2047",2020,10,"Esparza",9
"2048",2020,11,"Esparza",5
"2049",2020,12,"Esparza",2
"2050",2021,1,"Esparza",3
"2051",2021,2,"Esparza",4
"2052",2021,3,"Esparza",1
"2053",2021,4,"Esparza",1
"2054",2021,5,"Esparza",0
"2055",2000,1,"Garabito",0
"2056",2000,2,"Garabito",0
"2057",2000,3,"Garabito",0
"2058",2000,4,"Garabito",1
"2059",2000,5,"Garabito",0
"2060",2000,6,"Garabito",2
"2061",2000,7,"Garabito",2
"2062",2000,8,"Garabito",1
"2063",2000,9,"Garabito",3
"2064",2000,10,"Garabito",4
"2065",2000,11,"Garabito",2
"2066",2000,12,"Garabito",1
"2067",2001,1,"Garabito",0
"2068",2001,2,"Garabito",0
"2069",2001,3,"Garabito",0
"2070",2001,4,"Garabito",0
"2071",2001,5,"Garabito",0
"2072",2001,6,"Garabito",0
"2073",2001,7,"Garabito",2
"2074",2001,8,"Garabito",6
"2075",2001,9,"Garabito",1
"2076",2001,10,"Garabito",1
"2077",2001,11,"Garabito",0
"2078",2001,12,"Garabito",1
"2079",2002,1,"Garabito",0
"2080",2002,2,"Garabito",0
"2081",2002,3,"Garabito",9
"2082",2002,4,"Garabito",95
"2083",2002,5,"Garabito",18
"2084",2002,6,"Garabito",41
"2085",2002,7,"Garabito",44
"2086",2002,8,"Garabito",74
"2087",2002,9,"Garabito",69
"2088",2002,10,"Garabito",16
"2089",2002,11,"Garabito",5
"2090",2002,12,"Garabito",1
"2091",2003,1,"Garabito",3
"2092",2003,2,"Garabito",7
"2093",2003,3,"Garabito",5
"2094",2003,4,"Garabito",5
"2095",2003,5,"Garabito",32
"2096",2003,6,"Garabito",78
"2097",2003,7,"Garabito",106
"2098",2003,8,"Garabito",50
"2099",2003,9,"Garabito",18
"2100",2003,10,"Garabito",14
"2101",2003,11,"Garabito",31
"2102",2003,12,"Garabito",17
"2103",2004,1,"Garabito",11
"2104",2004,2,"Garabito",20
"2105",2004,3,"Garabito",8
"2106",2004,4,"Garabito",4
"2107",2004,5,"Garabito",3
"2108",2004,6,"Garabito",16
"2109",2004,7,"Garabito",44
"2110",2004,8,"Garabito",96
"2111",2004,9,"Garabito",50
"2112",2004,10,"Garabito",118
"2113",2004,11,"Garabito",65
"2114",2004,12,"Garabito",29
"2115",2005,1,"Garabito",37
"2116",2005,2,"Garabito",63
"2117",2005,3,"Garabito",50
"2118",2005,4,"Garabito",128
"2119",2005,5,"Garabito",284
"2120",2005,6,"Garabito",291
"2121",2005,7,"Garabito",316
"2122",2005,8,"Garabito",111
"2123",2005,9,"Garabito",47
"2124",2005,10,"Garabito",22
"2125",2005,11,"Garabito",13
"2126",2005,12,"Garabito",7
"2127",2006,1,"Garabito",4
"2128",2006,2,"Garabito",1
"2129",2006,3,"Garabito",1
"2130",2006,4,"Garabito",15
"2131",2006,5,"Garabito",22
"2132",2006,6,"Garabito",31
"2133",2006,7,"Garabito",57
"2134",2006,8,"Garabito",36
"2135",2006,9,"Garabito",50
"2136",2006,10,"Garabito",39
"2137",2006,11,"Garabito",67
"2138",2006,12,"Garabito",81
"2139",2007,1,"Garabito",41
"2140",2007,2,"Garabito",42
"2141",2007,3,"Garabito",70
"2142",2007,4,"Garabito",37
"2143",2007,5,"Garabito",34
"2144",2007,6,"Garabito",88
"2145",2007,7,"Garabito",64
"2146",2007,8,"Garabito",66
"2147",2007,9,"Garabito",56
"2148",2007,10,"Garabito",34
"2149",2007,11,"Garabito",17
"2150",2007,12,"Garabito",8
"2151",2008,1,"Garabito",8
"2152",2008,2,"Garabito",23
"2153",2008,3,"Garabito",22
"2154",2008,4,"Garabito",54
"2155",2008,5,"Garabito",102
"2156",2008,6,"Garabito",88
"2157",2008,7,"Garabito",115
"2158",2008,8,"Garabito",80
"2159",2008,9,"Garabito",32
"2160",2008,10,"Garabito",28
"2161",2008,11,"Garabito",27
"2162",2008,12,"Garabito",16
"2163",2009,1,"Garabito",5
"2164",2009,2,"Garabito",5
"2165",2009,3,"Garabito",8
"2166",2009,4,"Garabito",3
"2167",2009,5,"Garabito",7
"2168",2009,6,"Garabito",1
"2169",2009,7,"Garabito",19
"2170",2009,8,"Garabito",61
"2171",2009,9,"Garabito",38
"2172",2009,10,"Garabito",57
"2173",2009,11,"Garabito",34
"2174",2009,12,"Garabito",22
"2175",2010,1,"Garabito",17
"2176",2010,2,"Garabito",18
"2177",2010,3,"Garabito",8
"2178",2010,4,"Garabito",3
"2179",2010,5,"Garabito",19
"2180",2010,6,"Garabito",46
"2181",2010,7,"Garabito",55
"2182",2010,8,"Garabito",30
"2183",2010,9,"Garabito",19
"2184",2010,10,"Garabito",19
"2185",2010,11,"Garabito",9
"2186",2010,12,"Garabito",5
"2187",2011,1,"Garabito",1
"2188",2011,2,"Garabito",5
"2189",2011,3,"Garabito",0
"2190",2011,4,"Garabito",0
"2191",2011,5,"Garabito",0
"2192",2011,6,"Garabito",2
"2193",2011,7,"Garabito",2
"2194",2011,8,"Garabito",10
"2195",2011,9,"Garabito",11
"2196",2011,10,"Garabito",8
"2197",2011,11,"Garabito",5
"2198",2011,12,"Garabito",10
"2199",2012,1,"Garabito",0
"2200",2012,2,"Garabito",0
"2201",2012,3,"Garabito",0
"2202",2012,4,"Garabito",1
"2203",2012,5,"Garabito",1
"2204",2012,6,"Garabito",3
"2205",2012,7,"Garabito",4
"2206",2012,8,"Garabito",9
"2207",2012,9,"Garabito",25
"2208",2012,10,"Garabito",53
"2209",2012,11,"Garabito",33
"2210",2012,12,"Garabito",99
"2211",2013,1,"Garabito",65
"2212",2013,2,"Garabito",52
"2213",2013,3,"Garabito",51
"2214",2013,4,"Garabito",48
"2215",2013,5,"Garabito",54
"2216",2013,6,"Garabito",256
"2217",2013,7,"Garabito",230
"2218",2013,8,"Garabito",104
"2219",2013,9,"Garabito",38
"2220",2013,10,"Garabito",11
"2221",2013,11,"Garabito",15
"2222",2013,12,"Garabito",6
"2223",2014,1,"Garabito",8
"2224",2014,2,"Garabito",1
"2225",2014,3,"Garabito",0
"2226",2014,4,"Garabito",2
"2227",2014,5,"Garabito",2
"2228",2014,6,"Garabito",1
"2229",2014,7,"Garabito",5
"2230",2014,8,"Garabito",8
"2231",2014,9,"Garabito",1
"2232",2014,10,"Garabito",8
"2233",2014,11,"Garabito",7
"2234",2014,12,"Garabito",8
"2235",2015,1,"Garabito",3
"2236",2015,2,"Garabito",7
"2237",2015,3,"Garabito",1
"2238",2015,4,"Garabito",2
"2239",2015,5,"Garabito",11
"2240",2015,6,"Garabito",34
"2241",2015,7,"Garabito",16
"2242",2015,8,"Garabito",16
"2243",2015,9,"Garabito",8
"2244",2015,10,"Garabito",20
"2245",2015,11,"Garabito",7
"2246",2015,12,"Garabito",16
"2247",2016,1,"Garabito",23
"2248",2016,2,"Garabito",33
"2249",2016,3,"Garabito",23
"2250",2016,4,"Garabito",48
"2251",2016,5,"Garabito",25
"2252",2016,6,"Garabito",36
"2253",2016,7,"Garabito",35
"2254",2016,8,"Garabito",37
"2255",2016,9,"Garabito",20
"2256",2016,10,"Garabito",34
"2257",2016,11,"Garabito",14
"2258",2016,12,"Garabito",27
"2259",2017,1,"Garabito",6
"2260",2017,2,"Garabito",3
"2261",2017,3,"Garabito",5
"2262",2017,4,"Garabito",5
"2263",2017,5,"Garabito",3
"2264",2017,6,"Garabito",10
"2265",2017,7,"Garabito",27
"2266",2017,8,"Garabito",13
"2267",2017,9,"Garabito",5
"2268",2017,10,"Garabito",7
"2269",2017,11,"Garabito",10
"2270",2017,12,"Garabito",2
"2271",2018,1,"Garabito",1
"2272",2018,2,"Garabito",2
"2273",2018,3,"Garabito",2
"2274",2018,4,"Garabito",0
"2275",2018,5,"Garabito",1
"2276",2018,6,"Garabito",3
"2277",2018,7,"Garabito",2
"2278",2018,8,"Garabito",3
"2279",2018,9,"Garabito",4
"2280",2018,10,"Garabito",1
"2281",2018,11,"Garabito",7
"2282",2018,12,"Garabito",3
"2283",2019,1,"Garabito",3
"2284",2019,2,"Garabito",1
"2285",2019,3,"Garabito",4
"2286",2019,4,"Garabito",3
"2287",2019,5,"Garabito",3
"2288",2019,6,"Garabito",12
"2289",2019,7,"Garabito",26
"2290",2019,8,"Garabito",34
"2291",2019,9,"Garabito",24
"2292",2019,10,"Garabito",15
"2293",2019,11,"Garabito",15
"2294",2019,12,"Garabito",8
"2295",2020,1,"Garabito",4
"2296",2020,2,"Garabito",6
"2297",2020,3,"Garabito",4
"2298",2020,4,"Garabito",0
"2299",2020,5,"Garabito",0
"2300",2020,6,"Garabito",0
"2301",2020,7,"Garabito",0
"2302",2020,8,"Garabito",0
"2303",2020,9,"Garabito",1
"2304",2020,10,"Garabito",0
"2305",2020,11,"Garabito",7
"2306",2020,12,"Garabito",6
"2307",2021,1,"Garabito",1
"2308",2021,2,"Garabito",0
"2309",2021,3,"Garabito",1
"2310",2021,4,"Garabito",1
"2311",2021,5,"Garabito",0
"2312",2000,1,"Golfito",0
"2313",2000,2,"Golfito",1
"2314",2000,3,"Golfito",0
"2315",2000,4,"Golfito",0
"2316",2000,5,"Golfito",141
"2317",2000,6,"Golfito",0
"2318",2000,7,"Golfito",0
"2319",2000,8,"Golfito",0
"2320",2000,9,"Golfito",0
"2321",2000,10,"Golfito",0
"2322",2000,11,"Golfito",0
"2323",2000,12,"Golfito",0
"2324",2001,1,"Golfito",0
"2325",2001,2,"Golfito",0
"2326",2001,3,"Golfito",0
"2327",2001,4,"Golfito",0
"2328",2001,5,"Golfito",0
"2329",2001,6,"Golfito",0
"2330",2001,7,"Golfito",0
"2331",2001,8,"Golfito",0
"2332",2001,9,"Golfito",0
"2333",2001,10,"Golfito",0
"2334",2001,11,"Golfito",0
"2335",2001,12,"Golfito",0
"2336",2002,1,"Golfito",0
"2337",2002,2,"Golfito",0
"2338",2002,3,"Golfito",0
"2339",2002,4,"Golfito",0
"2340",2002,5,"Golfito",0
"2341",2002,6,"Golfito",0
"2342",2002,7,"Golfito",0
"2343",2002,8,"Golfito",0
"2344",2002,9,"Golfito",0
"2345",2002,10,"Golfito",0
"2346",2002,11,"Golfito",0
"2347",2002,12,"Golfito",0
"2348",2003,1,"Golfito",2
"2349",2003,2,"Golfito",0
"2350",2003,3,"Golfito",0
"2351",2003,4,"Golfito",0
"2352",2003,5,"Golfito",0
"2353",2003,6,"Golfito",1
"2354",2003,7,"Golfito",2
"2355",2003,8,"Golfito",3
"2356",2003,9,"Golfito",1
"2357",2003,10,"Golfito",0
"2358",2003,11,"Golfito",0
"2359",2003,12,"Golfito",0
"2360",2004,1,"Golfito",8
"2361",2004,2,"Golfito",2
"2362",2004,3,"Golfito",0
"2363",2004,4,"Golfito",0
"2364",2004,5,"Golfito",0
"2365",2004,6,"Golfito",0
"2366",2004,7,"Golfito",0
"2367",2004,8,"Golfito",0
"2368",2004,9,"Golfito",0
"2369",2004,10,"Golfito",0
"2370",2004,11,"Golfito",0
"2371",2004,12,"Golfito",0
"2372",2005,1,"Golfito",0
"2373",2005,2,"Golfito",0
"2374",2005,3,"Golfito",0
"2375",2005,4,"Golfito",0
"2376",2005,5,"Golfito",0
"2377",2005,6,"Golfito",0
"2378",2005,7,"Golfito",0
"2379",2005,8,"Golfito",6
"2380",2005,9,"Golfito",174
"2381",2005,10,"Golfito",18
"2382",2005,11,"Golfito",0
"2383",2005,12,"Golfito",0
"2384",2006,1,"Golfito",17
"2385",2006,2,"Golfito",16
"2386",2006,3,"Golfito",12
"2387",2006,4,"Golfito",22
"2388",2006,5,"Golfito",79
"2389",2006,6,"Golfito",40
"2390",2006,7,"Golfito",53
"2391",2006,8,"Golfito",22
"2392",2006,9,"Golfito",41
"2393",2006,10,"Golfito",43
"2394",2006,11,"Golfito",77
"2395",2006,12,"Golfito",25
"2396",2007,1,"Golfito",9
"2397",2007,2,"Golfito",15
"2398",2007,3,"Golfito",23
"2399",2007,4,"Golfito",11
"2400",2007,5,"Golfito",19
"2401",2007,6,"Golfito",69
"2402",2007,7,"Golfito",34
"2403",2007,8,"Golfito",40
"2404",2007,9,"Golfito",36
"2405",2007,10,"Golfito",20
"2406",2007,11,"Golfito",8
"2407",2007,12,"Golfito",9
"2408",2008,1,"Golfito",11
"2409",2008,2,"Golfito",6
"2410",2008,3,"Golfito",8
"2411",2008,4,"Golfito",5
"2412",2008,5,"Golfito",7
"2413",2008,6,"Golfito",6
"2414",2008,7,"Golfito",8
"2415",2008,8,"Golfito",4
"2416",2008,9,"Golfito",13
"2417",2008,10,"Golfito",1
"2418",2008,11,"Golfito",3
"2419",2008,12,"Golfito",2
"2420",2009,1,"Golfito",2
"2421",2009,2,"Golfito",5
"2422",2009,3,"Golfito",5
"2423",2009,4,"Golfito",2
"2424",2009,5,"Golfito",1
"2425",2009,6,"Golfito",16
"2426",2009,7,"Golfito",19
"2427",2009,8,"Golfito",38
"2428",2009,9,"Golfito",42
"2429",2009,10,"Golfito",27
"2430",2009,11,"Golfito",16
"2431",2009,12,"Golfito",65
"2432",2010,1,"Golfito",27
"2433",2010,2,"Golfito",21
"2434",2010,3,"Golfito",9
"2435",2010,4,"Golfito",14
"2436",2010,5,"Golfito",36
"2437",2010,6,"Golfito",39
"2438",2010,7,"Golfito",41
"2439",2010,8,"Golfito",29
"2440",2010,9,"Golfito",16
"2441",2010,10,"Golfito",28
"2442",2010,11,"Golfito",14
"2443",2010,12,"Golfito",14
"2444",2011,1,"Golfito",0
"2445",2011,2,"Golfito",0
"2446",2011,3,"Golfito",0
"2447",2011,4,"Golfito",1
"2448",2011,5,"Golfito",2
"2449",2011,6,"Golfito",1
"2450",2011,7,"Golfito",0
"2451",2011,8,"Golfito",0
"2452",2011,9,"Golfito",0
"2453",2011,10,"Golfito",1
"2454",2011,11,"Golfito",0
"2455",2011,12,"Golfito",1
"2456",2012,1,"Golfito",0
"2457",2012,2,"Golfito",0
"2458",2012,3,"Golfito",0
"2459",2012,4,"Golfito",0
"2460",2012,5,"Golfito",0
"2461",2012,6,"Golfito",0
"2462",2012,7,"Golfito",2
"2463",2012,8,"Golfito",1
"2464",2012,9,"Golfito",4
"2465",2012,10,"Golfito",5
"2466",2012,11,"Golfito",17
"2467",2012,12,"Golfito",22
"2468",2013,1,"Golfito",16
"2469",2013,2,"Golfito",43
"2470",2013,3,"Golfito",37
"2471",2013,4,"Golfito",45
"2472",2013,5,"Golfito",137
"2473",2013,6,"Golfito",232
"2474",2013,7,"Golfito",217
"2475",2013,8,"Golfito",205
"2476",2013,9,"Golfito",123
"2477",2013,10,"Golfito",98
"2478",2013,11,"Golfito",67
"2479",2013,12,"Golfito",16
"2480",2014,1,"Golfito",13
"2481",2014,2,"Golfito",11
"2482",2014,3,"Golfito",4
"2483",2014,4,"Golfito",0
"2484",2014,5,"Golfito",2
"2485",2014,6,"Golfito",18
"2486",2014,7,"Golfito",39
"2487",2014,8,"Golfito",41
"2488",2014,9,"Golfito",23
"2489",2014,10,"Golfito",21
"2490",2014,11,"Golfito",4
"2491",2014,12,"Golfito",0
"2492",2015,1,"Golfito",13
"2493",2015,2,"Golfito",6
"2494",2015,3,"Golfito",11
"2495",2015,4,"Golfito",9
"2496",2015,5,"Golfito",18
"2497",2015,6,"Golfito",94
"2498",2015,7,"Golfito",178
"2499",2015,8,"Golfito",230
"2500",2015,9,"Golfito",169
"2501",2015,10,"Golfito",193
"2502",2015,11,"Golfito",72
"2503",2015,12,"Golfito",41
"2504",2016,1,"Golfito",48
"2505",2016,2,"Golfito",64
"2506",2016,3,"Golfito",44
"2507",2016,4,"Golfito",24
"2508",2016,5,"Golfito",28
"2509",2016,6,"Golfito",49
"2510",2016,7,"Golfito",55
"2511",2016,8,"Golfito",42
"2512",2016,9,"Golfito",17
"2513",2016,10,"Golfito",19
"2514",2016,11,"Golfito",27
"2515",2016,12,"Golfito",27
"2516",2017,1,"Golfito",2
"2517",2017,2,"Golfito",1
"2518",2017,3,"Golfito",3
"2519",2017,4,"Golfito",12
"2520",2017,5,"Golfito",5
"2521",2017,6,"Golfito",9
"2522",2017,7,"Golfito",7
"2523",2017,8,"Golfito",8
"2524",2017,9,"Golfito",7
"2525",2017,10,"Golfito",6
"2526",2017,11,"Golfito",4
"2527",2017,12,"Golfito",0
"2528",2018,1,"Golfito",3
"2529",2018,2,"Golfito",2
"2530",2018,3,"Golfito",1
"2531",2018,4,"Golfito",2
"2532",2018,5,"Golfito",1
"2533",2018,6,"Golfito",2
"2534",2018,7,"Golfito",0
"2535",2018,8,"Golfito",1
"2536",2018,9,"Golfito",5
"2537",2018,10,"Golfito",5
"2538",2018,11,"Golfito",2
"2539",2018,12,"Golfito",2
"2540",2019,1,"Golfito",0
"2541",2019,2,"Golfito",0
"2542",2019,3,"Golfito",0
"2543",2019,4,"Golfito",0
"2544",2019,5,"Golfito",0
"2545",2019,6,"Golfito",0
"2546",2019,7,"Golfito",0
"2547",2019,8,"Golfito",2
"2548",2019,9,"Golfito",6
"2549",2019,10,"Golfito",5
"2550",2019,11,"Golfito",11
"2551",2019,12,"Golfito",5
"2552",2020,1,"Golfito",7
"2553",2020,2,"Golfito",10
"2554",2020,3,"Golfito",1
"2555",2020,4,"Golfito",1
"2556",2020,5,"Golfito",24
"2557",2020,6,"Golfito",43
"2558",2020,7,"Golfito",41
"2559",2020,8,"Golfito",46
"2560",2020,9,"Golfito",21
"2561",2020,10,"Golfito",12
"2562",2020,11,"Golfito",0
"2563",2020,12,"Golfito",0
"2564",2021,1,"Golfito",0
"2565",2021,2,"Golfito",3
"2566",2021,3,"Golfito",2
"2567",2021,4,"Golfito",1
"2568",2021,5,"Golfito",0
"2569",2000,1,"Guacimo",5
"2570",2000,2,"Guacimo",2
"2571",2000,3,"Guacimo",0
"2572",2000,4,"Guacimo",1
"2573",2000,5,"Guacimo",0
"2574",2000,6,"Guacimo",1
"2575",2000,7,"Guacimo",0
"2576",2000,8,"Guacimo",0
"2577",2000,9,"Guacimo",0
"2578",2000,10,"Guacimo",0
"2579",2000,11,"Guacimo",0
"2580",2000,12,"Guacimo",0
"2581",2001,1,"Guacimo",3
"2582",2001,2,"Guacimo",1
"2583",2001,3,"Guacimo",1
"2584",2001,4,"Guacimo",0
"2585",2001,5,"Guacimo",0
"2586",2001,6,"Guacimo",0
"2587",2001,7,"Guacimo",0
"2588",2001,8,"Guacimo",0
"2589",2001,9,"Guacimo",83
"2590",2001,10,"Guacimo",53
"2591",2001,11,"Guacimo",36
"2592",2001,12,"Guacimo",5
"2593",2002,1,"Guacimo",5
"2594",2002,2,"Guacimo",0
"2595",2002,3,"Guacimo",0
"2596",2002,4,"Guacimo",0
"2597",2002,5,"Guacimo",3
"2598",2002,6,"Guacimo",1
"2599",2002,7,"Guacimo",0
"2600",2002,8,"Guacimo",34
"2601",2002,9,"Guacimo",57
"2602",2002,10,"Guacimo",7
"2603",2002,11,"Guacimo",3
"2604",2002,12,"Guacimo",0
"2605",2003,1,"Guacimo",0
"2606",2003,2,"Guacimo",1
"2607",2003,3,"Guacimo",2
"2608",2003,4,"Guacimo",0
"2609",2003,5,"Guacimo",1
"2610",2003,6,"Guacimo",3
"2611",2003,7,"Guacimo",26
"2612",2003,8,"Guacimo",42
"2613",2003,9,"Guacimo",27
"2614",2003,10,"Guacimo",8
"2615",2003,11,"Guacimo",11
"2616",2003,12,"Guacimo",4
"2617",2004,1,"Guacimo",4
"2618",2004,2,"Guacimo",4
"2619",2004,3,"Guacimo",2
"2620",2004,4,"Guacimo",1
"2621",2004,5,"Guacimo",4
"2622",2004,6,"Guacimo",0
"2623",2004,7,"Guacimo",1
"2624",2004,8,"Guacimo",4
"2625",2004,9,"Guacimo",1
"2626",2004,10,"Guacimo",3
"2627",2004,11,"Guacimo",2
"2628",2004,12,"Guacimo",2
"2629",2005,1,"Guacimo",12
"2630",2005,2,"Guacimo",9
"2631",2005,3,"Guacimo",9
"2632",2005,4,"Guacimo",23
"2633",2005,5,"Guacimo",72
"2634",2005,6,"Guacimo",59
"2635",2005,7,"Guacimo",84
"2636",2005,8,"Guacimo",104
"2637",2005,9,"Guacimo",142
"2638",2005,10,"Guacimo",207
"2639",2005,11,"Guacimo",89
"2640",2005,12,"Guacimo",20
"2641",2006,1,"Guacimo",0
"2642",2006,2,"Guacimo",10
"2643",2006,3,"Guacimo",4
"2644",2006,4,"Guacimo",4
"2645",2006,5,"Guacimo",5
"2646",2006,6,"Guacimo",4
"2647",2006,7,"Guacimo",32
"2648",2006,8,"Guacimo",8
"2649",2006,9,"Guacimo",14
"2650",2006,10,"Guacimo",7
"2651",2006,11,"Guacimo",10
"2652",2006,12,"Guacimo",9
"2653",2007,1,"Guacimo",25
"2654",2007,2,"Guacimo",49
"2655",2007,3,"Guacimo",54
"2656",2007,4,"Guacimo",21
"2657",2007,5,"Guacimo",32
"2658",2007,6,"Guacimo",57
"2659",2007,7,"Guacimo",53
"2660",2007,8,"Guacimo",76
"2661",2007,9,"Guacimo",97
"2662",2007,10,"Guacimo",80
"2663",2007,11,"Guacimo",81
"2664",2007,12,"Guacimo",98
"2665",2008,1,"Guacimo",36
"2666",2008,2,"Guacimo",19
"2667",2008,3,"Guacimo",8
"2668",2008,4,"Guacimo",4
"2669",2008,5,"Guacimo",22
"2670",2008,6,"Guacimo",49
"2671",2008,7,"Guacimo",36
"2672",2008,8,"Guacimo",21
"2673",2008,9,"Guacimo",21
"2674",2008,10,"Guacimo",21
"2675",2008,11,"Guacimo",10
"2676",2008,12,"Guacimo",0
"2677",2009,1,"Guacimo",6
"2678",2009,2,"Guacimo",2
"2679",2009,3,"Guacimo",1
"2680",2009,4,"Guacimo",2
"2681",2009,5,"Guacimo",2
"2682",2009,6,"Guacimo",3
"2683",2009,7,"Guacimo",3
"2684",2009,8,"Guacimo",3
"2685",2009,9,"Guacimo",3
"2686",2009,10,"Guacimo",4
"2687",2009,11,"Guacimo",6
"2688",2009,12,"Guacimo",1
"2689",2010,1,"Guacimo",9
"2690",2010,2,"Guacimo",2
"2691",2010,3,"Guacimo",15
"2692",2010,4,"Guacimo",15
"2693",2010,5,"Guacimo",13
"2694",2010,6,"Guacimo",41
"2695",2010,7,"Guacimo",151
"2696",2010,8,"Guacimo",142
"2697",2010,9,"Guacimo",111
"2698",2010,10,"Guacimo",154
"2699",2010,11,"Guacimo",109
"2700",2010,12,"Guacimo",55
"2701",2011,1,"Guacimo",15
"2702",2011,2,"Guacimo",13
"2703",2011,3,"Guacimo",9
"2704",2011,4,"Guacimo",19
"2705",2011,5,"Guacimo",45
"2706",2011,6,"Guacimo",36
"2707",2011,7,"Guacimo",90
"2708",2011,8,"Guacimo",186
"2709",2011,9,"Guacimo",250
"2710",2011,10,"Guacimo",339
"2711",2011,11,"Guacimo",175
"2712",2011,12,"Guacimo",98
"2713",2012,1,"Guacimo",51
