"","Year","Month","Canton","Cases"
"4177",2005,1,"Nicoya",0
"4178",2005,2,"Nicoya",0
"4179",2005,3,"Nicoya",0
"4180",2005,4,"Nicoya",0
"4181",2005,5,"Nicoya",1
"4182",2005,6,"Nicoya",53
"4183",2005,7,"Nicoya",282
"4184",2005,8,"Nicoya",306
"4185",2005,9,"Nicoya",294
"4186",2005,10,"Nicoya",148
"4187",2005,11,"Nicoya",75
"4188",2005,12,"Nicoya",37
"4189",2006,1,"Nicoya",3
"4190",2006,2,"Nicoya",5
"4191",2006,3,"Nicoya",4
"4192",2006,4,"Nicoya",6
"4193",2006,5,"Nicoya",8
"4194",2006,6,"Nicoya",28
"4195",2006,7,"Nicoya",45
"4196",2006,8,"Nicoya",28
"4197",2006,9,"Nicoya",22
"4198",2006,10,"Nicoya",49
"4199",2006,11,"Nicoya",81
"4200",2006,12,"Nicoya",118
"4201",2007,1,"Nicoya",93
"4202",2007,2,"Nicoya",76
"4203",2007,3,"Nicoya",32
"4204",2007,4,"Nicoya",8
"4205",2007,5,"Nicoya",9
"4206",2007,6,"Nicoya",31
"4207",2007,7,"Nicoya",43
"4208",2007,8,"Nicoya",71
"4209",2007,9,"Nicoya",98
"4210",2007,10,"Nicoya",65
"4211",2007,11,"Nicoya",43
"4212",2007,12,"Nicoya",7
"4213",2008,1,"Nicoya",4
"4214",2008,2,"Nicoya",0
"4215",2008,3,"Nicoya",3
"4216",2008,4,"Nicoya",1
"4217",2008,5,"Nicoya",1
"4218",2008,6,"Nicoya",8
"4219",2008,7,"Nicoya",5
"4220",2008,8,"Nicoya",2
"4221",2008,9,"Nicoya",5
"4222",2008,10,"Nicoya",20
"4223",2008,11,"Nicoya",11
"4224",2008,12,"Nicoya",0
"4225",2009,1,"Nicoya",1
"4226",2009,2,"Nicoya",0
"4227",2009,3,"Nicoya",0
"4228",2009,4,"Nicoya",0
"4229",2009,5,"Nicoya",0
"4230",2009,6,"Nicoya",2
"4231",2009,7,"Nicoya",1
"4232",2009,8,"Nicoya",1
"4233",2009,9,"Nicoya",4
"4234",2009,10,"Nicoya",19
"4235",2009,11,"Nicoya",10
"4236",2009,12,"Nicoya",9
"4237",2010,1,"Nicoya",1
"4238",2010,2,"Nicoya",5
"4239",2010,3,"Nicoya",4
"4240",2010,4,"Nicoya",2
"4241",2010,5,"Nicoya",5
"4242",2010,6,"Nicoya",27
"4243",2010,7,"Nicoya",93
"4244",2010,8,"Nicoya",199
"4245",2010,9,"Nicoya",133
"4246",2010,10,"Nicoya",148
"4247",2010,11,"Nicoya",59
"4248",2010,12,"Nicoya",41
"4249",2011,1,"Nicoya",10
"4250",2011,2,"Nicoya",17
"4251",2011,3,"Nicoya",3
"4252",2011,4,"Nicoya",2
"4253",2011,5,"Nicoya",2
"4254",2011,6,"Nicoya",25
"4255",2011,7,"Nicoya",15
"4256",2011,8,"Nicoya",9
"4257",2011,9,"Nicoya",12
"4258",2011,10,"Nicoya",19
"4259",2011,11,"Nicoya",30
"4260",2011,12,"Nicoya",9
"4261",2012,1,"Nicoya",4
"4262",2012,2,"Nicoya",3
"4263",2012,3,"Nicoya",4
"4264",2012,4,"Nicoya",0
"4265",2012,5,"Nicoya",2
"4266",2012,6,"Nicoya",14
"4267",2012,7,"Nicoya",4
"4268",2012,8,"Nicoya",7
"4269",2012,9,"Nicoya",32
"4270",2012,10,"Nicoya",49
"4271",2012,11,"Nicoya",46
"4272",2012,12,"Nicoya",76
"4273",2013,1,"Nicoya",160
"4274",2013,2,"Nicoya",97
"4275",2013,3,"Nicoya",93
"4276",2013,4,"Nicoya",86
"4277",2013,5,"Nicoya",132
"4278",2013,6,"Nicoya",532
"4279",2013,7,"Nicoya",1143
"4280",2013,8,"Nicoya",1036
"4281",2013,9,"Nicoya",185
"4282",2013,10,"Nicoya",95
"4283",2013,11,"Nicoya",49
"4284",2013,12,"Nicoya",28
"4285",2014,1,"Nicoya",7
"4286",2014,2,"Nicoya",0
"4287",2014,3,"Nicoya",0
"4288",2014,4,"Nicoya",0
"4289",2014,5,"Nicoya",0
"4290",2014,6,"Nicoya",1
"4291",2014,7,"Nicoya",1
"4292",2014,8,"Nicoya",5
"4293",2014,9,"Nicoya",40
"4294",2014,10,"Nicoya",96
"4295",2014,11,"Nicoya",144
"4296",2014,12,"Nicoya",81
"4297",2015,1,"Nicoya",52
"4298",2015,2,"Nicoya",19
"4299",2015,3,"Nicoya",7
"4300",2015,4,"Nicoya",3
"4301",2015,5,"Nicoya",7
"4302",2015,6,"Nicoya",12
"4303",2015,7,"Nicoya",32
"4304",2015,8,"Nicoya",121
"4305",2015,9,"Nicoya",260
"4306",2015,10,"Nicoya",368
"4307",2015,11,"Nicoya",303
"4308",2015,12,"Nicoya",171
"4309",2016,1,"Nicoya",104
"4310",2016,2,"Nicoya",79
"4311",2016,3,"Nicoya",24
"4312",2016,4,"Nicoya",6
"4313",2016,5,"Nicoya",6
"4314",2016,6,"Nicoya",7
"4315",2016,7,"Nicoya",18
"4316",2016,8,"Nicoya",37
"4317",2016,9,"Nicoya",31
"4318",2016,10,"Nicoya",36
"4319",2016,11,"Nicoya",25
"4320",2016,12,"Nicoya",15
"4321",2017,1,"Nicoya",1
"4322",2017,2,"Nicoya",2
"4323",2017,3,"Nicoya",2
"4324",2017,4,"Nicoya",0
"4325",2017,5,"Nicoya",2
"4326",2017,6,"Nicoya",5
"4327",2017,7,"Nicoya",12
"4328",2017,8,"Nicoya",5
"4329",2017,9,"Nicoya",5
"4330",2017,10,"Nicoya",8
"4331",2017,11,"Nicoya",7
"4332",2017,12,"Nicoya",1
"4333",2018,1,"Nicoya",1
"4334",2018,2,"Nicoya",1
"4335",2018,3,"Nicoya",1
"4336",2018,4,"Nicoya",2
"4337",2018,5,"Nicoya",1
"4338",2018,6,"Nicoya",2
"4339",2018,7,"Nicoya",8
"4340",2018,8,"Nicoya",3
"4341",2018,9,"Nicoya",4
"4342",2018,10,"Nicoya",9
"4343",2018,11,"Nicoya",3
"4344",2018,12,"Nicoya",4
"4345",2019,1,"Nicoya",6
"4346",2019,2,"Nicoya",6
"4347",2019,3,"Nicoya",3
"4348",2019,4,"Nicoya",2
"4349",2019,5,"Nicoya",1
"4350",2019,6,"Nicoya",14
"4351",2019,7,"Nicoya",5
"4352",2019,8,"Nicoya",6
"4353",2019,9,"Nicoya",11
"4354",2019,10,"Nicoya",13
"4355",2019,11,"Nicoya",15
"4356",2019,12,"Nicoya",12
"4357",2020,1,"Nicoya",3
"4358",2020,2,"Nicoya",13
"4359",2020,3,"Nicoya",3
"4360",2020,4,"Nicoya",3
"4361",2020,5,"Nicoya",3
"4362",2020,6,"Nicoya",1
"4363",2020,7,"Nicoya",3
"4364",2020,8,"Nicoya",3
"4365",2020,9,"Nicoya",0
"4366",2020,10,"Nicoya",0
"4367",2020,11,"Nicoya",2
"4368",2020,12,"Nicoya",0
"4369",2021,1,"Nicoya",0
"4370",2021,2,"Nicoya",1
"4371",2021,3,"Nicoya",1
"4372",2021,4,"Nicoya",1
"4373",2000,1,"Orotina",1
"4374",2000,2,"Orotina",0
"4375",2000,3,"Orotina",1
"4376",2000,4,"Orotina",1
"4377",2000,5,"Orotina",1
"4378",2000,6,"Orotina",8
"4379",2000,7,"Orotina",2
"4380",2000,8,"Orotina",3
"4381",2000,9,"Orotina",61
"4382",2000,10,"Orotina",41
"4383",2000,11,"Orotina",6
"4384",2000,12,"Orotina",5
"4385",2001,1,"Orotina",1
"4386",2001,2,"Orotina",0
"4387",2001,3,"Orotina",1
"4388",2001,4,"Orotina",0
"4389",2001,5,"Orotina",0
"4390",2001,6,"Orotina",2
"4391",2001,7,"Orotina",0
"4392",2001,8,"Orotina",3
"4393",2001,9,"Orotina",7
"4394",2001,10,"Orotina",44
"4395",2001,11,"Orotina",50
"4396",2001,12,"Orotina",19
"4397",2002,1,"Orotina",6
"4398",2002,2,"Orotina",19
"4399",2002,3,"Orotina",97
"4400",2002,4,"Orotina",110
"4401",2002,5,"Orotina",15
"4402",2002,6,"Orotina",12
"4403",2002,7,"Orotina",35
"4404",2002,8,"Orotina",236
"4405",2002,9,"Orotina",142
"4406",2002,10,"Orotina",40
"4407",2002,11,"Orotina",32
"4408",2002,12,"Orotina",31
"4409",2003,1,"Orotina",53
"4410",2003,2,"Orotina",21
"4411",2003,3,"Orotina",16
"4412",2003,4,"Orotina",29
"4413",2003,5,"Orotina",126
"4414",2003,6,"Orotina",225
"4415",2003,7,"Orotina",150
"4416",2003,8,"Orotina",131
"4417",2003,9,"Orotina",72
"4418",2003,10,"Orotina",41
"4419",2003,11,"Orotina",78
"4420",2003,12,"Orotina",52
"4421",2004,1,"Orotina",47
"4422",2004,2,"Orotina",21
"4423",2004,3,"Orotina",39
"4424",2004,4,"Orotina",20
"4425",2004,5,"Orotina",30
"4426",2004,6,"Orotina",57
"4427",2004,7,"Orotina",135
"4428",2004,8,"Orotina",70
"4429",2004,9,"Orotina",106
"4430",2004,10,"Orotina",121
"4431",2004,11,"Orotina",73
"4432",2004,12,"Orotina",54
"4433",2005,1,"Orotina",26
"4434",2005,2,"Orotina",12
"4435",2005,3,"Orotina",13
"4436",2005,4,"Orotina",57
"4437",2005,5,"Orotina",114
"4438",2005,6,"Orotina",179
"4439",2005,7,"Orotina",316
"4440",2005,8,"Orotina",248
"4441",2005,9,"Orotina",177
"4442",2005,10,"Orotina",111
"4443",2005,11,"Orotina",42
"4444",2005,12,"Orotina",37
"4445",2006,1,"Orotina",13
"4446",2006,2,"Orotina",10
"4447",2006,3,"Orotina",5
"4448",2006,4,"Orotina",3
"4449",2006,5,"Orotina",0
"4450",2006,6,"Orotina",11
"4451",2006,7,"Orotina",13
"4452",2006,8,"Orotina",12
"4453",2006,9,"Orotina",3
"4454",2006,10,"Orotina",6
"4455",2006,11,"Orotina",5
"4456",2006,12,"Orotina",15
"4457",2007,1,"Orotina",12
"4458",2007,2,"Orotina",14
"4459",2007,3,"Orotina",12
"4460",2007,4,"Orotina",6
"4461",2007,5,"Orotina",14
"4462",2007,6,"Orotina",27
"4463",2007,7,"Orotina",12
"4464",2007,8,"Orotina",6
"4465",2007,9,"Orotina",14
"4466",2007,10,"Orotina",16
"4467",2007,11,"Orotina",12
"4468",2007,12,"Orotina",7
"4469",2008,1,"Orotina",10
"4470",2008,2,"Orotina",5
"4471",2008,3,"Orotina",3
"4472",2008,4,"Orotina",16
"4473",2008,5,"Orotina",11
"4474",2008,6,"Orotina",18
"4475",2008,7,"Orotina",33
"4476",2008,8,"Orotina",14
"4477",2008,9,"Orotina",7
"4478",2008,10,"Orotina",8
"4479",2008,11,"Orotina",13
"4480",2008,12,"Orotina",11
"4481",2009,1,"Orotina",10
"4482",2009,2,"Orotina",4
"4483",2009,3,"Orotina",3
"4484",2009,4,"Orotina",1
"4485",2009,5,"Orotina",1
"4486",2009,6,"Orotina",4
"4487",2009,7,"Orotina",9
"4488",2009,8,"Orotina",2
"4489",2009,9,"Orotina",5
"4490",2009,10,"Orotina",3
"4491",2009,11,"Orotina",8
"4492",2009,12,"Orotina",13
"4493",2010,1,"Orotina",14
"4494",2010,2,"Orotina",13
"4495",2010,3,"Orotina",6
"4496",2010,4,"Orotina",4
"4497",2010,5,"Orotina",67
"4498",2010,6,"Orotina",50
"4499",2010,7,"Orotina",138
"4500",2010,8,"Orotina",133
"4501",2010,9,"Orotina",149
"4502",2010,10,"Orotina",67
"4503",2010,11,"Orotina",24
"4504",2010,12,"Orotina",11
"4505",2011,1,"Orotina",3
"4506",2011,2,"Orotina",6
"4507",2011,3,"Orotina",0
"4508",2011,4,"Orotina",1
"4509",2011,5,"Orotina",1
"4510",2011,6,"Orotina",3
"4511",2011,7,"Orotina",5
"4512",2011,8,"Orotina",4
"4513",2011,9,"Orotina",5
"4514",2011,10,"Orotina",6
"4515",2011,11,"Orotina",11
"4516",2011,12,"Orotina",4
"4517",2012,1,"Orotina",13
"4518",2012,2,"Orotina",7
"4519",2012,3,"Orotina",6
"4520",2012,4,"Orotina",5
"4521",2012,5,"Orotina",3
"4522",2012,6,"Orotina",7
"4523",2012,7,"Orotina",14
"4524",2012,8,"Orotina",57
"4525",2012,9,"Orotina",99
"4526",2012,10,"Orotina",74
"4527",2012,11,"Orotina",50
"4528",2012,12,"Orotina",68
"4529",2013,1,"Orotina",60
"4530",2013,2,"Orotina",71
"4531",2013,3,"Orotina",53
"4532",2013,4,"Orotina",30
"4533",2013,5,"Orotina",124
"4534",2013,6,"Orotina",328
"4535",2013,7,"Orotina",473
"4536",2013,8,"Orotina",325
"4537",2013,9,"Orotina",94
"4538",2013,10,"Orotina",47
"4539",2013,11,"Orotina",36
"4540",2013,12,"Orotina",11
"4541",2014,1,"Orotina",3
"4542",2014,2,"Orotina",22
"4543",2014,3,"Orotina",9
"4544",2014,4,"Orotina",0
"4545",2014,5,"Orotina",2
"4546",2014,6,"Orotina",3
"4547",2014,7,"Orotina",10
"4548",2014,8,"Orotina",10
"4549",2014,9,"Orotina",10
"4550",2014,10,"Orotina",6
"4551",2014,11,"Orotina",4
"4552",2014,12,"Orotina",2
"4553",2015,1,"Orotina",4
"4554",2015,2,"Orotina",1
"4555",2015,3,"Orotina",2
"4556",2015,4,"Orotina",2
"4557",2015,5,"Orotina",4
"4558",2015,6,"Orotina",7
"4559",2015,7,"Orotina",9
"4560",2015,8,"Orotina",11
"4561",2015,9,"Orotina",10
"4562",2015,10,"Orotina",24
"4563",2015,11,"Orotina",8
"4564",2015,12,"Orotina",17
"4565",2016,1,"Orotina",29
"4566",2016,2,"Orotina",18
"4567",2016,3,"Orotina",13
"4568",2016,4,"Orotina",5
"4569",2016,5,"Orotina",5
"4570",2016,6,"Orotina",12
"4571",2016,7,"Orotina",44
"4572",2016,8,"Orotina",54
"4573",2016,9,"Orotina",24
"4574",2016,10,"Orotina",12
"4575",2016,11,"Orotina",10
"4576",2016,12,"Orotina",12
"4577",2017,1,"Orotina",4
"4578",2017,2,"Orotina",1
"4579",2017,3,"Orotina",2
"4580",2017,4,"Orotina",2
"4581",2017,5,"Orotina",0
"4582",2017,6,"Orotina",7
"4583",2017,7,"Orotina",11
"4584",2017,8,"Orotina",9
"4585",2017,9,"Orotina",7
"4586",2017,10,"Orotina",3
"4587",2017,11,"Orotina",6
"4588",2017,12,"Orotina",3
"4589",2018,1,"Orotina",0
"4590",2018,2,"Orotina",0
"4591",2018,3,"Orotina",1
"4592",2018,4,"Orotina",1
"4593",2018,5,"Orotina",0
"4594",2018,6,"Orotina",1
"4595",2018,7,"Orotina",1
"4596",2018,8,"Orotina",3
"4597",2018,9,"Orotina",6
"4598",2018,10,"Orotina",7
"4599",2018,11,"Orotina",6
"4600",2018,12,"Orotina",6
"4601",2019,1,"Orotina",0
"4602",2019,2,"Orotina",0
"4603",2019,3,"Orotina",1
"4604",2019,4,"Orotina",1
"4605",2019,5,"Orotina",0
"4606",2019,6,"Orotina",1
"4607",2019,7,"Orotina",1
"4608",2019,8,"Orotina",5
"4609",2019,9,"Orotina",4
"4610",2019,10,"Orotina",7
"4611",2019,11,"Orotina",8
"4612",2019,12,"Orotina",4
"4613",2020,1,"Orotina",6
"4614",2020,2,"Orotina",3
"4615",2020,3,"Orotina",3
"4616",2020,4,"Orotina",9
"4617",2020,5,"Orotina",49
"4618",2020,6,"Orotina",30
"4619",2020,7,"Orotina",65
"4620",2020,8,"Orotina",30
"4621",2020,9,"Orotina",16
"4622",2020,10,"Orotina",7
"4623",2020,11,"Orotina",11
"4624",2020,12,"Orotina",7
"4625",2021,1,"Orotina",7
"4626",2021,2,"Orotina",5
"4627",2021,3,"Orotina",3
"4628",2021,4,"Orotina",1
"4629",2021,5,"Orotina",0
"4630",2000,1,"Osa",0
"4631",2000,2,"Osa",0
"4632",2000,3,"Osa",0
"4633",2000,4,"Osa",0
"4634",2000,5,"Osa",0
"4635",2000,6,"Osa",0
"4636",2000,7,"Osa",0
"4637",2000,8,"Osa",0
"4638",2000,9,"Osa",0
"4639",2000,10,"Osa",0
"4640",2000,11,"Osa",0
"4641",2000,12,"Osa",0
"4642",2001,1,"Osa",0
"4643",2001,2,"Osa",0
"4644",2001,3,"Osa",0
"4645",2001,4,"Osa",0
"4646",2001,5,"Osa",0
"4647",2001,6,"Osa",0
"4648",2001,7,"Osa",0
"4649",2001,8,"Osa",0
"4650",2001,9,"Osa",0
"4651",2001,10,"Osa",0
"4652",2001,11,"Osa",0
"4653",2001,12,"Osa",0
"4654",2002,1,"Osa",0
"4655",2002,2,"Osa",0
"4656",2002,3,"Osa",0
"4657",2002,4,"Osa",0
"4658",2002,5,"Osa",0
"4659",2002,6,"Osa",0
"4660",2002,7,"Osa",0
"4661",2002,8,"Osa",0
"4662",2002,9,"Osa",0
"4663",2002,10,"Osa",0
"4664",2002,11,"Osa",0
"4665",2002,12,"Osa",0
"4666",2003,1,"Osa",0
"4667",2003,2,"Osa",0
"4668",2003,3,"Osa",0
"4669",2003,4,"Osa",0
"4670",2003,5,"Osa",1
"4671",2003,6,"Osa",1
"4672",2003,7,"Osa",12
"4673",2003,8,"Osa",6
"4674",2003,9,"Osa",3
"4675",2003,10,"Osa",1
"4676",2003,11,"Osa",0
"4677",2003,12,"Osa",0
"4678",2004,1,"Osa",0
"4679",2004,2,"Osa",0
"4680",2004,3,"Osa",0
"4681",2004,4,"Osa",0
"4682",2004,5,"Osa",0
"4683",2004,6,"Osa",0
"4684",2004,7,"Osa",0
"4685",2004,8,"Osa",0
"4686",2004,9,"Osa",0
"4687",2004,10,"Osa",0
"4688",2004,11,"Osa",0
"4689",2004,12,"Osa",0
"4690",2005,1,"Osa",0
"4691",2005,2,"Osa",0
"4692",2005,3,"Osa",0
"4693",2005,4,"Osa",0
"4694",2005,5,"Osa",0
"4695",2005,6,"Osa",0
"4696",2005,7,"Osa",0
"4697",2005,8,"Osa",0
"4698",2005,9,"Osa",2
"4699",2005,10,"Osa",2
"4700",2005,11,"Osa",40
"4701",2005,12,"Osa",0
"4702",2006,1,"Osa",0
"4703",2006,2,"Osa",0
"4704",2006,3,"Osa",0
"4705",2006,4,"Osa",0
"4706",2006,5,"Osa",2
"4707",2006,6,"Osa",1
"4708",2006,7,"Osa",9
"4709",2006,8,"Osa",7
"4710",2006,9,"Osa",0
"4711",2006,10,"Osa",0
"4712",2006,11,"Osa",0
"4713",2006,12,"Osa",1
"4714",2007,1,"Osa",2
"4715",2007,2,"Osa",6
"4716",2007,3,"Osa",11
"4717",2007,4,"Osa",3
"4718",2007,5,"Osa",0
"4719",2007,6,"Osa",3
"4720",2007,7,"Osa",1
"4721",2007,8,"Osa",0
"4722",2007,9,"Osa",9
"4723",2007,10,"Osa",2
"4724",2007,11,"Osa",0
"4725",2007,12,"Osa",0
"4726",2008,1,"Osa",0
"4727",2008,2,"Osa",0
"4728",2008,3,"Osa",0
"4729",2008,4,"Osa",0
"4730",2008,5,"Osa",0
"4731",2008,6,"Osa",0
"4732",2008,7,"Osa",0
"4733",2008,8,"Osa",0
"4734",2008,9,"Osa",0
"4735",2008,10,"Osa",0
"4736",2008,11,"Osa",0
"4737",2008,12,"Osa",0
"4738",2009,1,"Osa",6
"4739",2009,2,"Osa",0
"4740",2009,3,"Osa",0
"4741",2009,4,"Osa",0
"4742",2009,5,"Osa",0
"4743",2009,6,"Osa",4
"4744",2009,7,"Osa",66
"4745",2009,8,"Osa",92
"4746",2009,9,"Osa",75
"4747",2009,10,"Osa",101
"4748",2009,11,"Osa",50
"4749",2009,12,"Osa",53
"4750",2010,1,"Osa",63
"4751",2010,2,"Osa",34
"4752",2010,3,"Osa",36
"4753",2010,4,"Osa",25
"4754",2010,5,"Osa",49
"4755",2010,6,"Osa",65
"4756",2010,7,"Osa",45
"4757",2010,8,"Osa",20
"4758",2010,9,"Osa",21
"4759",2010,10,"Osa",30
"4760",2010,11,"Osa",18
"4761",2010,12,"Osa",11
"4762",2011,1,"Osa",0
"4763",2011,2,"Osa",0
"4764",2011,3,"Osa",1
"4765",2011,4,"Osa",0
"4766",2011,5,"Osa",0
"4767",2011,6,"Osa",0
"4768",2011,7,"Osa",0
"4769",2011,8,"Osa",4
"4770",2011,9,"Osa",0
"4771",2011,10,"Osa",1
"4772",2011,11,"Osa",0
"4773",2011,12,"Osa",11
"4774",2012,1,"Osa",13
"4775",2012,2,"Osa",17
"4776",2012,3,"Osa",2
"4777",2012,4,"Osa",2
"4778",2012,5,"Osa",1
"4779",2012,6,"Osa",0
"4780",2012,7,"Osa",4
"4781",2012,8,"Osa",25
"4782",2012,9,"Osa",7
"4783",2012,10,"Osa",7
"4784",2012,11,"Osa",4
"4785",2012,12,"Osa",0
"4786",2013,1,"Osa",27
"4787",2013,2,"Osa",36
"4788",2013,3,"Osa",69
"4789",2013,4,"Osa",115
"4790",2013,5,"Osa",86
"4791",2013,6,"Osa",124
"4792",2013,7,"Osa",107
"4793",2013,8,"Osa",178
"4794",2013,9,"Osa",101
"4795",2013,10,"Osa",64
"4796",2013,11,"Osa",19
"4797",2013,12,"Osa",18
"4798",2014,1,"Osa",10
"4799",2014,2,"Osa",3
"4800",2014,3,"Osa",3
"4801",2014,4,"Osa",0
"4802",2014,5,"Osa",0
"4803",2014,6,"Osa",5
"4804",2014,7,"Osa",8
"4805",2014,8,"Osa",29
"4806",2014,9,"Osa",13
"4807",2014,10,"Osa",26
"4808",2014,11,"Osa",12
"4809",2014,12,"Osa",8
"4810",2015,1,"Osa",6
"4811",2015,2,"Osa",0
"4812",2015,3,"Osa",0
"4813",2015,4,"Osa",1
"4814",2015,5,"Osa",0
"4815",2015,6,"Osa",4
"4816",2015,7,"Osa",19
"4817",2015,8,"Osa",14
"4818",2015,9,"Osa",14
"4819",2015,10,"Osa",31
"4820",2015,11,"Osa",57
"4821",2015,12,"Osa",66
"4822",2016,1,"Osa",57
"4823",2016,2,"Osa",59
"4824",2016,3,"Osa",38
"4825",2016,4,"Osa",44
"4826",2016,5,"Osa",40
"4827",2016,6,"Osa",94
"4828",2016,7,"Osa",121
"4829",2016,8,"Osa",52
"4830",2016,9,"Osa",17
"4831",2016,10,"Osa",16
"4832",2016,11,"Osa",10
"4833",2016,12,"Osa",17
"4834",2017,1,"Osa",0
"4835",2017,2,"Osa",0
"4836",2017,3,"Osa",0
"4837",2017,4,"Osa",0
"4838",2017,5,"Osa",0
"4839",2017,6,"Osa",3
"4840",2017,7,"Osa",3
"4841",2017,8,"Osa",1
"4842",2017,9,"Osa",0
"4843",2017,10,"Osa",0
"4844",2017,11,"Osa",1
"4845",2017,12,"Osa",1
"4846",2018,1,"Osa",0
"4847",2018,2,"Osa",0
"4848",2018,3,"Osa",0
"4849",2018,4,"Osa",0
"4850",2018,5,"Osa",0
"4851",2018,6,"Osa",0
"4852",2018,7,"Osa",0
"4853",2018,8,"Osa",1
"4854",2018,9,"Osa",0
"4855",2018,10,"Osa",0
"4856",2018,11,"Osa",0
"4857",2018,12,"Osa",3
"4858",2019,1,"Osa",0
"4859",2019,2,"Osa",0
"4860",2019,3,"Osa",0
"4861",2019,4,"Osa",0
"4862",2019,5,"Osa",1
"4863",2019,6,"Osa",1
"4864",2019,7,"Osa",1
"4865",2019,8,"Osa",0
"4866",2019,9,"Osa",0
"4867",2019,10,"Osa",0
"4868",2019,11,"Osa",0
"4869",2019,12,"Osa",2
"4870",2020,1,"Osa",3
"4871",2020,2,"Osa",1
"4872",2020,3,"Osa",0
"4873",2020,4,"Osa",0
"4874",2020,5,"Osa",6
"4875",2020,6,"Osa",5
"4876",2020,7,"Osa",0
"4877",2020,8,"Osa",3
"4878",2020,9,"Osa",1
"4879",2020,10,"Osa",0
"4880",2020,11,"Osa",3
"4881",2020,12,"Osa",0
"4882",2021,1,"Osa",3
"4883",2021,2,"Osa",3
"4884",2021,3,"Osa",7
"4885",2021,4,"Osa",6
"4886",2021,5,"Osa",0
"4887",2000,1,"Parrita",0
"4888",2000,2,"Parrita",1
"4889",2000,3,"Parrita",0
"4890",2000,4,"Parrita",0
"4891",2000,5,"Parrita",1
"4892",2000,6,"Parrita",1
"4893",2000,7,"Parrita",0
"4894",2000,8,"Parrita",2
"4895",2000,9,"Parrita",5
"4896",2000,10,"Parrita",2
"4897",2000,11,"Parrita",1
"4898",2000,12,"Parrita",0
"4899",2001,1,"Parrita",0
"4900",2001,2,"Parrita",0
"4901",2001,3,"Parrita",0
"4902",2001,4,"Parrita",0
"4903",2001,5,"Parrita",0
"4904",2001,6,"Parrita",0
"4905",2001,7,"Parrita",15
"4906",2001,8,"Parrita",23
"4907",2001,9,"Parrita",0
"4908",2001,10,"Parrita",3
"4909",2001,11,"Parrita",0
"4910",2001,12,"Parrita",3
"4911",2002,1,"Parrita",1
"4912",2002,2,"Parrita",0
"4913",2002,3,"Parrita",0
"4914",2002,4,"Parrita",0
"4915",2002,5,"Parrita",0
"4916",2002,6,"Parrita",1
"4917",2002,7,"Parrita",0
"4918",2002,8,"Parrita",0
"4919",2002,9,"Parrita",21
"4920",2002,10,"Parrita",1
"4921",2002,11,"Parrita",2
"4922",2002,12,"Parrita",0
"4923",2003,1,"Parrita",0
"4924",2003,2,"Parrita",0
"4925",2003,3,"Parrita",0
"4926",2003,4,"Parrita",0
"4927",2003,5,"Parrita",0
"4928",2003,6,"Parrita",0
"4929",2003,7,"Parrita",8
"4930",2003,8,"Parrita",9
"4931",2003,9,"Parrita",8
"4932",2003,10,"Parrita",6
"4933",2003,11,"Parrita",34
"4934",2003,12,"Parrita",8
"4935",2004,1,"Parrita",0
"4936",2004,2,"Parrita",1
"4937",2004,3,"Parrita",2
"4938",2004,4,"Parrita",13
"4939",2004,5,"Parrita",1
"4940",2004,6,"Parrita",2
"4941",2004,7,"Parrita",8
"4942",2004,8,"Parrita",22
"4943",2004,9,"Parrita",4
"4944",2004,10,"Parrita",1
"4945",2004,11,"Parrita",2
"4946",2004,12,"Parrita",2
"4947",2005,1,"Parrita",0
"4948",2005,2,"Parrita",1
"4949",2005,3,"Parrita",0
"4950",2005,4,"Parrita",5
"4951",2005,5,"Parrita",27
"4952",2005,6,"Parrita",65
"4953",2005,7,"Parrita",123
"4954",2005,8,"Parrita",113
"4955",2005,9,"Parrita",103
"4956",2005,10,"Parrita",53
"4957",2005,11,"Parrita",21
"4958",2005,12,"Parrita",17
"4959",2006,1,"Parrita",3
"4960",2006,2,"Parrita",1
"4961",2006,3,"Parrita",1
"4962",2006,4,"Parrita",2
"4963",2006,5,"Parrita",3
"4964",2006,6,"Parrita",10
"4965",2006,7,"Parrita",20
"4966",2006,8,"Parrita",7
"4967",2006,9,"Parrita",11
"4968",2006,10,"Parrita",2
"4969",2006,11,"Parrita",1
"4970",2006,12,"Parrita",2
"4971",2007,1,"Parrita",2
"4972",2007,2,"Parrita",2
"4973",2007,3,"Parrita",1
"4974",2007,4,"Parrita",2
"4975",2007,5,"Parrita",2
"4976",2007,6,"Parrita",16
"4977",2007,7,"Parrita",19
"4978",2007,8,"Parrita",19
"4979",2007,9,"Parrita",22
"4980",2007,10,"Parrita",18
"4981",2007,11,"Parrita",44
"4982",2007,12,"Parrita",22
"4983",2008,1,"Parrita",30
"4984",2008,2,"Parrita",6
"4985",2008,3,"Parrita",7
"4986",2008,4,"Parrita",6
"4987",2008,5,"Parrita",7
"4988",2008,6,"Parrita",43
"4989",2008,7,"Parrita",66
"4990",2008,8,"Parrita",92
"4991",2008,9,"Parrita",88
"4992",2008,10,"Parrita",42
"4993",2008,11,"Parrita",53
"4994",2008,12,"Parrita",74
"4995",2009,1,"Parrita",86
"4996",2009,2,"Parrita",103
"4997",2009,3,"Parrita",93
"4998",2009,4,"Parrita",136
"4999",2009,5,"Parrita",135
"5000",2009,6,"Parrita",112
"5001",2009,7,"Parrita",91
"5002",2009,8,"Parrita",84
