"ew_start","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max"
2017-12-31,226,226,226,226
2018-01-07,200,200,200,200
2018-01-14,252,252,252,252
2018-01-21,194,194,194,194
2018-01-28,189,189,189,189
2018-02-04,154,154,154,154
2018-02-11,137,137,137,137
2018-02-18,172,172,172,172
2018-02-25,156,156,156,156
2018-03-04,171,171,171,171
2018-03-11,200,200,200,200
2018-03-18,167,167,167,167
2018-03-25,129,129,129,129
2018-04-01,155,155,155,155
2018-04-04,138,138,138,138
2018-04-15,158,158,158,158
2018-04-22,120,120,120,120
2018-04-29,160,160,160,160
2018-05-06,185,185,185,185
2018-05-13,130,130,130,130
2018-05-20,98,98,98,98
2018-05-27,84,84,84,84
2018-06-03,79,79,79,79
2018-06-10,59,59,59,59
2018-06-17,83,83,83,83
2018-06-24,88,88,88,88
2018-07-01,80,80,80,80
2018-07-08,78,78,78,78
2018-07-15,71,71,71,71
2018-07-22,67,67,67,67
2018-07-29,49,49,49,49
2018-08-05,65,65,65,65
2018-08-12,47,47,47,47
2018-08-19,43,43,43,43
2018-08-26,48,48,48,48
2018-09-02,44,44,44,44
2018-09-09,60,60,60,60
2018-09-16,64,64,64,64
2018-09-23,76,76,76,76
2018-09-30,70,70,70,70
2018-10-07,72,72,72,72
2018-10-14,103,103,103,103
2018-10-21,104,104,104,104
2018-10-28,143,143,143,143
2018-11-04,209,209,209,209
2018-11-11,260,260,260,260
2018-11-18,475,475,475,475
2018-11-25,777,777,777,777
2018-12-02,1117,1117,1117,1117
2018-12-09,1131,1131,1131,1131
2018-12-16,857,857,857,857
2018-12-23,793,793,793,793
2018-12-30,841,841,841,841
2019-01-06,866,866,866,866
2019-01-13,1084,1084,1084,1084
2019-01-20,1424,1424,1424,1424
2019-01-27,1837,1837,1837,1837
2019-02-03,2074,2074,2074,2074
2019-02-10,2417,2417,2417,2417
2019-02-17,2725,2725,2725,2725
2019-02-24,3658,3658,3658,3658
2019-03-03,4167,4167,4167,4167
2019-03-10,5111,5111,5111,5111
2019-03-17,4908,4908,4908,4908
2019-03-24,5230,5230,5230,5230
2019-03-31,4636,4636,4636,4636
