Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2023-04-02,80,22
2023-04-09,88,25
2023-04-16,86,23
2023-04-23,87,19
2023-04-30,71,18
2023-05-07,72,20
2023-05-14,54,13
2023-05-21,52,15
2023-05-28,36,9
2023-06-04,27,6
2023-06-11,21,6
2023-06-18,22,4
2023-06-25,17,4
2023-07-02,20,4
2023-07-09,13,3
2023-07-16,12,4
2023-07-23,11,2
2023-07-30,11,3
2023-08-06,9,0
2023-08-13,9,2
2023-08-20,8,0
2023-08-27,11,4
2023-09-03,7,2
2023-09-10,11,2
2023-09-17,10,2
2023-09-24,9,3
2023-10-01,13,3
2023-10-08,9,3
2023-10-15,17,3
2023-10-22,11,3
2023-10-29,10,3
2023-11-05,14,4
2023-11-12,11,4
2023-11-19,13,0
2023-11-26,10,3
2023-12-03,11,2
2023-12-10,12,5
2023-12-17,14,4
2023-12-24,14,5
2023-12-31,18,0
2024-01-07,20,5
2024-01-14,21,5
2024-01-21,29,6
2024-01-28,37,8
2024-02-04,50,9
2024-02-11,71,14
2024-02-18,80,15
2024-02-25,79,14
2024-03-03,79,13
2024-03-10,73,15
2024-03-17,67,12
2024-03-24,60,10
2024-03-31,72,12
2024-04-07,82,11
2024-04-14,66,13
2024-04-21,75,16
2024-04-28,71,15
2024-05-05,54,10
2024-05-12,46,9
2024-05-19,41,8
2024-05-26,24,0
2024-06-02,24,5
2024-06-09,21,4
2024-06-16,20,5
2024-06-23,16,0
2024-06-30,13,3
2024-07-07,9,0
2024-07-14,11,0
2024-07-21,12,0
2024-07-28,9,3
2024-08-04,9,0
2024-08-11,9,0
2024-08-18,14,3
2024-08-25,11,0
2024-09-01,13,0
2024-09-08,11,0
2024-09-15,10,<1
2024-09-22,11,2
2024-09-29,10,2
