Categoria: Todas as categorias

Semana,dengue: (Sergipe),sintomas dengue: (Sergipe)
2019-05-26,46,0
2019-06-02,45,15
2019-06-09,35,14
2019-06-16,35,14
2019-06-23,56,17
2019-06-30,50,23
2019-07-07,51,20
2019-07-14,40,14
2019-07-21,61,11
2019-07-28,49,14
2019-08-04,45,12
2019-08-11,34,12
2019-08-18,33,9
2019-08-25,35,13
2019-09-01,31,0
2019-09-08,37,11
2019-09-15,29,0
2019-09-22,23,0
2019-09-29,33,0
2019-10-06,22,0
2019-10-13,13,0
2019-10-20,19,15
2019-10-27,14,0
2019-11-03,18,0
2019-11-10,15,0
2019-11-17,0,0
2019-11-24,10,0
2019-12-01,10,0
2019-12-08,0,0
2019-12-15,0,0
2019-12-22,0,0
2019-12-29,0,0
2020-01-05,0,0
2020-01-12,0,0
2020-01-19,0,0
2020-01-26,8,0
2020-02-02,10,0
2020-02-09,13,0
2020-02-16,15,0
2020-02-23,14,0
2020-03-01,18,0
2020-03-08,19,0
2020-03-15,23,0
2020-03-22,19,0
2020-03-29,17,0
2020-04-05,22,0
2020-04-12,21,0
2020-04-19,11,0
2020-04-26,12,0
2020-05-03,16,0
2020-05-10,16,0
2020-05-17,20,8
2020-05-24,22,9
2020-05-31,25,9
2020-06-07,29,11
2020-06-14,33,13
2020-06-21,33,10
2020-06-28,35,14
2020-07-05,34,8
2020-07-12,25,0
2020-07-19,24,0
2020-07-26,23,7
2020-08-02,22,7
2020-08-09,22,0
2020-08-16,11,0
2020-08-23,12,0
2020-08-30,10,0
2020-09-06,10,0
2020-09-13,0,0
2020-09-20,8,0
2020-09-27,11,0
2020-10-04,12,0
2020-10-11,0,0
2020-10-18,0,0
2020-10-25,8,0
2020-11-01,0,0
2020-11-08,8,0
2020-11-15,0,0
2020-11-22,0,0
2020-11-29,0,0
2020-12-06,9,0
2020-12-13,0,0
2020-12-20,0,0
2020-12-27,0,0
2021-01-03,0,0
2021-01-10,12,0
2021-01-17,7,0
2021-01-24,8,0
2021-01-31,0,0
2021-02-07,0,0
2021-02-14,0,0
2021-02-21,7,0
2021-02-28,9,0
