Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2023-07-02,20,4
2023-07-09,14,3
2023-07-16,11,3
2023-07-23,11,3
2023-07-30,10,3
2023-08-06,9,0
2023-08-13,10,0
2023-08-20,8,0
2023-08-27,11,4
2023-09-03,8,3
2023-09-10,10,0
2023-09-17,11,0
2023-09-24,9,3
2023-10-01,12,5
2023-10-08,10,0
2023-10-15,16,3
2023-10-22,11,3
2023-10-29,10,0
2023-11-05,14,4
2023-11-12,12,4
2023-11-19,12,2
2023-11-26,11,3
2023-12-03,11,3
2023-12-10,11,4
2023-12-17,13,3
2023-12-24,14,6
2023-12-31,18,4
2024-01-07,21,6
2024-01-14,23,5
2024-01-21,29,7
2024-01-28,37,7
2024-02-04,49,8
2024-02-11,72,15
2024-02-18,80,15
2024-02-25,81,13
2024-03-03,79,16
2024-03-10,74,15
2024-03-17,67,13
2024-03-24,59,11
2024-03-31,72,12
2024-04-07,83,12
2024-04-14,68,13
2024-04-21,75,16
2024-04-28,72,14
2024-05-05,54,9
2024-05-12,46,11
2024-05-19,41,7
2024-05-26,23,3
2024-06-02,23,5
2024-06-09,21,5
2024-06-16,20,4
2024-06-23,17,3
2024-06-30,13,0
2024-07-07,10,0
2024-07-14,12,0
2024-07-21,10,0
2024-07-28,8,4
2024-08-04,9,0
2024-08-11,9,0
2024-08-18,12,3
2024-08-25,11,0
2024-09-01,12,3
2024-09-08,11,3
2024-09-15,9,0
