ew_start,ew,sum_of_cases,pop,uf
2024-03-31,202414,61464,11835379,PR
2024-04-07,202415,58866,11835379,PR
2024-04-14,202416,57270,11835379,PR
2024-04-21,202417,47387,11835379,PR
2024-04-28,202418,48516,11835379,PR
2024-05-05,202419,49345,11835379,PR
2024-05-12,202420,40438,11835379,PR
2024-05-19,202421,25936,11835379,PR
2024-05-26,202422,14901,11835379,PR
2024-06-02,202423,10830,11835379,PR
2024-06-09,202424,10730,11835379,PR
2024-06-16,202425,7733,11835379,PR
2024-06-23,202426,2350,11835379,PR
2010-01-03,201001,3058,46289333,SP
2010-01-10,201002,3980,46289333,SP
2010-01-17,201003,4869,46289333,SP
2010-01-24,201004,6445,46289333,SP
2010-01-31,201005,8332,46289333,SP
2010-02-07,201006,10701,46289333,SP
2010-02-14,201007,14241,46289333,SP
2010-02-21,201008,16753,46289333,SP
2010-02-28,201009,18329,46289333,SP
2010-03-07,201010,18488,46289333,SP
2010-03-14,201011,20129,46289333,SP
2010-03-21,201012,19215,46289333,SP
2010-03-28,201013,18691,46289333,SP
2010-04-04,201014,18453,46289333,SP
2010-04-11,201015,14613,46289333,SP
2010-04-18,201016,14567,46289333,SP
2010-04-25,201017,16033,46289333,SP
2010-05-02,201018,13729,46289333,SP
2010-05-09,201019,10006,46289333,SP
2010-05-16,201020,6700,46289333,SP
2010-05-23,201021,5086,46289333,SP
2010-05-30,201022,3441,46289333,SP
2010-06-06,201023,2624,46289333,SP
2010-06-13,201024,2040,46289333,SP
2010-06-20,201025,1702,46289333,SP
2010-06-27,201026,1416,46289333,SP
2010-07-04,201027,1151,46289333,SP
2010-07-11,201028,1125,46289333,SP
2010-07-18,201029,1157,46289333,SP
2010-07-25,201030,1095,46289333,SP
2010-08-01,201031,850,46289333,SP
2010-08-08,201032,907,46289333,SP
2010-08-15,201033,875,46289333,SP
2010-08-22,201034,1044,46289333,SP
2010-08-29,201035,1073,46289333,SP
2010-09-05,201036,1120,46289333,SP
2010-09-12,201037,1253,46289333,SP
2010-09-19,201038,1057,46289333,SP
2010-09-26,201039,863,46289333,SP
2010-10-03,201040,826,46289333,SP
2010-10-10,201041,911,46289333,SP
2010-10-17,201042,1080,46289333,SP
2010-10-24,201043,1052,46289333,SP
2010-10-31,201044,1234,46289333,SP
2010-11-07,201045,1192,46289333,SP
2010-11-14,201046,1337,46289333,SP
2010-11-21,201047,1541,46289333,SP
2010-11-28,201048,1698,46289333,SP
2010-12-05,201049,1711,46289333,SP
2010-12-12,201050,1603,46289333,SP
2010-12-19,201051,1528,46289333,SP
2010-12-26,201052,2059,46289333,SP
2011-01-02,201101,2299,46289333,SP
2011-01-09,201102,2844,46289333,SP
2011-01-16,201103,3562,46289333,SP
2011-01-23,201104,3967,46289333,SP
2011-01-30,201105,4592,46289333,SP
2011-02-06,201106,5592,46289333,SP
2011-02-13,201107,6339,46289333,SP
2011-02-20,201108,7168,46289333,SP
2011-02-27,201109,7367,46289333,SP
2011-03-06,201110,7416,46289333,SP
2011-03-13,201111,10651,46289333,SP
2011-03-20,201112,12374,46289333,SP
2011-03-27,201113,12705,46289333,SP
2011-04-03,201114,15436,46289333,SP
2011-04-10,201115,14737,46289333,SP
2011-04-17,201116,13573,46289333,SP
2011-04-24,201117,15773,46289333,SP
2011-05-01,201118,12636,46289333,SP
2011-05-08,201119,10995,46289333,SP
2011-05-15,201120,9058,46289333,SP
2011-05-22,201121,6153,46289333,SP
2011-05-29,201122,4421,46289333,SP
2011-06-05,201123,2604,46289333,SP
2011-06-12,201124,2076,46289333,SP
2011-06-19,201125,1545,46289333,SP
2011-06-26,201126,1313,46289333,SP
2011-07-03,201127,1165,46289333,SP
2011-07-10,201128,1222,46289333,SP
2011-07-17,201129,1120,46289333,SP
2011-07-24,201130,1126,46289333,SP
2011-07-31,201131,968,46289333,SP
2011-08-07,201132,1175,46289333,SP
2011-08-14,201133,1012,46289333,SP
2011-08-21,201134,1115,46289333,SP
2011-08-28,201135,1096,46289333,SP
2011-09-04,201136,1300,46289333,SP
2011-09-11,201137,1537,46289333,SP
2011-09-18,201138,1700,46289333,SP
2011-09-25,201139,1989,46289333,SP
2011-10-02,201140,1927,46289333,SP
2011-10-09,201141,1744,46289333,SP
2011-10-16,201142,1792,46289333,SP
2011-10-23,201143,1672,46289333,SP
2011-10-30,201144,1438,46289333,SP
2011-11-06,201145,1387,46289333,SP
2011-11-13,201146,1348,46289333,SP
2011-11-20,201147,1612,46289333,SP
2011-11-27,201148,1558,46289333,SP
2011-12-04,201149,1665,46289333,SP
2011-12-11,201150,1802,46289333,SP
2011-12-18,201151,1537,46289333,SP
2011-12-25,201152,1808,46289333,SP
2012-01-01,201201,2818,46289333,SP
2012-01-08,201202,1959,46289333,SP
2012-01-15,201203,1925,46289333,SP
2012-01-22,201204,1963,46289333,SP
2012-01-29,201205,2444,46289333,SP
2012-02-05,201206,2407,46289333,SP
2012-02-12,201207,2350,46289333,SP
2012-02-19,201208,2724,46289333,SP
2012-02-26,201209,3366,46289333,SP
2012-03-04,201210,3629,46289333,SP
2012-03-11,201211,3654,46289333,SP
2012-03-18,201212,3716,46289333,SP
2012-03-25,201213,3416,46289333,SP
2012-04-01,201214,3376,46289333,SP
2012-04-08,201215,4054,46289333,SP
2012-04-15,201216,4315,46289333,SP
2012-04-22,201217,3781,46289333,SP
2012-04-29,201218,3270,46289333,SP
2012-05-06,201219,2694,46289333,SP
2012-05-13,201220,2505,46289333,SP
2012-05-20,201221,2456,46289333,SP
2012-05-27,201222,2358,46289333,SP
2012-06-03,201223,1699,46289333,SP
2012-06-10,201224,2037,46289333,SP
2012-06-17,201225,1817,46289333,SP
2012-06-24,201226,1696,46289333,SP
2012-07-01,201227,1311,46289333,SP
2012-07-08,201228,978,46289333,SP
2012-07-15,201229,866,46289333,SP
2012-07-22,201230,974,46289333,SP
2012-07-29,201231,960,46289333,SP
2012-08-05,201232,862,46289333,SP
2012-08-12,201233,784,46289333,SP
2012-08-19,201234,724,46289333,SP
2012-08-26,201235,688,46289333,SP
2012-09-02,201236,711,46289333,SP
2012-09-09,201237,841,46289333,SP
2012-09-16,201238,715,46289333,SP
2012-09-23,201239,617,46289333,SP
2012-09-30,201240,823,46289333,SP
2012-10-07,201241,744,46289333,SP
2012-10-14,201242,927,46289333,SP
2012-10-21,201243,900,46289333,SP
2012-10-28,201244,975,46289333,SP
2012-11-04,201245,994,46289333,SP
2012-11-11,201246,885,46289333,SP
2012-11-18,201247,1161,46289333,SP
2012-11-25,201248,1208,46289333,SP
2012-12-02,201249,1215,46289333,SP
2012-12-09,201250,1187,46289333,SP
2012-12-16,201251,1263,46289333,SP
2012-12-23,201252,1593,46289333,SP
2012-12-30,201301,2628,46289333,SP
2013-01-06,201302,3944,46289333,SP
2013-01-13,201303,4989,46289333,SP
2013-01-20,201304,6565,46289333,SP
2013-01-27,201305,8470,46289333,SP
2013-02-03,201306,8990,46289333,SP
2013-02-10,201307,11238,46289333,SP
2013-02-17,201308,16560,46289333,SP
2013-02-24,201309,21801,46289333,SP
2013-03-03,201310,25478,46289333,SP
2013-03-10,201311,31004,46289333,SP
2013-03-17,201312,30118,46289333,SP
2013-03-24,201313,25614,46289333,SP
2013-03-31,201314,32061,46289333,SP
2013-04-07,201315,33158,46289333,SP
2013-04-14,201316,30401,46289333,SP
2013-04-21,201317,20909,46289333,SP
2013-04-28,201318,15716,46289333,SP
2013-05-05,201319,14299,46289333,SP
2013-05-12,201320,12155,46289333,SP
2013-05-19,201321,7953,46289333,SP
2013-05-26,201322,4930,46289333,SP
2013-06-02,201323,4538,46289333,SP
2013-06-09,201324,3764,46289333,SP
2013-06-16,201325,2887,46289333,SP
2013-06-23,201326,2061,46289333,SP
2013-06-30,201327,1671,46289333,SP
2013-07-07,201328,1512,46289333,SP
2013-07-14,201329,1155,46289333,SP
2013-07-21,201330,664,46289333,SP
2013-07-28,201331,866,46289333,SP
2013-08-04,201332,1006,46289333,SP
2013-08-11,201333,718,46289333,SP
2013-08-18,201334,756,46289333,SP
2013-08-25,201335,689,46289333,SP
2013-09-01,201336,716,46289333,SP
2013-09-08,201337,770,46289333,SP
2013-09-15,201338,860,46289333,SP
2013-09-22,201339,720,46289333,SP
2013-09-29,201340,742,46289333,SP
2013-10-06,201341,784,46289333,SP
2013-10-13,201342,868,46289333,SP
2013-10-20,201343,967,46289333,SP
2013-10-27,201344,962,46289333,SP
2013-11-03,201345,940,46289333,SP
2013-11-10,201346,1036,46289333,SP
2013-11-17,201347,1194,46289333,SP
2013-11-24,201348,1247,46289333,SP
2013-12-01,201349,1358,46289333,SP
2013-12-08,201350,1365,46289333,SP
2013-12-15,201351,1177,46289333,SP
2013-12-22,201352,1006,46289333,SP
2013-12-29,201401,825,46289333,SP
2014-01-05,201402,1691,46289333,SP
2014-01-12,201403,2104,46289333,SP
2014-01-19,201404,2450,46289333,SP
2014-01-26,201405,3119,46289333,SP
2014-02-02,201406,3761,46289333,SP
2014-02-09,201407,5387,46289333,SP
2014-02-16,201408,6264,46289333,SP
2014-02-23,201409,6191,46289333,SP
2014-03-02,201410,7441,46289333,SP
2014-03-09,201411,9887,46289333,SP
2014-03-16,201412,13267,46289333,SP
2014-03-23,201413,18658,46289333,SP
2014-03-30,201414,22904,46289333,SP
2014-04-06,201415,29932,46289333,SP
2014-04-13,201416,32944,46289333,SP
2014-04-20,201417,32926,46289333,SP
2014-04-27,201418,29339,46289333,SP
2014-05-04,201419,24485,46289333,SP
2014-05-11,201420,22637,46289333,SP
2014-05-18,201421,16599,46289333,SP
2014-05-25,201422,12031,46289333,SP
2014-06-01,201423,8785,46289333,SP
2014-06-08,201424,6797,46289333,SP
2014-06-15,201425,5408,46289333,SP
2014-06-22,201426,4498,46289333,SP
2014-06-29,201427,3697,46289333,SP
2014-07-06,201428,2828,46289333,SP
2014-07-13,201429,2597,46289333,SP
2014-07-20,201430,2337,46289333,SP
2014-07-27,201431,2028,46289333,SP
2014-08-03,201432,1776,46289333,SP
2014-08-10,201433,1720,46289333,SP
2014-08-17,201434,1735,46289333,SP
2014-08-24,201435,1626,46289333,SP
2014-08-31,201436,1612,46289333,SP
2014-09-07,201437,1739,46289333,SP
2014-09-14,201438,1775,46289333,SP
2014-09-21,201439,1744,46289333,SP
2014-09-28,201440,1785,46289333,SP
2014-10-05,201441,2022,46289333,SP
2014-10-12,201442,2121,46289333,SP
2014-10-19,201443,1884,46289333,SP
2014-10-26,201444,1919,46289333,SP
2014-11-02,201445,2037,46289333,SP
2014-11-09,201446,1982,46289333,SP
2014-11-16,201447,2015,46289333,SP
2014-11-23,201448,2032,46289333,SP
2014-11-30,201449,2206,46289333,SP
2014-12-07,201450,2401,46289333,SP
2014-12-14,201451,2334,46289333,SP
2014-12-21,201452,2471,46289333,SP
2014-12-28,201453,1384,46289333,SP
2015-01-04,201501,7304,46289333,SP
2015-01-11,201502,10147,46289333,SP
2015-01-18,201503,17123,46289333,SP
2015-01-25,201504,23683,46289333,SP
2015-02-01,201505,31044,46289333,SP
2015-02-08,201506,34317,46289333,SP
2015-02-15,201507,41994,46289333,SP
2015-02-22,201508,53491,46289333,SP
2015-03-01,201509,67725,46289333,SP
2015-03-08,201510,77585,46289333,SP
2015-03-15,201511,82353,46289333,SP
2015-03-22,201512,72954,46289333,SP
2015-03-29,201513,62177,46289333,SP
2015-04-05,201514,70296,46289333,SP
2015-04-12,201515,62834,46289333,SP
2015-04-19,201516,57856,46289333,SP
2015-04-26,201517,50920,46289333,SP
2015-05-03,201518,38834,46289333,SP
2015-05-10,201519,27029,46289333,SP
2015-05-17,201520,19547,46289333,SP
2015-05-24,201521,13853,46289333,SP
2015-05-31,201522,9858,46289333,SP
2015-06-07,201523,7929,46289333,SP
2015-06-14,201524,6075,46289333,SP
2015-06-21,201525,4037,46289333,SP
2015-06-28,201526,3280,46289333,SP
2015-07-05,201527,2231,46289333,SP
2015-07-12,201528,2446,46289333,SP
2015-07-19,201529,2329,46289333,SP
2015-07-26,201530,2114,46289333,SP
2015-08-02,201531,1786,46289333,SP
2015-08-09,201532,1815,46289333,SP
2015-08-16,201533,1643,46289333,SP
2015-08-23,201534,1380,46289333,SP
2015-08-30,201535,1402,46289333,SP
2015-09-06,201536,1255,46289333,SP
2015-09-13,201537,1906,46289333,SP
2015-09-20,201538,2122,46289333,SP
2015-09-27,201539,2081,46289333,SP
2015-10-04,201540,2146,46289333,SP
2015-10-11,201541,2392,46289333,SP
2015-10-18,201542,2492,46289333,SP
2015-10-25,201543,2255,46289333,SP
2015-11-01,201544,2810,46289333,SP
2015-11-08,201545,3438,46289333,SP
2015-11-15,201546,3721,46289333,SP
2015-11-22,201547,4442,46289333,SP
2015-11-29,201548,5324,46289333,SP
2015-12-06,201549,6532,46289333,SP
2015-12-13,201550,6708,46289333,SP
2015-12-20,201551,6387,46289333,SP
2015-12-27,201552,5287,46289333,SP
2016-01-03,201601,12634,46289333,SP
2016-01-10,201602,14403,46289333,SP
2016-01-17,201603,16264,46289333,SP
2016-01-24,201604,18368,46289333,SP
2016-01-31,201605,19362,46289333,SP
2016-02-07,201606,23308,46289333,SP
2016-02-14,201607,25131,46289333,SP
2016-02-21,201608,25372,46289333,SP
2016-02-28,201609,25931,46289333,SP
2016-03-06,201610,24939,46289333,SP
2016-03-13,201611,24264,46289333,SP
2016-03-20,201612,22066,46289333,SP
2016-03-27,201613,22206,46289333,SP
2016-04-03,201614,19315,46289333,SP
2016-04-10,201615,16339,46289333,SP
2016-04-17,201616,13313,46289333,SP
2016-04-24,201617,10039,46289333,SP
2016-05-01,201618,7204,46289333,SP
2016-05-08,201619,5121,46289333,SP
2016-05-15,201620,3654,46289333,SP
2016-05-22,201621,2401,46289333,SP
2016-05-29,201622,1937,46289333,SP
2016-06-05,201623,1260,46289333,SP
2016-06-12,201624,1174,46289333,SP
2016-06-19,201625,922,46289333,SP
2016-06-26,201626,1021,46289333,SP
2016-07-03,201627,1111,46289333,SP
2016-07-10,201628,1009,46289333,SP
2016-07-17,201629,724,46289333,SP
2016-07-24,201630,852,46289333,SP
2016-07-31,201631,862,46289333,SP
2016-08-07,201632,839,46289333,SP
2016-08-14,201633,876,46289333,SP
2016-08-21,201634,897,46289333,SP
2016-08-28,201635,832,46289333,SP
2016-09-04,201636,996,46289333,SP
2016-09-11,201637,1150,46289333,SP
2016-09-18,201638,1017,46289333,SP
2016-09-25,201639,1124,46289333,SP
2016-10-02,201640,1147,46289333,SP
2016-10-09,201641,1467,46289333,SP
2016-10-16,201642,1832,46289333,SP
2016-10-23,201643,1737,46289333,SP
2016-10-30,201644,1887,46289333,SP
2016-11-06,201645,2063,46289333,SP
2016-11-13,201646,2156,46289333,SP
2016-11-20,201647,2202,46289333,SP
2016-11-27,201648,2286,46289333,SP
2016-12-04,201649,2168,46289333,SP
2016-12-11,201650,1958,46289333,SP
2016-12-18,201651,1879,46289333,SP
2016-12-25,201652,5233,46289333,SP
2017-01-01,201701,2500,46289333,SP
2017-01-08,201702,2268,46289333,SP
2017-01-15,201703,2227,46289333,SP
2017-01-22,201704,2565,46289333,SP
2017-01-29,201705,2833,46289333,SP
2017-02-05,201706,2925,46289333,SP
2017-02-12,201707,2944,46289333,SP
2017-02-19,201708,2439,46289333,SP
2017-02-26,201709,2583,46289333,SP
2017-03-05,201710,2695,46289333,SP
2017-03-12,201711,2599,46289333,SP
2017-03-19,201712,2479,46289333,SP
2017-03-26,201713,2208,46289333,SP
2017-04-02,201714,2255,46289333,SP
2017-04-09,201715,2003,46289333,SP
2017-04-16,201716,1853,46289333,SP
2017-04-23,201717,1371,46289333,SP
2017-04-30,201718,1411,46289333,SP
2017-05-07,201719,1373,46289333,SP
2017-05-14,201720,1163,46289333,SP
2017-05-21,201721,1294,46289333,SP
2017-05-28,201722,1156,46289333,SP
2017-06-04,201723,955,46289333,SP
2017-06-11,201724,788,46289333,SP
2017-06-18,201725,830,46289333,SP
2017-06-25,201726,672,46289333,SP
2017-07-02,201727,573,46289333,SP
2017-07-09,201728,592,46289333,SP
2017-07-16,201729,533,46289333,SP
2017-07-23,201730,578,46289333,SP
2017-07-30,201731,626,46289333,SP
2017-08-06,201732,666,46289333,SP
2017-08-13,201733,606,46289333,SP
2017-08-20,201734,800,46289333,SP
2017-08-27,201735,979,46289333,SP
2017-09-03,201736,1061,46289333,SP
2017-09-10,201737,1410,46289333,SP
2017-09-17,201738,1616,46289333,SP
2017-09-24,201739,1622,46289333,SP
2017-10-01,201740,1845,46289333,SP
2017-10-08,201741,1833,46289333,SP
2017-10-15,201742,1920,46289333,SP
2017-10-22,201743,1658,46289333,SP
2017-10-29,201744,1658,46289333,SP
2017-11-05,201745,1746,46289333,SP
2017-11-12,201746,1562,46289333,SP
2017-11-19,201747,1568,46289333,SP
2017-11-26,201748,1765,46289333,SP
2017-12-03,201749,1706,46289333,SP
2017-12-10,201750,1684,46289333,SP
2017-12-17,201751,1339,46289333,SP
2017-12-24,201752,1305,46289333,SP
2017-12-31,201801,2447,46289333,SP
2018-01-07,201802,2149,46289333,SP
2018-01-14,201803,2662,46289333,SP
2018-01-21,201804,2425,46289333,SP
2018-01-28,201805,2546,46289333,SP
2018-02-04,201806,2080,46289333,SP
2018-02-11,201807,2101,46289333,SP
2018-02-18,201808,2176,46289333,SP
2018-02-25,201809,2150,46289333,SP
2018-03-04,201810,2115,46289333,SP
2018-03-11,201811,2145,46289333,SP
2018-03-18,201812,2014,46289333,SP
2018-03-25,201813,1840,46289333,SP
2018-04-01,201814,2102,46289333,SP
2018-04-04,201815,2057,46289333,SP
2018-04-15,201816,1875,46289333,SP
2018-04-22,201817,1609,46289333,SP
2018-04-29,201818,1986,46289333,SP
2018-05-06,201819,1809,46289333,SP
2018-05-13,201820,1515,46289333,SP
2018-05-20,201821,1203,46289333,SP
2018-05-27,201822,1020,46289333,SP
2018-06-03,201823,1029,46289333,SP
2018-06-10,201824,1149,46289333,SP
2018-06-17,201825,1046,46289333,SP
2018-06-24,201826,976,46289333,SP
2018-07-01,201827,798,46289333,SP
2018-07-08,201828,616,46289333,SP
2018-07-15,201829,728,46289333,SP
2018-07-22,201830,665,46289333,SP
2018-07-29,201831,630,46289333,SP
2018-08-05,201832,570,46289333,SP
2018-08-12,201833,692,46289333,SP
2018-08-19,201834,686,46289333,SP
2018-08-26,201835,689,46289333,SP
2018-09-02,201836,586,46289333,SP
2018-09-09,201837,705,46289333,SP
2018-09-16,201838,764,46289333,SP
2018-09-23,201839,869,46289333,SP
2018-09-30,201840,902,46289333,SP
2018-10-07,201841,906,46289333,SP
2018-10-14,201842,1127,46289333,SP
2018-10-21,201843,1071,46289333,SP
2018-10-28,201844,1168,46289333,SP
2018-11-04,201845,1256,46289333,SP
2018-11-11,201846,1384,46289333,SP
2018-11-18,201847,1579,46289333,SP
2018-11-25,201848,1823,46289333,SP
2018-12-02,201849,2062,46289333,SP
2018-12-09,201850,2438,46289333,SP
2018-12-16,201851,2378,46289333,SP
2018-12-23,201852,2781,46289333,SP
2018-12-30,201901,5114,46289333,SP
2019-01-06,201902,5456,46289333,SP
2019-01-13,201903,7516,46289333,SP
2019-01-20,201904,10340,46289333,SP
2019-01-27,201905,13086,46289333,SP
2019-02-03,201906,16461,46289333,SP
2019-02-10,201907,18431,46289333,SP
2019-02-17,201908,20004,46289333,SP
2019-02-24,201909,18661,46289333,SP
2019-03-03,201910,20987,46289333,SP
2019-03-10,201911,24919,46289333,SP
2019-03-17,201912,28644,46289333,SP
2019-03-24,201913,32768,46289333,SP
2019-03-31,201914,36380,46289333,SP
2019-04-07,201915,39843,46289333,SP
2019-04-14,201916,41134,46289333,SP
2019-04-21,201917,44071,46289333,SP
2019-04-28,201918,43621,46289333,SP
2019-05-05,201919,46404,46289333,SP
2019-05-12,201920,43683,46289333,SP
2019-05-19,201921,34550,46289333,SP
2019-05-26,201922,25825,46289333,SP
2019-06-02,201923,19183,46289333,SP
2019-06-09,201924,16264,46289333,SP
2019-06-16,201925,12701,46289333,SP
2019-06-23,201926,11065,46289333,SP
2019-06-30,201927,6722,46289333,SP
2019-07-07,201928,5116,46289333,SP
2019-07-14,201929,3956,46289333,SP
2019-07-21,201930,3651,46289333,SP
2019-07-28,201931,3051,46289333,SP
2019-08-04,201932,2928,46289333,SP
2019-08-11,201933,2527,46289333,SP
2019-08-18,201934,2241,46289333,SP
2019-08-25,201935,2158,46289333,SP
2019-09-01,201936,2100,46289333,SP
2019-09-08,201937,2567,46289333,SP
2019-09-15,201938,2764,46289333,SP
2019-09-22,201939,2274,46289333,SP
2019-09-29,201940,2650,46289333,SP
2019-10-06,201941,2579,46289333,SP
2019-10-13,201942,2644,46289333,SP
2019-10-20,201943,2490,46289333,SP
2019-10-27,201944,2840,46289333,SP
2019-11-03,201945,2808,46289333,SP
2019-11-10,201946,2673,46289333,SP
2019-11-17,201947,3125,46289333,SP
2019-11-24,201948,3138,46289333,SP
2019-12-01,201949,3529,46289333,SP
2019-12-08,201950,3896,46289333,SP
2019-12-15,201951,3725,46289333,SP
2019-12-22,201952,3097,46289333,SP
2019-12-29,202001,4774,46289333,SP
2020-01-05,202002,9882,46289333,SP
2020-01-12,202003,13397,46289333,SP
2020-01-19,202004,17073,46289333,SP
2020-01-26,202005,19271,46289333,SP
2020-02-02,202006,24458,46289333,SP
2020-02-09,202007,27261,46289333,SP
2020-02-16,202008,23253,46289333,SP
2020-02-23,202009,23115,46289333,SP
2020-03-01,202010,24568,46289333,SP
2020-03-08,202011,22250,46289333,SP
2020-03-15,202012,15019,46289333,SP
2020-03-22,202013,13470,46289333,SP
2020-03-29,202014,12510,46289333,SP
2020-04-05,202015,11628,46289333,SP
2020-04-12,202016,11750,46289333,SP
2020-04-19,202017,10905,46289333,SP
2020-04-26,202018,10264,46289333,SP
2020-05-03,202019,9139,46289333,SP
2020-05-10,202020,7969,46289333,SP
2020-05-17,202021,5854,46289333,SP
2020-05-24,202022,4570,46289333,SP
2020-05-31,202023,4733,46289333,SP
2020-06-07,202024,4871,46289333,SP
2020-06-14,202025,4934,46289333,SP
2020-06-21,202026,3997,46289333,SP
2020-06-28,202027,3513,46289333,SP
2020-07-05,202028,3709,46289333,SP
2020-07-12,202029,3094,46289333,SP
2020-07-19,202030,2730,46289333,SP
2020-07-26,202031,2362,46289333,SP
2020-08-02,202032,2040,46289333,SP
2020-08-09,202033,2118,46289333,SP
2020-08-16,202034,1416,46289333,SP
2020-08-23,202035,1617,46289333,SP
2020-08-30,202036,1734,46289333,SP
2020-09-06,202037,1888,46289333,SP
2020-09-13,202038,1763,46289333,SP
2020-09-20,202039,1869,46289333,SP
2020-09-27,202040,1885,46289333,SP
2020-10-04,202041,1673,46289333,SP
2020-10-11,202042,1590,46289333,SP
2020-10-18,202043,1738,46289333,SP
2020-10-25,202044,1367,46289333,SP
2020-11-01,202045,1648,46289333,SP
2020-11-08,202046,1856,46289333,SP
2020-11-15,202047,1863,46289333,SP
2020-11-22,202048,2023,46289333,SP
2020-11-29,202049,2103,46289333,SP
2020-12-06,202050,2120,46289333,SP
2020-12-13,202051,2109,46289333,SP
2020-12-20,202052,2032,46289333,SP
2020-12-27,202053,1720,46289333,SP
2021-01-03,202101,3784,46289333,SP
2021-01-10,202102,3968,46289333,SP
2021-01-17,202103,4811,46289333,SP
2021-01-24,202104,5531,46289333,SP
2021-01-31,202105,7201,46289333,SP
2021-02-07,202106,8651,46289333,SP
2021-02-14,202107,10653,46289333,SP
2021-02-21,202108,11796,46289333,SP
2021-02-28,202109,14329,46289333,SP
2021-03-07,202110,15179,46289333,SP
2021-03-14,202111,16601,46289333,SP
2021-03-21,202112,16294,46289333,SP
2021-03-28,202113,19188,46289333,SP
2021-04-04,202114,21228,46289333,SP
2021-04-11,202115,19210,46289333,SP
2021-04-18,202116,19378,46289333,SP
2021-04-25,202117,17219,46289333,SP
2021-05-02,202118,15240,46289333,SP
2021-05-09,202119,13268,46289333,SP
2021-05-16,202120,10830,46289333,SP
2021-05-23,202121,8846,46289333,SP
2021-05-30,202122,7598,46289333,SP
2021-06-06,202123,6442,46289333,SP
2021-06-13,202124,5017,46289333,SP
2021-06-20,202125,3842,46289333,SP
2021-06-27,202126,2830,46289333,SP
2021-07-04,202127,2647,46289333,SP
2021-07-11,202128,2435,46289333,SP
2021-07-18,202129,1902,46289333,SP
2021-07-25,202130,1526,46289333,SP
2021-08-01,202131,1658,46289333,SP
2021-08-08,202132,1792,46289333,SP
2021-08-15,202133,1961,46289333,SP
2021-08-22,202134,1799,46289333,SP
2021-08-29,202135,1564,46289333,SP
2021-09-05,202136,1821,46289333,SP
2021-09-12,202137,1872,46289333,SP
2021-09-19,202138,1955,46289333,SP
2021-09-26,202139,1771,46289333,SP
2021-10-03,202140,1531,46289333,SP
2021-10-10,202141,1676,46289333,SP
2021-10-17,202142,1652,46289333,SP
2021-10-24,202143,1535,46289333,SP
2021-10-31,202144,1777,46289333,SP
2021-11-07,202145,1728,46289333,SP
2021-11-14,202146,2088,46289333,SP
2021-11-21,202147,2217,46289333,SP
2021-11-28,202148,2567,46289333,SP
2021-12-05,202149,2832,46289333,SP
2021-12-12,202150,2812,46289333,SP
2021-12-19,202151,2192,46289333,SP
2021-12-26,202152,921,46289333,SP
2022-01-02,202201,5337,46289333,SP
2022-01-09,202202,5354,46289333,SP
2022-01-16,202203,5363,46289333,SP
2022-01-23,202204,4846,46289333,SP
2022-01-30,202205,5229,46289333,SP
2022-02-06,202206,6125,46289333,SP
2022-02-13,202207,7263,46289333,SP
2022-02-20,202208,7624,46289333,SP
2022-02-27,202209,12217,46289333,SP
2022-03-06,202210,16796,46289333,SP
2022-03-13,202211,20845,46289333,SP
2022-03-20,202212,26699,46289333,SP
2022-03-27,202213,30865,46289333,SP
2022-04-03,202214,35528,46289333,SP
2022-04-10,202215,38005,46289333,SP
2022-04-17,202216,40618,46289333,SP
2022-04-24,202217,45723,46289333,SP
2022-05-01,202218,49090,46289333,SP
2022-05-08,202219,41564,46289333,SP
2022-05-15,202220,27927,46289333,SP
2022-05-22,202221,23258,46289333,SP
2022-05-29,202222,20192,46289333,SP
2022-06-05,202223,15958,46289333,SP
2022-06-12,202224,11455,46289333,SP
2022-06-19,202225,11456,46289333,SP
2022-06-26,202226,9691,46289333,SP
2022-07-03,202227,8248,46289333,SP
2022-07-10,202228,7369,46289333,SP
2022-07-17,202229,6481,46289333,SP
2022-07-24,202230,5864,46289333,SP
2022-07-31,202231,5519,46289333,SP
2022-08-07,202232,4501,46289333,SP
2022-08-14,202233,4325,46289333,SP
2022-08-21,202234,4281,46289333,SP
2022-08-28,202235,3924,46289333,SP
2022-09-04,202236,4052,46289333,SP
2022-09-11,202237,3879,46289333,SP
2022-09-18,202238,3812,46289333,SP
2022-09-25,202239,3766,46289333,SP
2022-10-02,202240,4297,46289333,SP
2022-10-09,202241,4144,46289333,SP
2022-10-16,202242,4250,46289333,SP
2022-10-23,202243,4138,46289333,SP
2022-10-30,202244,3502,46289333,SP
2022-11-06,202245,3944,46289333,SP
2022-11-13,202246,4062,46289333,SP
2022-11-20,202247,3913,46289333,SP
2022-11-27,202248,3511,46289333,SP
2022-12-04,202249,2760,46289333,SP
2022-12-11,202250,1035,46289333,SP
2022-12-18,202251,253,46289333,SP
2022-12-25,202252,2057,46289333,SP
2023-01-01,202301,7076,46289333,SP
2023-01-08,202302,7570,46289333,SP
2023-01-15,202303,9102,46289333,SP
2023-01-22,202304,11154,46289333,SP
2023-01-29,202305,13352,46289333,SP
2023-02-05,202306,17078,46024937,SP
2023-02-12,202307,18654,46024937,SP
2023-02-19,202308,21524,46024937,SP
2023-02-26,202309,27805,46024937,SP
2023-03-05,202310,32661,46024937,SP
2023-03-12,202311,38086,46024937,SP
2023-03-19,202312,46052,46024937,SP
