ew_start,ew,sum_of_cases,pop,uf
2010-01-03,201001,67,631181,RR
2010-01-10,201002,73,631181,RR
2010-01-17,201003,67,631181,RR
2010-01-24,201004,71,631181,RR
2010-01-31,201005,107,631181,RR
2010-02-07,201006,140,631181,RR
2010-02-14,201007,160,631181,RR
2010-02-21,201008,165,631181,RR
2010-02-28,201009,253,631181,RR
2010-03-07,201010,172,631181,RR
2010-03-14,201011,216,631181,RR
2010-03-21,201012,201,631181,RR
2010-03-28,201013,203,631181,RR
2010-04-04,201014,301,631181,RR
2010-04-11,201015,241,631181,RR
2010-04-18,201016,280,631181,RR
2010-04-25,201017,251,631181,RR
2010-05-02,201018,280,631181,RR
2010-05-09,201019,291,631181,RR
2010-05-16,201020,422,631181,RR
2010-05-23,201021,524,631181,RR
2010-05-30,201022,712,631181,RR
2010-06-06,201023,658,631181,RR
2010-06-13,201024,517,631181,RR
2010-06-20,201025,450,631181,RR
2010-06-27,201026,491,631181,RR
2010-07-04,201027,336,631181,RR
2010-07-11,201028,346,631181,RR
2010-07-18,201029,249,631181,RR
2010-07-25,201030,254,631181,RR
2010-08-01,201031,302,631181,RR
2010-08-08,201032,368,631181,RR
2010-08-15,201033,307,631181,RR
2010-08-22,201034,255,631181,RR
2010-08-29,201035,235,631181,RR
2010-09-05,201036,192,631181,RR
2010-09-12,201037,171,631181,RR
2010-09-19,201038,166,631181,RR
2010-09-26,201039,105,631181,RR
2010-10-03,201040,112,631181,RR
2010-10-10,201041,89,631181,RR
2010-10-17,201042,95,631181,RR
2010-10-24,201043,65,631181,RR
2010-10-31,201044,75,631181,RR
2010-11-07,201045,85,631181,RR
2010-11-14,201046,95,631181,RR
2010-11-21,201047,103,631181,RR
2010-11-28,201048,94,631181,RR
2010-12-05,201049,92,631181,RR
2010-12-12,201050,109,631181,RR
2010-12-19,201051,74,631181,RR
2010-12-26,201052,96,631181,RR
2011-01-02,201101,78,631181,RR
2011-01-09,201102,82,631181,RR
2011-01-16,201103,83,631181,RR
2011-01-23,201104,86,631181,RR
2011-01-30,201105,78,631181,RR
2011-02-06,201106,77,631181,RR
2011-02-13,201107,57,631181,RR
2011-02-20,201108,75,631181,RR
2011-02-27,201109,50,631181,RR
2011-03-06,201110,56,631181,RR
2011-03-13,201111,107,631181,RR
2011-03-20,201112,114,631181,RR
2011-03-27,201113,73,631181,RR
2011-04-03,201114,72,631181,RR
2011-04-10,201115,41,631181,RR
2011-04-17,201116,46,631181,RR
2011-04-24,201117,47,631181,RR
2011-05-01,201118,52,631181,RR
2011-05-08,201119,53,631181,RR
2011-05-15,201120,44,631181,RR
2011-05-22,201121,53,631181,RR
2011-05-29,201122,53,631181,RR
2011-06-05,201123,99,631181,RR
2011-06-12,201124,55,631181,RR
2011-06-19,201125,60,631181,RR
2011-06-26,201126,70,631181,RR
2011-07-03,201127,69,631181,RR
2011-07-10,201128,94,631181,RR
2011-07-17,201129,65,631181,RR
2011-07-24,201130,34,631181,RR
2011-07-31,201131,62,631181,RR
2011-08-07,201132,68,631181,RR
2011-08-14,201133,51,631181,RR
2011-08-21,201134,57,631181,RR
2011-08-28,201135,46,631181,RR
2011-09-04,201136,43,631181,RR
2011-09-11,201137,34,631181,RR
2011-09-18,201138,40,631181,RR
2011-09-25,201139,42,631181,RR
2011-10-02,201140,30,631181,RR
2011-10-09,201141,36,631181,RR
2011-10-16,201142,39,631181,RR
2011-10-23,201143,28,631181,RR
2011-10-30,201144,32,631181,RR
2011-11-06,201145,31,631181,RR
2011-11-13,201146,50,631181,RR
2011-11-20,201147,34,631181,RR
2011-11-27,201148,49,631181,RR
2011-12-04,201149,46,631181,RR
2011-12-11,201150,73,631181,RR
2011-12-18,201151,73,631181,RR
2011-12-25,201152,58,631181,RR
2012-01-01,201201,72,631181,RR
2012-01-08,201202,62,631181,RR
2012-01-15,201203,70,631181,RR
2012-01-22,201204,54,631181,RR
2012-01-29,201205,60,631181,RR
2012-02-05,201206,75,631181,RR
2012-02-12,201207,63,631181,RR
2012-02-19,201208,81,631181,RR
2012-02-26,201209,103,631181,RR
2012-03-04,201210,102,631181,RR
2012-03-11,201211,114,631181,RR
2012-03-18,201212,134,631181,RR
2012-03-25,201213,111,631181,RR
2012-04-01,201214,87,631181,RR
2012-04-08,201215,122,631181,RR
2012-04-15,201216,111,631181,RR
2012-04-22,201217,88,631181,RR
2012-04-29,201218,114,631181,RR
2012-05-06,201219,148,631181,RR
2012-05-13,201220,175,631181,RR
2012-05-20,201221,175,631181,RR
2012-05-27,201222,121,631181,RR
2012-06-03,201223,128,631181,RR
2012-06-10,201224,126,631181,RR
2012-06-17,201225,142,631181,RR
2012-06-24,201226,131,631181,RR
2012-07-01,201227,130,631181,RR
2012-07-08,201228,107,631181,RR
2012-07-15,201229,111,631181,RR
2012-07-22,201230,94,631181,RR
2012-07-29,201231,128,631181,RR
2012-08-05,201232,148,631181,RR
2012-08-12,201233,99,631181,RR
2012-08-19,201234,121,631181,RR
2012-08-26,201235,74,631181,RR
2012-09-02,201236,65,631181,RR
2012-09-09,201237,81,631181,RR
2012-09-16,201238,68,631181,RR
2012-09-23,201239,54,631181,RR
2012-09-30,201240,46,631181,RR
2012-10-07,201241,40,631181,RR
2012-10-14,201242,50,631181,RR
2012-10-21,201243,46,631181,RR
2012-10-28,201244,54,631181,RR
2012-11-04,201245,43,631181,RR
2012-11-11,201246,48,631181,RR
2012-11-18,201247,49,631181,RR
2012-11-25,201248,31,631181,RR
2012-12-02,201249,33,631181,RR
2012-12-09,201250,34,631181,RR
2012-12-16,201251,23,631181,RR
2012-12-23,201252,24,631181,RR
2012-12-30,201301,21,631181,RR
2013-01-06,201302,26,631181,RR
2013-01-13,201303,34,631181,RR
2013-01-20,201304,36,631181,RR
2013-01-27,201305,31,631181,RR
2013-02-03,201306,32,631181,RR
2013-02-10,201307,33,631181,RR
2013-02-17,201308,45,631181,RR
2013-02-24,201309,50,631181,RR
2013-03-03,201310,45,631181,RR
2013-03-10,201311,47,631181,RR
2013-03-17,201312,39,631181,RR
2013-03-24,201313,38,631181,RR
2013-03-31,201314,51,631181,RR
2013-04-07,201315,46,631181,RR
2013-04-14,201316,49,631181,RR
2013-04-21,201317,38,631181,RR
2013-04-28,201318,63,631181,RR
2013-05-05,201319,109,631181,RR
2013-05-12,201320,96,631181,RR
2013-05-19,201321,61,631181,RR
2013-05-26,201322,40,631181,RR
2013-06-02,201323,47,631181,RR
2013-06-09,201324,57,631181,RR
2013-06-16,201325,64,631181,RR
2013-06-23,201326,57,631181,RR
2013-06-30,201327,35,631181,RR
2013-07-07,201328,47,631181,RR
2013-07-14,201329,39,631181,RR
2013-07-21,201330,20,631181,RR
2013-07-28,201331,30,631181,RR
2013-08-04,201332,36,631181,RR
2013-08-11,201333,28,631181,RR
2013-08-18,201334,40,631181,RR
2013-08-25,201335,50,631181,RR
2013-09-01,201336,74,631181,RR
2013-09-08,201337,52,631181,RR
2013-09-15,201338,60,631181,RR
2013-09-22,201339,61,631181,RR
2013-09-29,201340,47,631181,RR
2013-10-06,201341,38,631181,RR
2013-10-13,201342,46,631181,RR
2013-10-20,201343,47,631181,RR
2013-10-27,201344,47,631181,RR
2013-11-03,201345,38,631181,RR
2013-11-10,201346,22,631181,RR
2013-11-17,201347,44,631181,RR
2013-11-24,201348,32,631181,RR
2013-12-01,201349,16,631181,RR
2013-12-08,201350,17,631181,RR
2013-12-15,201351,23,631181,RR
2013-12-22,201352,24,631181,RR
2013-12-29,201401,21,631181,RR
2014-01-05,201402,44,631181,RR
2014-01-12,201403,47,631181,RR
2014-01-19,201404,36,631181,RR
2014-01-26,201405,31,631181,RR
2014-02-02,201406,44,631181,RR
2014-02-09,201407,37,631181,RR
2014-02-16,201408,22,631181,RR
2014-02-23,201409,18,631181,RR
2014-03-02,201410,31,631181,RR
2014-03-09,201411,29,631181,RR
2014-03-16,201412,39,631181,RR
2014-03-23,201413,24,631181,RR
2014-03-30,201414,29,631181,RR
2014-04-06,201415,23,631181,RR
2014-04-13,201416,12,631181,RR
2014-04-20,201417,34,631181,RR
2014-04-27,201418,42,631181,RR
2014-05-04,201419,31,631181,RR
2014-05-11,201420,27,631181,RR
2014-05-18,201421,43,631181,RR
2014-05-25,201422,44,631181,RR
2014-06-01,201423,34,631181,RR
2014-06-08,201424,56,631181,RR
2014-06-15,201425,53,631181,RR
2014-06-22,201426,41,631181,RR
2014-06-29,201427,43,631181,RR
2014-07-06,201428,46,631181,RR
2014-07-13,201429,66,631181,RR
2014-07-20,201430,41,631181,RR
2014-07-27,201431,66,631181,RR
2014-08-03,201432,44,631181,RR
2014-08-10,201433,73,631181,RR
2014-08-17,201434,63,631181,RR
2014-08-24,201435,51,631181,RR
2014-08-31,201436,76,631181,RR
2014-09-07,201437,58,631181,RR
2014-09-14,201438,62,631181,RR
2014-09-21,201439,44,631181,RR
2014-09-28,201440,50,631181,RR
2014-10-05,201441,67,631181,RR
2014-10-12,201442,43,631181,RR
2014-10-19,201443,37,631181,RR
2014-10-26,201444,40,631181,RR
2014-11-02,201445,51,631181,RR
2014-11-09,201446,46,631181,RR
2014-11-16,201447,49,631181,RR
2014-11-23,201448,43,631181,RR
2014-11-30,201449,46,631181,RR
2014-12-07,201450,40,631181,RR
2014-12-14,201451,37,631181,RR
2014-12-21,201452,41,631181,RR
2014-12-28,201453,11,631181,RR
2015-01-04,201501,49,631181,RR
2015-01-11,201502,59,631181,RR
2015-01-18,201503,71,631181,RR
2015-01-25,201504,51,631181,RR
2015-02-01,201505,50,631181,RR
2015-02-08,201506,42,631181,RR
2015-02-15,201507,26,631181,RR
2015-02-22,201508,34,631181,RR
2015-03-01,201509,30,631181,RR
2015-03-08,201510,44,631181,RR
2015-03-15,201511,37,631181,RR
2015-03-22,201512,41,631181,RR
2015-03-29,201513,40,631181,RR
2015-04-05,201514,62,631181,RR
2015-04-12,201515,39,631181,RR
2015-04-19,201516,43,631181,RR
2015-04-26,201517,60,631181,RR
2015-05-03,201518,33,631181,RR
2015-05-10,201519,56,631181,RR
2015-05-17,201520,48,631181,RR
2015-05-24,201521,47,631181,RR
2015-05-31,201522,58,631181,RR
2015-06-07,201523,89,631181,RR
2015-06-14,201524,93,631181,RR
2015-06-21,201525,58,631181,RR
2015-06-28,201526,62,631181,RR
2015-07-05,201527,59,631181,RR
2015-07-12,201528,81,631181,RR
2015-07-19,201529,99,631181,RR
2015-07-26,201530,87,631181,RR
2015-08-02,201531,105,631181,RR
2015-08-09,201532,106,631181,RR
2015-08-16,201533,128,631181,RR
2015-08-23,201534,137,631181,RR
2015-08-30,201535,113,631181,RR
2015-09-06,201536,109,631181,RR
2015-09-13,201537,91,631181,RR
2015-09-20,201538,66,631181,RR
2015-09-27,201539,35,631181,RR
2015-10-04,201540,30,631181,RR
2015-10-11,201541,16,631181,RR
2015-10-18,201542,20,631181,RR
2015-10-25,201543,10,631181,RR
2015-11-01,201544,13,631181,RR
2015-11-08,201545,9,631181,RR
2015-11-15,201546,16,631181,RR
2015-11-22,201547,17,631181,RR
2015-11-29,201548,31,631181,RR
2015-12-06,201549,26,631181,RR
2015-12-13,201550,16,631181,RR
2015-12-20,201551,5,631181,RR
2015-12-27,201552,11,631181,RR
2016-01-03,201601,21,631181,RR
2016-01-10,201602,9,631181,RR
2016-01-17,201603,17,631181,RR
2016-01-24,201604,11,631181,RR
2016-01-31,201605,12,631181,RR
2016-02-07,201606,22,631181,RR
2016-02-14,201607,20,631181,RR
2016-02-21,201608,25,631181,RR
2016-02-28,201609,28,631181,RR
2016-03-06,201610,35,631181,RR
2016-03-13,201611,24,631181,RR
2016-03-20,201612,34,631181,RR
2016-03-27,201613,36,631181,RR
2016-04-03,201614,28,631181,RR
2016-04-10,201615,18,631181,RR
2016-04-17,201616,20,631181,RR
2016-04-24,201617,17,631181,RR
2016-05-01,201618,25,631181,RR
2016-05-08,201619,29,631181,RR
2016-05-15,201620,26,631181,RR
2016-05-22,201621,15,631181,RR
2016-05-29,201622,22,631181,RR
2016-06-05,201623,27,631181,RR
2016-06-12,201624,46,631181,RR
2016-06-19,201625,57,631181,RR
2016-06-26,201626,73,631181,RR
2016-07-03,201627,59,631181,RR
2016-07-10,201628,83,631181,RR
2016-07-17,201629,172,631181,RR
2016-07-24,201630,104,631181,RR
2016-07-31,201631,91,631181,RR
2016-08-07,201632,106,631181,RR
2016-08-14,201633,103,631181,RR
2016-08-21,201634,81,631181,RR
2016-08-28,201635,53,631181,RR
2016-09-04,201636,57,631181,RR
2016-09-11,201637,36,631181,RR
2016-09-18,201638,28,631181,RR
2016-09-25,201639,34,631181,RR
2016-10-02,201640,26,631181,RR
2016-10-09,201641,34,631181,RR
2016-10-16,201642,18,631181,RR
2016-10-23,201643,21,631181,RR
2016-10-30,201644,13,631181,RR
2016-11-06,201645,23,631181,RR
2016-11-13,201646,15,631181,RR
2016-11-20,201647,13,631181,RR
2016-11-27,201648,9,631181,RR
2016-12-04,201649,8,631181,RR
2016-12-11,201650,24,631181,RR
2016-12-18,201651,28,631181,RR
2016-12-25,201652,22,631181,RR
2017-01-01,201701,39,631181,RR
2017-01-08,201702,36,631181,RR
2017-01-15,201703,42,631181,RR
2017-01-22,201704,55,631181,RR
2017-01-29,201705,64,631181,RR
2017-02-05,201706,94,631181,RR
2017-02-12,201707,90,631181,RR
2017-02-19,201708,62,631181,RR
2017-02-26,201709,107,631181,RR
2017-03-05,201710,113,631181,RR
2017-03-12,201711,122,631181,RR
2017-03-19,201712,147,631181,RR
2017-03-26,201713,109,631181,RR
2017-04-02,201714,119,631181,RR
2017-04-09,201715,99,631181,RR
2017-04-16,201716,126,631181,RR
2017-04-23,201717,104,631181,RR
2017-04-30,201718,134,631181,RR
2017-05-07,201719,184,631181,RR
2017-05-14,201720,209,631181,RR
2017-05-21,201721,186,631181,RR
2017-05-28,201722,178,631181,RR
2017-06-04,201723,204,631181,RR
2017-06-11,201724,196,631181,RR
2017-06-18,201725,182,631181,RR
2017-06-25,201726,238,631181,RR
2017-07-02,201727,188,631181,RR
2017-07-09,201728,176,631181,RR
2017-07-16,201729,179,631181,RR
2017-07-23,201730,132,631181,RR
2017-07-30,201731,125,631181,RR
2017-08-06,201732,79,631181,RR
2017-08-13,201733,94,631181,RR
2017-08-20,201734,57,631181,RR
2017-08-27,201735,49,631181,RR
2017-09-03,201736,39,631181,RR
2017-09-10,201737,51,631181,RR
2017-09-17,201738,41,631181,RR
2017-09-24,201739,26,631181,RR
2017-10-01,201740,39,631181,RR
2017-10-08,201741,41,631181,RR
2017-10-15,201742,36,631181,RR
2017-10-22,201743,28,631181,RR
2017-10-29,201744,36,631181,RR
2017-11-05,201745,37,631181,RR
2017-11-12,201746,25,631181,RR
2017-11-19,201747,29,631181,RR
2017-11-26,201748,26,631181,RR
2017-12-03,201749,24,631181,RR
2017-12-10,201750,15,631181,RR
2017-12-17,201751,18,631181,RR
2017-12-24,201752,15,631181,RR
2017-12-31,201801,27,631181,RR
2018-01-07,201802,21,631181,RR
2018-01-14,201803,30,631181,RR
2018-01-21,201804,25,631181,RR
2018-01-28,201805,22,631181,RR
2018-02-04,201806,18,631181,RR
2018-02-11,201807,28,631181,RR
2018-02-18,201808,21,631181,RR
2018-02-25,201809,23,631181,RR
2018-03-04,201810,29,631181,RR
2018-03-11,201811,40,631181,RR
2018-03-18,201812,20,631181,RR
2018-03-25,201813,15,631181,RR
2018-04-01,201814,28,631181,RR
2018-04-04,201815,23,631181,RR
2018-04-15,201816,25,631181,RR
2018-04-22,201817,27,631181,RR
2018-04-29,201818,29,631181,RR
2018-05-06,201819,29,631181,RR
2018-05-13,201820,41,631181,RR
2018-05-20,201821,49,631181,RR
2018-05-27,201822,22,631181,RR
2018-06-03,201823,29,631181,RR
2018-06-10,201824,40,631181,RR
2018-06-17,201825,31,631181,RR
2018-06-24,201826,27,631181,RR
2018-07-01,201827,25,631181,RR
2018-07-08,201828,44,631181,RR
2018-07-15,201829,48,631181,RR
2018-07-22,201830,49,631181,RR
2018-07-29,201831,69,631181,RR
2018-08-05,201832,33,631181,RR
2018-08-12,201833,35,631181,RR
2018-08-19,201834,49,631181,RR
2018-08-26,201835,35,631181,RR
2018-09-02,201836,17,631181,RR
2018-09-09,201837,30,631181,RR
2018-09-16,201838,36,631181,RR
2018-09-23,201839,24,631181,RR
2018-09-30,201840,14,631181,RR
2018-10-07,201841,34,631181,RR
2018-10-14,201842,21,631181,RR
2018-10-21,201843,22,631181,RR
2018-10-28,201844,10,631181,RR
2018-11-04,201845,22,631181,RR
2018-11-11,201846,21,631181,RR
2018-11-18,201847,30,631181,RR
2018-11-25,201848,50,631181,RR
2018-12-02,201849,33,631181,RR
2018-12-09,201850,25,631181,RR
2018-12-16,201851,17,631181,RR
2018-12-23,201852,22,631181,RR
2018-12-30,201901,65,631181,RR
2019-01-06,201902,33,631181,RR
2019-01-13,201903,42,631181,RR
2019-01-20,201904,48,631181,RR
2019-01-27,201905,32,631181,RR
2019-02-03,201906,43,631181,RR
2019-02-10,201907,48,631181,RR
2019-02-17,201908,55,631181,RR
2019-02-24,201909,44,631181,RR
2019-03-03,201910,57,631181,RR
2019-03-10,201911,44,631181,RR
2019-03-17,201912,73,631181,RR
2019-03-24,201913,58,631181,RR
2019-03-31,201914,64,631181,RR
2019-04-07,201915,47,631181,RR
2019-04-14,201916,34,631181,RR
2019-04-21,201917,30,631181,RR
2019-04-28,201918,36,631181,RR
2019-05-05,201919,37,631181,RR
2019-05-12,201920,48,631181,RR
2019-05-19,201921,42,631181,RR
2019-05-26,201922,31,631181,RR
2019-06-02,201923,36,631181,RR
2019-06-09,201924,48,631181,RR
2019-06-16,201925,31,631181,RR
2019-06-23,201926,45,631181,RR
2019-06-30,201927,43,631181,RR
2019-07-07,201928,46,631181,RR
2019-07-14,201929,50,631181,RR
2019-07-21,201930,82,631181,RR
2019-07-28,201931,80,631181,RR
2019-08-04,201932,84,631181,RR
2019-08-11,201933,101,631181,RR
2019-08-18,201934,76,631181,RR
2019-08-25,201935,85,631181,RR
2019-09-01,201936,91,631181,RR
2019-09-08,201937,98,631181,RR
2019-09-15,201938,113,631181,RR
2019-09-22,201939,103,631181,RR
2019-09-29,201940,123,631181,RR
2019-10-06,201941,144,631181,RR
2019-10-13,201942,180,631181,RR
2019-10-20,201943,153,631181,RR
2019-10-27,201944,180,631181,RR
2019-11-03,201945,187,631181,RR
2019-11-10,201946,176,631181,RR
2019-11-17,201947,163,631181,RR
2019-11-24,201948,148,631181,RR
2019-12-01,201949,121,631181,RR
2019-12-08,201950,162,631181,RR
2019-12-15,201951,150,631181,RR
2019-12-22,201952,74,631181,RR
2019-12-29,202001,78,631181,RR
2020-01-05,202002,144,631181,RR
2020-01-12,202003,119,631181,RR
2020-01-19,202004,163,631181,RR
2020-01-26,202005,144,631181,RR
2020-02-02,202006,161,631181,RR
2020-02-09,202007,111,631181,RR
2020-02-16,202008,75,631181,RR
2020-02-23,202009,96,631181,RR
2020-03-01,202010,75,631181,RR
2020-03-08,202011,53,631181,RR
2020-03-15,202012,20,631181,RR
2020-03-22,202013,14,631181,RR
2020-03-29,202014,15,631181,RR
2020-04-05,202015,16,631181,RR
2020-04-12,202016,20,631181,RR
2020-04-19,202017,17,631181,RR
2020-04-26,202018,25,631181,RR
2020-05-03,202019,42,631181,RR
2020-05-10,202020,58,631181,RR
2020-05-17,202021,41,631181,RR
2020-05-24,202022,44,631181,RR
2020-05-31,202023,30,631181,RR
2020-06-07,202024,49,631181,RR
2020-06-14,202025,38,631181,RR
2020-06-21,202026,40,631181,RR
2020-06-28,202027,49,631181,RR
2020-07-05,202028,55,631181,RR
2020-07-12,202029,49,631181,RR
2020-07-19,202030,37,631181,RR
2020-07-26,202031,36,631181,RR
2020-08-02,202032,24,631181,RR
2020-08-09,202033,39,631181,RR
2020-08-16,202034,42,631181,RR
2020-08-23,202035,24,631181,RR
2020-08-30,202036,17,631181,RR
2020-09-06,202037,22,631181,RR
2020-09-13,202038,25,631181,RR
2020-09-20,202039,23,631181,RR
2020-09-27,202040,17,631181,RR
2020-10-04,202041,16,631181,RR
2020-10-11,202042,20,631181,RR
2020-10-18,202043,13,631181,RR
2020-10-25,202044,10,631181,RR
2020-11-01,202045,10,631181,RR
2020-11-08,202046,4,631181,RR
2020-11-15,202047,13,631181,RR
2020-11-22,202048,13,631181,RR
2020-11-29,202049,17,631181,RR
2020-12-06,202050,19,631181,RR
2020-12-13,202051,11,631181,RR
2020-12-20,202052,9,631181,RR
2020-12-27,202053,12,631181,RR
2021-01-03,202101,18,631181,RR
2021-01-10,202102,21,631181,RR
2021-01-17,202103,22,631181,RR
2021-01-24,202104,18,631181,RR
2021-01-31,202105,20,631181,RR
2021-02-07,202106,12,631181,RR
2021-02-14,202107,25,631181,RR
2021-02-21,202108,23,631181,RR
2021-02-28,202109,31,631181,RR
2021-03-07,202110,10,631181,RR
2021-03-14,202111,20,631181,RR
2021-03-21,202112,24,631181,RR
2021-03-28,202113,27,631181,RR
2021-04-04,202114,34,631181,RR
2021-04-11,202115,28,631181,RR
2021-04-18,202116,40,631181,RR
2021-04-25,202117,30,631181,RR
2021-05-02,202118,30,631181,RR
2021-05-09,202119,44,631181,RR
2021-05-16,202120,33,631181,RR
2021-05-23,202121,43,631181,RR
2021-05-30,202122,51,631181,RR
2021-06-06,202123,48,631181,RR
2021-06-13,202124,27,631181,RR
2021-06-20,202125,23,631181,RR
2021-06-27,202126,25,631181,RR
2021-07-04,202127,40,631181,RR
2021-07-11,202128,43,631181,RR
2021-07-18,202129,39,631181,RR
2021-07-25,202130,24,631181,RR
2021-08-01,202131,28,631181,RR
2021-08-08,202132,27,631181,RR
2021-08-15,202133,31,631181,RR
2021-08-22,202134,19,631181,RR
2021-08-29,202135,21,631181,RR
2021-09-05,202136,27,631181,RR
2021-09-12,202137,13,631181,RR
2021-09-19,202138,9,631181,RR
2021-09-26,202139,14,631181,RR
2021-10-03,202140,9,631181,RR
2021-10-10,202141,13,631181,RR
2021-10-17,202142,13,631181,RR
2021-10-24,202143,10,631181,RR
2021-10-31,202144,5,631181,RR
2021-11-07,202145,8,631181,RR
2021-11-14,202146,15,631181,RR
2021-11-21,202147,6,631181,RR
2021-11-28,202148,5,631181,RR
2021-12-05,202149,1,631181,RR
2021-12-12,202150,4,631181,RR
2021-12-19,202151,3,631181,RR
2021-12-26,202152,0,631181,RR
2022-01-02,202201,10,631181,RR
2022-01-09,202202,8,631181,RR
2022-01-16,202203,17,631181,RR
2022-01-23,202204,13,631181,RR
2022-01-30,202205,13,631181,RR
2022-02-06,202206,3,631181,RR
2022-02-13,202207,7,631181,RR
2022-02-20,202208,5,631181,RR
2022-02-27,202209,10,631181,RR
2022-03-06,202210,4,631181,RR
2022-03-13,202211,7,631181,RR
2022-03-20,202212,14,631181,RR
2022-03-27,202213,12,631181,RR
2022-04-03,202214,13,631181,RR
2022-04-10,202215,6,631181,RR
2022-04-17,202216,17,631181,RR
2022-04-24,202217,14,631181,RR
2022-05-01,202218,28,631181,RR
2022-05-08,202219,51,631181,RR
2022-05-15,202220,52,631181,RR
2022-05-22,202221,59,631181,RR
2022-05-29,202222,59,631181,RR
2022-06-05,202223,63,631181,RR
2022-06-12,202224,52,631181,RR
2022-06-19,202225,63,631181,RR
2022-06-26,202226,58,631181,RR
2022-07-03,202227,55,631181,RR
2022-07-10,202228,46,631181,RR
2022-07-17,202229,39,631181,RR
2022-07-24,202230,49,631181,RR
2022-07-31,202231,76,631181,RR
2022-08-07,202232,80,631181,RR
2022-08-14,202233,83,631181,RR
2022-08-21,202234,60,631181,RR
2022-08-28,202235,58,631181,RR
2022-09-04,202236,38,631181,RR
2022-09-11,202237,47,631181,RR
2022-09-18,202238,37,631181,RR
2022-09-25,202239,22,631181,RR
2022-10-02,202240,21,631181,RR
2022-10-09,202241,30,631181,RR
2022-10-16,202242,34,631181,RR
2022-10-23,202243,28,631181,RR
2022-10-30,202244,28,631181,RR
2022-11-06,202245,25,631181,RR
2022-11-13,202246,35,631181,RR
2022-11-20,202247,29,631181,RR
2022-11-27,202248,13,631181,RR
2022-12-04,202249,6,631181,RR
2022-12-11,202250,0,631181,RR
2022-12-18,202251,3,631181,RR
2022-12-25,202252,20,631181,RR
2023-01-01,202301,33,631181,RR
2023-01-08,202302,42,631181,RR
2023-01-15,202303,40,631181,RR
2023-01-22,202304,48,631181,RR
2023-01-29,202305,48,631181,RR
2023-02-05,202306,70,634805,RR
2023-02-12,202307,55,634805,RR
2023-02-19,202308,67,634805,RR
2023-02-26,202309,70,634805,RR
2023-03-05,202310,58,634805,RR
2023-03-12,202311,57,634805,RR
2023-03-19,202312,52,634805,RR
2023-03-26,202313,36,634805,RR
2023-04-02,202314,26,634805,RR
2023-04-09,202315,40,634805,RR
2023-04-16,202316,38,634805,RR
2023-04-23,202317,32,634805,RR
2023-04-30,202318,49,634805,RR
2023-05-07,202319,40,634805,RR
2023-05-14,202320,51,634805,RR
2023-05-21,202321,38,634805,RR
2023-05-28,202322,36,634805,RR
2023-06-04,202323,47,634805,RR
2023-06-11,202324,47,634805,RR
2023-06-18,202325,44,634805,RR
2023-06-25,202326,43,634805,RR
2023-07-02,202327,53,634805,RR
2023-07-09,202328,63,634805,RR
2023-07-16,202329,80,634805,RR
2023-07-23,202330,114,634805,RR
2023-07-30,202331,133,634805,RR
2023-08-06,202332,149,634805,RR
2023-08-13,202333,176,634805,RR
2023-08-20,202334,189,634805,RR
2023-08-27,202335,141,634805,RR
2023-09-03,202336,119,634805,RR
2023-09-10,202337,84,634805,RR
2023-09-17,202338,69,634805,RR
2023-09-24,202339,52,634805,RR
2023-10-01,202340,20,634805,RR
2023-10-08,202341,15,634805,RR
2023-10-15,202342,27,634805,RR
2023-10-22,202343,22,634805,RR
2023-10-29,202344,20,634805,RR
2023-11-05,202345,28,634805,RR
2023-11-12,202346,31,634805,RR
2023-11-19,202347,18,634805,RR
2023-11-26,202348,22,634805,RR
2023-12-03,202349,19,634805,RR
2023-12-10,202350,31,634805,RR
2023-12-17,202351,28,634805,RR
2023-12-24,202352,12,634805,RR
2023-12-31,202401,39,634805,RR
2024-01-07,202402,43,634805,RR
2024-01-14,202403,48,634805,RR
2024-01-21,202404,50,634805,RR
2024-01-28,202405,85,634805,RR
2024-02-04,202406,81,634805,RR
2024-02-11,202407,152,634805,RR
2024-02-18,202408,203,634805,RR
2024-02-25,202409,153,634805,RR
2024-03-03,202410,119,634805,RR
2024-03-10,202411,118,634805,RR
2024-03-17,202412,102,634805,RR
2024-03-24,202413,68,634805,RR
2024-03-31,202414,83,634805,RR
2024-04-07,202415,65,634805,RR
2024-04-14,202416,72,634805,RR
2024-04-21,202417,86,634805,RR
2024-04-28,202418,75,634805,RR
2024-05-05,202419,129,634805,RR
2024-05-12,202420,178,634805,RR
2024-05-19,202421,203,634805,RR
2024-05-26,202422,113,634805,RR
2024-06-02,202423,152,634805,RR
2024-06-09,202424,148,634805,RR
2024-06-16,202425,64,634805,RR
2024-06-23,202426,12,634805,RR
2010-01-03,201001,39,861773,AP
2010-01-10,201002,60,861773,AP
2010-01-17,201003,39,861773,AP
2010-01-24,201004,55,861773,AP
2010-01-31,201005,111,861773,AP
2010-02-07,201006,84,861773,AP
2010-02-14,201007,110,861773,AP
2010-02-21,201008,104,861773,AP
2010-02-28,201009,121,861773,AP
2010-03-07,201010,93,861773,AP
2010-03-14,201011,80,861773,AP
2010-03-21,201012,36,861773,AP
2010-03-28,201013,67,861773,AP
2010-04-04,201014,56,861773,AP
2010-04-11,201015,65,861773,AP
2010-04-18,201016,84,861773,AP
2010-04-25,201017,92,861773,AP
2010-05-02,201018,78,861773,AP
2010-05-09,201019,148,861773,AP
2010-05-16,201020,132,861773,AP
