"ew_start","ew","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","dengue","sintomas.dengue","uf","lwr","upr","prediction"
2019-04-28,201918,136956,136956,136956,NA,21,5,"BR",87492.4,174920,117657.164086146
2019-05-05,201919,141897,141897,141897,NA,20,6,"BR",84931,179161,128234.97778237
2019-05-12,201920,132149,132149,132149,NA,19,5,"BR",79126.8,162870,112165.403236106
2019-05-19,201921,112382,112382,112382,NA,19,5,"BR",79126.8,162870,112165.403236106
2019-05-26,201922,93041,93041,93041,93041,17,4,"BR",69139.8,140554,93349.9482648217
2019-06-02,201923,72283,72283,72283,72283,13,4,"BR",52408.6,116454,82366.4265647404
2019-06-09,201924,57992,57992,57992,57992,11,3,"BR",42421.6,94138,63550.9715934563
2019-06-16,201925,43876,43876,43876,43876,9,3,"BR",34056,82088,58059.2107434156
2019-06-23,201926,38802,38802,38802,38802,9,3,"BR",34056,82088,58059.2107434156
2019-06-30,201927,30071,30071,30071,30071,6,2,"BR",19886.2,53747,36497.8753471112
2019-07-07,201928,23822,23822,23822,23822,5,1,"BR",14082,37456,20428.3008008474
2019-07-14,201929,19640,19640,19640,19640,4,1,"BR",9899.2,31431,17682.4203758271
2019-07-21,201930,17059,17059,17059,17059,4,1,"BR",9899.2,31431,17682.4203758271
2019-07-28,201931,15277,15277,15277,15277,4,1,"BR",9899.2,31431,17682.4203758271
2019-08-04,201932,14213,14213,14213,14213,4,1,"BR",9899.2,31431,17682.4203758271
2019-08-11,201933,12520,12520,12520,12520,4,1,"BR",9899.2,31431,17682.4203758271
2019-08-18,201934,11729,11729,11729,11729,4,1,"BR",9899.2,31431,17682.4203758271
2019-08-25,201935,10705,10705,10705,10705,4,1,"BR",9899.2,31431,17682.4203758271
2019-09-01,201936,10566,10566,10566,10566,3,1,"BR",5716.4,25406,14936.5399508068
2019-09-08,201937,10952,10952,10952,10952,4,1,"BR",9899.2,31431,17682.4203758271
2019-09-15,201938,10636,10636,10636,10636,4,1,"BR",9899.2,31431,17682.4203758271
2019-09-22,201939,9369,9369,9369,9369,3,1,"BR",5716.4,25406,14936.5399508068
2019-09-29,201940,10214,10214,10214,10214,3,1,"BR",5716.4,25406,14936.5399508068
2019-10-06,201941,9648,9648,9648,9648,3,1,"BR",5716.4,25406,14936.5399508068
2019-10-13,201942,9928,9928,9928,9928,3,1,"BR",5716.4,25406,14936.5399508068
2019-10-20,201943,9468,9468,9468,9468,3,1,"BR",5716.4,25406,14936.5399508068
2019-10-27,201944,10137,10137,10137,10137,3,1,"BR",5716.4,25406,14936.5399508068
2019-11-03,201945,10645,10645,10645,10645,4,1,"BR",9899.2,31431,17682.4203758271
2019-11-10,201946,10552,10552,10552,10552,4,1,"BR",9899.2,31431,17682.4203758271
2019-11-17,201947,11844,11844,11844,11844,4,1,"BR",9899.2,31431,17682.4203758271
2019-11-24,201948,12007,12007,12007,12007,3,1,"BR",5716.4,25406,14936.5399508068
2019-12-01,201949,13488,13488,13488,13488,3,1,"BR",5716.4,25406,14936.5399508068
2019-12-08,201950,14688,14688,14688,14688,3,1,"BR",5716.4,25406,14936.5399508068
