"ew_start","ew","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","dengue","sintomas.dengue","uf","lwr","upr","prediction"
2019-03-17,201912,76062,76062,76062,76062,12,3,"BR",31503,90522.6875,66189.2310205871
2019-03-24,201913,86188,86188,86188,86188,15,4,"BR",40611,116092.375,86340.4260477085
2019-03-31,201914,96795,96795,96795,96795,15,4,"BR",40611,116092.375,86340.4260477085
2019-04-07,201915,105085,105085,105085,105085,16,4,"BR",43463.5,123211.625,92298.6970262129
2019-04-14,201916,108245,108245,108245,NA,16,5,"BR",44014,127423.5625,94575.079117821
2019-04-21,201917,122760,122760,122760,NA,19,6,"BR",53122,152993.25,114726.274144942
2019-04-28,201918,125132,125132,125132,NA,20,5,"BR",55424,155900.5625,118408.163031839
2019-05-05,201919,129014,129014,129014,NA,20,5,"BR",55424,155900.5625,118408.163031839
2019-05-12,201920,118531,118531,118531,NA,20,5,"BR",55424,155900.5625,118408.163031839
2019-05-19,201921,98086,98086,98086,NA,19,5,"BR",52571.5,148781.3125,112449.892053334
2019-05-26,201922,77435,77435,77435,77435,16,4,"BR",43463.5,123211.625,92298.6970262129
2019-06-02,201923,58642,58642,58642,58642,14,3,"BR",37208,104761.1875,78105.772977596
2019-06-09,201924,46653,46653,46653,46653,11,3,"BR",28650.5,83403.4375,60230.9600420826
2019-06-16,201925,34874,34874,34874,34874,9,3,"BR",22945.5,69164.9375,48314.4180850738
2019-06-23,201926,30285,30285,30285,30285,8,3,"BR",20093,62045.6875,42356.1471065693
2019-06-30,201927,21914,21914,21914,21914,6,2,"BR",13837.5,43595.25,28163.2230579524
2019-07-07,201928,16817,16817,16817,16817,5,1,"BR",10434.5,32264.0625,19928.5699878398
2019-07-14,201929,13727,13727,13727,13727,4,1,"BR",7582,25144.8125,13970.2990093354
2019-07-21,201930,11884,11884,11884,11884,4,1,"BR",7582,25144.8125,13970.2990093354
2019-07-28,201931,10540,10540,10540,10540,4,1,"BR",7582,25144.8125,13970.2990093354
2019-08-04,201932,9869,9869,9869,9869,4,1,"BR",7582,25144.8125,13970.2990093354
2019-08-11,201933,8835,8835,8835,8835,4,1,"BR",7582,25144.8125,13970.2990093354
2019-08-18,201934,8399,8399,8399,8399,4,1,"BR",7582,25144.8125,13970.2990093354
2019-08-25,201935,7729,7729,7729,7729,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-09-01,201936,7720,7720,7720,7720,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-09-08,201937,8178,8178,8178,8178,4,1,"BR",7582,25144.8125,13970.2990093354
2019-09-15,201938,8021,8021,8021,8021,4,1,"BR",7582,25144.8125,13970.2990093354
2019-09-22,201939,7072,7072,7072,7072,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-09-29,201940,7797,7797,7797,7797,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-10-06,201941,7319,7319,7319,7319,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-10-13,201942,7647,7647,7647,7647,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-10-20,201943,7085,7085,7085,7085,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-10-27,201944,7628,7628,7628,7628,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-11-03,201945,7999,7999,7999,7999,4,1,"BR",7582,25144.8125,13970.2990093354
2019-11-10,201946,7786,7786,7786,7786,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-11-17,201947,8883,8883,8883,8883,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-11-24,201948,9070,9070,9070,9070,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-12-01,201949,10406,10406,10406,10406,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-12-08,201950,11651,11651,11651,11651,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-12-15,201951,11214,11214,11214,11214,3,1,"BR",4729.5,18025.5625,8012.02803083096
2019-12-22,201952,8764,8764,8764,8764,4,1,"BR",7582,25144.8125,13970.2990093354
2019-12-29,202001,12453,12453,12453,12453,4,1,"BR",7582,25144.8125,13970.2990093354
2020-01-05,202002,26160,26160,26160,26160,5,1,"BR",10434.5,32264.0625,19928.5699878398
2020-01-12,202003,34879,34879,34879,34879,6,2,"BR",13837.5,43595.25,28163.2230579524
2020-01-19,202004,44979,44979,44979,44979,6,2,"BR",13837.5,43595.25,28163.2230579524
2020-01-26,202005,50696,50696,50696,50696,8,2,"BR",19542.5,57833.75,40079.7650149612
2020-02-02,202006,64953,64953,64953,64953,9,2,"BR",22395,64953,46038.0359934657
2020-02-09,202007,76348,76348,76348,76348,12,3,"BR",31503,90522.6875,66189.2310205871
2020-02-16,202008,67870,67870,67870,67870,14,4,"BR",37758.5,108973.125,80382.155069204
2020-02-23,202009,69337,69337,69337,69337,13,4,"BR",34906,101853.875,74423.8840906996
2020-03-01,202010,77538,77538,77538,77538,15,4,"BR",40611,116092.375,86340.4260477085
2020-03-08,202011,72403,72403,72403,72403,18,4,"BR",49168.5,137450.125,104215.238983222
2020-03-15,202012,51411,51411,51411,51411,19,5,"BR",52571.5,148781.3125,112449.892053334
2020-03-22,202013,45432,45432,45432,45432,16,4,"BR",43463.5,123211.625,92298.6970262129
2020-03-29,202014,45556,45556,45556,45556,14,3,"BR",37208,104761.1875,78105.772977596
2020-04-05,202015,43194,43194,43194,43194,12,3,"BR",31503,90522.6875,66189.2310205871
2020-04-12,202016,41391,41391,41391,41391,12,3,"BR",31503,90522.6875,66189.2310205871
2020-04-19,202017,38352,38352,38352,38352,10,3,"BR",25798,76284.1875,54272.6890635782
2020-04-26,202018,34805,34805,34805,34805,11,3,"BR",28650.5,83403.4375,60230.9600420826
2020-05-03,202019,31986,31986,31986,31986,10,3,"BR",25798,76284.1875,54272.6890635782
2020-05-10,202020,27899,27899,27899,27899,9,2,"BR",22395,64953,46038.0359934657
2020-05-17,202021,22553,22553,22553,22553,9,2,"BR",22395,64953,46038.0359934657
2020-05-24,202022,17703,17703,17703,17703,7,2,"BR",16690,50714.5,34121.4940364568
2020-05-31,202023,16690,16690,16690,16690,7,2,"BR",16690,50714.5,34121.4940364568
2020-06-07,202024,16018,16018,16018,16018,7,2,"BR",16690,50714.5,34121.4940364568
2020-06-14,202025,17469,17469,17469,17469,6,2,"BR",13837.5,43595.25,28163.2230579524
2020-06-21,202026,14674,14674,14674,14674,6,2,"BR",13837.5,43595.25,28163.2230579524
2020-06-28,202027,13149,13149,13149,13149,5,1,"BR",10434.5,32264.0625,19928.5699878398
2020-07-05,202028,12085,12085,12085,12085,5,1,"BR",10434.5,32264.0625,19928.5699878398
2020-07-12,202029,9942,9942,9942,9942,4,1,"BR",7582,25144.8125,13970.2990093354
2020-07-19,202030,9008,9008,9008,9008,4,1,"BR",7582,25144.8125,13970.2990093354
2020-07-26,202031,7582,7582,7582,7582,4,1,"BR",7582,25144.8125,13970.2990093354
2020-08-02,202032,6633,6633,6633,6633,3,1,"BR",4729.5,18025.5625,8012.02803083096
2020-08-09,202033,6822,6822,6822,6822,3,1,"BR",4729.5,18025.5625,8012.02803083096
2020-08-16,202034,5185,5185,5185,5185,3,1,"BR",4729.5,18025.5625,8012.02803083096
2020-08-23,202035,5137,5137,5137,5137,3,1,"BR",4729.5,18025.5625,8012.02803083096
2020-08-30,202036,5281,5281,5281,5281,2,1,"BR",1877,10906.3125,2053.75705232653
2020-09-06,202037,5551,5551,5551,5551,2,1,"BR",1877,10906.3125,2053.75705232653
2020-09-13,202038,5302,5302,5302,5302,2,1,"BR",1877,10906.3125,2053.75705232653
2020-09-20,202039,5412,5412,5412,5412,3,0,"BR",4179,13813.625,5735.64593922287
2020-09-27,202040,5283,5283,5283,5283,3,0,"BR",4179,13813.625,5735.64593922287
2020-10-04,202041,4889,4889,4889,4889,3,0,"BR",4179,13813.625,5735.64593922287
2020-10-11,202042,4659,4659,4659,4659,2,0,"BR",1326.5,6694.37499999999,0
2020-10-18,202043,4897,4897,4897,4897,2,0,"BR",1326.5,6694.37499999999,0
2020-10-25,202044,4127,4127,4127,4127,2,0,"BR",1326.5,6694.37499999999,0
2020-11-01,202045,5156,5156,5156,5156,2,0,"BR",1326.5,6694.37499999999,0
