"ew_start","ew","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","dengue","sintomas.dengue","uf","lwr","upr","prediction"
2019-03-31,201914,287,287,287,287,19,0,"AC",120,1015,519.732507735848
2019-04-07,201915,217,217,217,217,12,0,"AC",77.9999999999999,746.052631578947,374.47704541519
2019-04-14,201916,184,184,184,184,12,12,"AC",154,825.812030075188,552.726439179593
2019-04-21,201917,160,160,160,160,11,0,"AC",71.9999999999999,707.631578947368,353.726265083668
2019-04-28,201918,196,196,196,196,0,0,"AC",5.99999999999986,285,125.467681436921
2019-05-05,201919,152,152,152,152,0,0,"AC",5.99999999999986,285,125.467681436921
2019-05-12,201920,155,155,155,155,0,0,"AC",5.99999999999986,285,125.467681436921
2019-05-19,201921,137,137,137,137,0,0,"AC",5.99999999999986,285,125.467681436921
2019-05-26,201922,112,112,112,112,0,0,"AC",5.99999999999986,285,125.467681436921
2019-06-02,201923,93,93,93,93,0,0,"AC",5.99999999999986,285,125.467681436921
2019-06-09,201924,106,106,106,106,13,0,"AC",83.9999999999999,784.473684210526,395.227825746713
2019-06-16,201925,87,87,87,87,0,0,"AC",5.99999999999986,285,125.467681436921
2019-06-23,201926,93,93,93,93,0,0,"AC",5.99999999999986,285,125.467681436921
2019-06-30,201927,74,74,74,74,0,0,"AC",5.99999999999986,285,125.467681436921
2019-07-07,201928,86,86,86,86,0,0,"AC",5.99999999999986,285,125.467681436921
2019-07-14,201929,84,84,84,84,0,0,"AC",5.99999999999986,285,125.467681436921
2019-07-21,201930,68,68,68,68,0,0,"AC",5.99999999999986,285,125.467681436921
2019-07-28,201931,102,102,102,102,0,0,"AC",5.99999999999986,285,125.467681436921
2019-08-04,201932,67,67,67,67,0,0,"AC",5.99999999999986,285,125.467681436921
2019-08-11,201933,52,52,52,52,10,0,"AC",65.9999999999999,669.21052631579,332.975484752145
2019-08-18,201934,84,84,84,84,0,0,"AC",5.99999999999986,285,125.467681436921
2019-08-25,201935,91,91,91,91,0,0,"AC",5.99999999999986,285,125.467681436921
2019-09-01,201936,73,73,73,73,0,0,"AC",5.99999999999986,285,125.467681436921
2019-09-08,201937,119,119,119,119,0,0,"AC",5.99999999999986,285,125.467681436921
2019-09-15,201938,103,103,103,103,0,0,"AC",5.99999999999986,285,125.467681436921
2019-09-22,201939,79,79,79,79,0,0,"AC",5.99999999999986,285,125.467681436921
2019-09-29,201940,203,203,203,203,0,0,"AC",5.99999999999986,285,125.467681436921
2019-10-06,201941,285,285,285,285,0,0,"AC",5.99999999999986,285,125.467681436921
2019-10-13,201942,278,278,278,278,9,0,"AC",59.9999999999999,630.78947368421,312.224704420623
2019-10-20,201943,352,352,352,352,0,0,"AC",5.99999999999986,285,125.467681436921
2019-10-27,201944,420,420,420,420,9,0,"AC",59.9999999999999,630.78947368421,312.224704420623
2019-11-03,201945,630,630,630,630,13,0,"AC",83.9999999999999,784.473684210526,395.227825746713
2019-11-10,201946,809,809,809,809,15,0,"AC",95.9999999999999,861.315789473684,436.729386409758
2019-11-17,201947,919,919,919,919,19,0,"AC",120,1015,519.732507735848
2019-11-24,201948,866,866,866,866,18,0,"AC",114,976.578947368421,498.981727404325
2019-12-01,201949,1015,1015,1015,1015,19,0,"AC",120,1015,519.732507735848
2019-12-08,201950,947,947,947,947,35,9,"AC",273,1689.55639097744,985.432038363509
2019-12-15,201951,787,787,787,787,14,0,"AC",89.9999999999999,822.894736842105,415.978606078235
2019-12-22,201952,491,491,491,491,14,21,"AC",223,962.473684210526,727.915045165939
2019-12-29,202001,642,642,642,642,22,0,"AC",138,1130.26315789474,581.984848730415
2020-01-05,202002,975,975,975,975,25,0,"AC",156,1245.52631578947,644.237189724983
2020-01-12,202003,939,939,939,939,11,0,"AC",71.9999999999999,707.631578947368,353.726265083668
2020-01-19,202004,753,753,753,753,19,0,"AC",120,1015,519.732507735848
2020-01-26,202005,718,718,718,718,0,0,"AC",5.99999999999986,285,125.467681436921
2020-02-02,202006,542,542,542,542,12,0,"AC",77.9999999999999,746.052631578947,374.47704541519
2020-02-09,202007,546,546,546,546,19,0,"AC",120,1015,519.732507735848
2020-02-16,202008,386,386,386,386,8,0,"AC",53.9999999999999,592.368421052632,291.4739240891
2020-02-23,202009,331,331,331,331,13,0,"AC",83.9999999999999,784.473684210526,395.227825746713
2020-03-01,202010,304,304,304,304,16,0,"AC",102,899.736842105263,457.48016674128
2020-03-08,202011,267,267,267,267,20,0,"AC",126,1053.42105263158,540.48328806737
2020-03-15,202012,129,129,129,129,24,0,"AC",150,1207.10526315789,623.48640939346
2020-03-22,202013,84,84,84,84,13,0,"AC",83.9999999999999,784.473684210526,395.227825746713
2020-03-29,202014,85,85,85,85,8,0,"AC",53.9999999999999,592.368421052632,291.4739240891
2020-04-05,202015,92,92,92,92,11,0,"AC",71.9999999999999,707.631578947368,353.726265083668
2020-04-12,202016,105,105,105,105,0,0,"AC",5.99999999999986,285,125.467681436921
2020-04-19,202017,92,92,92,92,10,0,"AC",65.9999999999999,669.21052631579,332.975484752145
2020-04-26,202018,183,183,183,183,14,0,"AC",89.9999999999999,822.894736842105,415.978606078235
2020-05-03,202019,224,224,224,224,10,0,"AC",65.9999999999999,669.21052631579,332.975484752145
2020-05-10,202020,441,441,441,441,17,0,"AC",108,938.157894736842,478.230947072803
2020-05-17,202021,312,312,312,312,12,0,"AC",77.9999999999999,746.052631578947,374.47704541519
2020-05-24,202022,302,302,302,302,9,0,"AC",59.9999999999999,630.78947368421,312.224704420623
2020-05-31,202023,257,257,257,257,10,0,"AC",65.9999999999999,669.21052631579,332.975484752145
2020-06-07,202024,283,283,283,283,12,0,"AC",77.9999999999999,746.052631578947,374.47704541519
2020-06-14,202025,224,224,224,224,15,0,"AC",95.9999999999999,861.315789473684,436.729386409758
2020-06-21,202026,123,123,123,123,0,0,"AC",5.99999999999986,285,125.467681436921
2020-06-28,202027,129,129,129,129,7,0,"AC",47.9999999999999,553.947368421053,270.723143757578
2020-07-05,202028,110,110,110,110,9,0,"AC",59.9999999999999,630.78947368421,312.224704420623
2020-07-12,202029,106,106,106,106,7,0,"AC",47.9999999999999,553.947368421053,270.723143757578
2020-07-19,202030,84,84,84,84,0,0,"AC",5.99999999999986,285,125.467681436921
2020-07-26,202031,92,92,92,92,0,0,"AC",5.99999999999986,285,125.467681436921
2020-08-02,202032,74,74,74,74,0,0,"AC",5.99999999999986,285,125.467681436921
2020-08-09,202033,72,72,72,72,7,0,"AC",47.9999999999999,553.947368421053,270.723143757578
2020-08-16,202034,73,73,73,73,0,0,"AC",5.99999999999986,285,125.467681436921
2020-08-23,202035,50,50,50,50,0,0,"AC",5.99999999999986,285,125.467681436921
2020-08-30,202036,78,78,78,78,0,0,"AC",5.99999999999986,285,125.467681436921
2020-09-06,202037,59,59,59,59,14,0,"AC",89.9999999999999,822.894736842105,415.978606078235
2020-09-13,202038,64,64,64,64,0,10,"AC",69.3333333333332,351.466165413534,274.008842907256
2020-09-20,202039,70,70,70,70,0,0,"AC",5.99999999999986,285,125.467681436921
2020-09-27,202040,75,75,75,75,0,0,"AC",5.99999999999986,285,125.467681436921
2020-10-04,202041,64,64,64,64,0,0,"AC",5.99999999999986,285,125.467681436921
2020-10-11,202042,79,79,79,79,0,0,"AC",5.99999999999986,285,125.467681436921
2020-10-18,202043,115,115,115,115,0,0,"AC",5.99999999999986,285,125.467681436921
2020-10-25,202044,114,114,114,114,0,0,"AC",5.99999999999986,285,125.467681436921
2020-11-01,202045,156,156,156,156,0,0,"AC",5.99999999999986,285,125.467681436921
2020-11-08,202046,236,236,236,236,7,0,"AC",47.9999999999999,553.947368421053,270.723143757578
2020-11-15,202047,348,348,348,348,8,0,"AC",53.9999999999999,592.368421052632,291.4739240891
2020-11-22,202048,386,386,386,386,13,0,"AC",83.9999999999999,784.473684210526,395.227825746713
2020-11-29,202049,514,514,514,514,16,0,"AC",102,899.736842105263,457.48016674128
2020-12-06,202050,469,469,469,469,22,0,"AC",138,1130.26315789474,581.984848730415
2020-12-13,202051,575,575,575,575,17,13,"AC",190.333333333333,1024.56390977444,671.334456984238
2020-12-20,202052,641,641,641,641,31,10,"AC",255.333333333333,1542.51879699248,917.283033184453
2020-12-27,202053,649,649,649,649,32,14,"AC",286.666666666667,1607.52631578947,997.450278104109
2021-01-03,202101,1813,1813,1813,1813,43,17,"AC",371.666666666667,2050.0977443609,1270.27121019196
2021-01-10,202102,1816,1816,1816,1816,55,22,"AC",475.333333333333,2544.38345864662,1593.55115490539
2021-01-17,202103,2209,2209,2209,2209,54,18,"AC",444,2479.37593984962,1513.38390998574
2021-01-24,202104,1998,1998,1998,1998,57,14,"AC",436.666666666667,2568.05263157895,1516.21978639217
2021-01-31,202105,1996,1996,1996,1996,67,18,"AC",522,2978.84962406015,1783.14405429553
2021-02-07,202106,1767,1767,1767,1767,59,17,"AC",467.666666666667,2664.83458646617,1602.28369549632
2021-02-14,202107,2060,2060,2060,2060,66,21,"AC",535,2960.36842105263,1806.95562240511
2021-02-21,202108,2066,2066,2066,2066,62,17,"AC",485.666666666667,2780.0977443609,1664.53603649088
2021-02-28,202109,2160,2160,2160,2160,56,19,"AC",462.333333333333,2562.86466165413,1569.73958679582
2021-03-07,202110,1686,1686,1686,1686,48,11,"AC",363.666666666667,2202.32330827068,1284.90041496737
2021-03-14,202111,1200,1200,1200,1200,37,14,"AC",316.666666666667,1799.63157894737,1101.20417976172
2021-03-21,202112,753,753,753,753,29,10,"AC",243.333333333333,1465.67669172932,875.781472521408
2021-03-28,202113,683,683,683,683,30,0,"AC",186,1437.63157894737,747.991091382595
2021-04-04,202114,566,566,566,566,21,0,"AC",132,1091.84210526316,561.234068398893
2021-04-11,202115,539,539,539,539,16,7,"AC",146.333333333333,946.263157894737,561.458979770515
2021-04-18,202116,432,432,432,432,14,8,"AC",140.666666666667,876.067669172932,534.811535254503
2021-04-25,202117,368,368,368,368,11,0,"AC",71.9999999999999,707.631578947368,353.726265083668
2021-05-02,202118,269,269,269,269,0,0,"AC",5.99999999999986,285,125.467681436921
2021-05-09,202119,279,279,279,279,0,0,"AC",5.99999999999986,285,125.467681436921
2021-05-16,202120,217,217,217,217,10,0,"AC",65.9999999999999,669.21052631579,332.975484752145
2021-05-23,202121,181,181,181,181,0,0,"AC",5.99999999999986,285,125.467681436921
2021-05-30,202122,163,163,163,163,9,0,"AC",59.9999999999999,630.78947368421,312.224704420623
2021-06-06,202123,146,146,146,146,9,0,"AC",59.9999999999999,630.78947368421,312.224704420623
2021-06-13,202124,143,143,143,143,0,0,"AC",5.99999999999986,285,125.467681436921
