"ew_start","ew","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","dengue","sintomas.dengue","uf","lwr","upr","prediction"
2019-04-07,201915,113876,113876,113876,113876,17,4,"BR",62762.2222222222,135126.4,85245.1371310166
2019-04-14,201916,117091,117091,117091,NA,17,5,"BR",67931.5555555556,144759,100457.259049079
2019-04-21,201917,133161,133161,133161,NA,22,6,"BR",87828.1111111111,183889.6,124127.405252033
2019-04-28,201918,136956,136956,136956,NA,22,6,"BR",87828.1111111111,183889.6,124127.405252033
2019-05-05,201919,141897,141897,141897,NA,20,5,"BR",76767.8888888889,162457.8,105532.073620014
2019-05-12,201920,132149,132149,132149,NA,21,6,"BR",84882.6666666667,177990,122435.800395055
2019-05-19,201921,112382,112382,112382,NA,20,5,"BR",76767.8888888889,162457.8,105532.073620014
2019-05-26,201922,93041,93041,93041,93041,18,5,"BR",70877,150658.6,102148.863906058
2019-06-02,201923,72283,72283,72283,72283,14,4,"BR",53925.8888888889,117427.6,80170.3225600819
2019-06-09,201924,57992,57992,57992,57992,12,3,"BR",42865.6666666667,95995.8,61574.9909280627
2019-06-16,201925,43876,43876,43876,43876,10,3,"BR",36974.7777777778,84196.6,58191.7812141062
2019-06-23,201926,38802,38802,38802,38802,9,3,"BR",34029.3333333333,78297,56500.1763571279
2019-06-30,201927,30071,30071,30071,30071,7,2,"BR",22969.1111111111,56865.2,37904.8447251087
2019-07-07,201928,23822,23822,23822,23822,5,1,"BR",11908.8888888889,35433.4,19309.5130930896
2019-07-14,201929,19640,19640,19640,19640,5,1,"BR",11908.8888888889,35433.4,19309.5130930896
2019-07-21,201930,17059,17059,17059,17059,4,1,"BR",8963.44444444444,29533.8,17617.9082361113
2019-07-28,201931,15277,15277,15277,15277,4,1,"BR",8963.44444444444,29533.8,17617.9082361113
2019-08-04,201932,14213,14213,14213,14213,4,1,"BR",8963.44444444444,29533.8,17617.9082361113
2019-08-11,201933,12520,12520,12520,12520,4,1,"BR",8963.44444444444,29533.8,17617.9082361113
2019-08-18,201934,11729,11729,11729,11729,4,1,"BR",8963.44444444444,29533.8,17617.9082361113
2019-08-25,201935,10705,10705,10705,10705,4,1,"BR",8963.44444444444,29533.8,17617.9082361113
2019-09-01,201936,10566,10566,10566,10566,3,1,"BR",6018,23634.2,15926.303379133
2019-09-08,201937,10952,10952,10952,10952,4,1,"BR",8963.44444444444,29533.8,17617.9082361113
2019-09-15,201938,10636,10636,10636,10636,4,1,"BR",8963.44444444444,29533.8,17617.9082361113
2019-09-22,201939,9369,9369,9369,9369,3,1,"BR",6018,23634.2,15926.303379133
2019-09-29,201940,10214,10214,10214,10214,3,1,"BR",6018,23634.2,15926.303379133
2019-10-06,201941,9648,9648,9648,9648,3,1,"BR",6018,23634.2,15926.303379133
2019-10-13,201942,9928,9928,9928,9928,3,1,"BR",6018,23634.2,15926.303379133
2019-10-20,201943,9468,9468,9468,9468,4,1,"BR",8963.44444444444,29533.8,17617.9082361113
2019-10-27,201944,10137,10137,10137,10137,3,1,"BR",6018,23634.2,15926.303379133
