"ew_start","ew","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","dengue","sintomas.dengue","uf","lwr","upr","prediction"
2019-03-31,201914,105946,105946,105946,105946,16,4,"BR",54835.2857142857,128743.8,84702.0422427987
2019-04-07,201915,113876,113876,113876,113876,17,4,"BR",57200.1428571429,134539.9,85680.6978331677
2019-04-14,201916,117091,117091,117091,NA,18,5,"BR",65558.7142857143,150210.1,105162.656619602
2019-04-21,201917,133161,133161,133161,NA,21,6,"BR",78647,177472.5,126601.926586775
2019-04-28,201918,136956,136956,136956,NA,22,6,"BR",81011.8571428571,183268.6,127580.582177144
2019-05-05,201919,141897,141897,141897,NA,20,5,"BR",70288.4285714286,161802.3,107119.96780034
2019-05-12,201920,132149,132149,132149,NA,19,6,"BR",73917.2857142857,165880.3,124644.615406037
2019-05-19,201921,112382,112382,112382,NA,20,5,"BR",70288.4285714286,161802.3,107119.96780034
2019-05-26,201922,93041,93041,93041,93041,17,5,"BR",63193.8571428571,144414,104184.001029233
2019-06-02,201923,72283,72283,72283,72283,14,4,"BR",50105.5714285714,117151.6,82744.7310620608
2019-06-09,201924,57992,57992,57992,57992,12,3,"BR",39382.1428571429,95685.3,62284.1166852572
2019-06-16,201925,43876,43876,43876,43876,10,3,"BR",34652.4285714286,84093.1,60326.8055045193
2019-06-23,201926,38802,38802,38802,38802,9,3,"BR",32287.5714285714,78297,59348.1499141503
2019-06-30,201927,30071,30071,30071,30071,7,2,"BR",21564.1428571429,56830.7,38887.5355373467
2019-07-07,201928,23822,23822,23822,23822,5,1,"BR",10840.7142857143,35364.4,18426.921160543
2019-07-14,201929,19640,19640,19640,19640,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-07-21,201930,17059,17059,17059,17059,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-07-28,201931,15277,15277,15277,15277,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-08-04,201932,14213,14213,14213,14213,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-08-11,201933,12520,12520,12520,12520,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-08-18,201934,11729,11729,11729,11729,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-08-25,201935,10705,10705,10705,10705,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-09-01,201936,10566,10566,10566,10566,3,1,"BR",6111,23772.2,16469.6099798051
2019-09-08,201937,10952,10952,10952,10952,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-09-15,201938,10636,10636,10636,10636,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-09-22,201939,9369,9369,9369,9369,3,1,"BR",6111,23772.2,16469.6099798051
2019-09-29,201940,10214,10214,10214,10214,3,1,"BR",6111,23772.2,16469.6099798051
2019-10-06,201941,9648,9648,9648,9648,3,1,"BR",6111,23772.2,16469.6099798051
2019-10-13,201942,9928,9928,9928,9928,3,1,"BR",6111,23772.2,16469.6099798051
2019-10-20,201943,9468,9468,9468,9468,3,1,"BR",6111,23772.2,16469.6099798051
2019-10-27,201944,10137,10137,10137,10137,3,1,"BR",6111,23772.2,16469.6099798051
2019-11-03,201945,10645,10645,10645,10645,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-11-10,201946,10552,10552,10552,10552,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-11-17,201947,11844,11844,11844,11844,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-11-24,201948,12007,12007,12007,12007,3,1,"BR",6111,23772.2,16469.6099798051
2019-12-01,201949,13488,13488,13488,13488,3,1,"BR",6111,23772.2,16469.6099798051
2019-12-08,201950,14688,14688,14688,14688,3,1,"BR",6111,23772.2,16469.6099798051
2019-12-15,201951,13930,13930,13930,13930,3,1,"BR",6111,23772.2,16469.6099798051
2019-12-22,201952,10961,10961,10961,10961,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2019-12-29,202001,14880,14880,14880,14880,4,1,"BR",8475.85714285714,29568.3,17448.2655701741
2020-01-05,202002,30642,30642,30642,30642,5,1,"BR",10840.7142857143,35364.4,18426.921160543
2020-01-12,202003,40088,40088,40088,40088,6,2,"BR",19199.2857142857,51034.6,37908.8799469777
2020-01-19,202004,50585,50585,50585,50585,6,2,"BR",19199.2857142857,51034.6,37908.8799469777
2020-01-26,202005,56645,56645,56645,56645,9,2,"BR",26293.8571428571,68422.9,40844.8467180846
2020-02-02,202006,71822,71822,71822,71822,10,2,"BR",28658.7142857143,74219,41823.5023084535
2020-02-09,202007,84189,84189,84189,84189,12,3,"BR",39382.1428571429,95685.3,62284.1166852572
2020-02-16,202008,76283,76283,76283,76283,15,4,"BR",52470.4285714286,122947.7,83723.3866524298
2020-02-23,202009,79002,79002,79002,79002,14,4,"BR",50105.5714285714,117151.6,82744.7310620608
2020-03-01,202010,88943,88943,88943,88943,15,4,"BR",52470.4285714286,122947.7,83723.3866524298
2020-03-08,202011,84163,84163,84163,84163,19,4,"BR",61929.8571428571,146132.1,87638.0090139056
