"ew_start","ew","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","mintemp_mean","meantemp_mean","maxtemp_mean","minumid_mean","meanumid_mean","maxumid_mean","pop","inc_level","receptive","transmission","dengue","sintomas.dengue","uf","lwr","upr","prediction"
2019-07-07,201928,86,86,86,86,19.6363636363636,21.9177094935065,24.2597402597403,77.1465416883117,87.9049399220779,97.6188117402597,894470,0.220943128332979,0,0,0,0,"AC",51.502487562189,459,169.247894357552
2019-07-14,201929,84,84,84,84,21.5714285714286,23.2734356623377,25.2077922077922,87.8518641818182,94.0521121948052,98.8083937662338,894470,0.169456773284738,0.191046094335193,0,0,0,"AC",51.502487562189,459,169.247894357552
2019-07-21,201930,68,68,68,68,20.5714285714286,22.5700116623377,24.8701298701299,83.117010961039,92.5896581038961,99.1094171428571,894470,0.147822733015082,0,0,0,0,"AC",51.502487562189,459,169.247894357552
2019-07-28,201931,102,102,102,102,19.3376623376623,22.4461235844156,25.6623376623377,64.8153035324675,80.5694531428571,93.5615362337662,894470,0.2988898453833,0,0.0780942904736883,0,0,"AC",51.502487562189,459,169.247894357552
2019-08-04,201932,67,67,67,67,16.9090909090909,20.8892560909091,24.5974025974026,51.6263570389611,67.9743878181818,84.4031651168831,894470,0.147822733015082,0,0,0,0,"AC",51.502487562189,459,169.247894357552
2019-08-11,201933,52,52,52,52,20.0779220779221,23.4442347012987,26.8831168831169,61.2453344545454,75.959461025974,91.4621284155844,894470,0.147822733015082,0,0,0,0,"AC",51.502487562189,459,169.247894357552
2019-08-18,201934,84,84,84,84,22.1558441558441,24.6085004155844,27.6883116883117,68.5362135844156,82.0503817272728,94.4291141558441,894470,0.277255805113643,0.191046094335193,0,0,0,"AC",51.502487562189,459,169.247894357552
2019-08-25,201935,91,91,91,91,22.3506493506494,25.0516135064935,28.3116883116883,67.4495705974026,83.5753049090909,95.5512287532468,894470,0.196064708710186,0.191046094335193,0.0482419756951044,0,0,"AC",51.502487562189,459,169.247894357552
2019-09-01,201936,73,73,73,73,23.2727272727273,25.3936972987013,27.7012987012987,71.4847352597402,84.5642252077922,95.390382,894470,0.229013829418538,0.743395530314041,0,0,0,"AC",51.502487562189,459,169.247894357552
2019-09-08,201937,119,119,119,119,23.5584415584416,25.7305785974026,28.2207792207792,70.1449922337662,82.9787434285714,94.1502195324675,894470,0.247403490335059,0.692960076917057,0.0995807573199772,0,0,"AC",51.502487562189,459,169.247894357552
2019-09-15,201938,103,103,103,103,24.3766233766234,26.7199332207792,29.2337662337662,69.5991750909091,81.4962253376624,93.0764104155844,894470,0.199161514639954,0.766711013225709,0,0,0,"AC",51.502487562189,459,169.247894357552
2019-09-22,201939,79,79,79,79,23.0649350649351,24.8892759740259,27.4415584415584,74.4165667922078,87.3121038441559,96.6267672727273,894470,0.199161514639954,0.700904446208369,0,0,0,"AC",51.502487562189,459,169.247894357552
2019-09-29,201940,203,203,203,203,23.077922077922,25.0674932467532,27.3246753246753,77.5637036363636,89.565806948052,98.2389077922078,894470,0.269037530604716,0.715710979686295,0.169456773284738,0,0,"AC",51.502487562189,459,169.247894357552
2019-10-06,201941,285,285,285,285,22.1298701298701,23.5967336883117,25.4285714285714,84.8364509090909,93.4957851428571,99.0880763636364,894470,0.360502867619931,0.230045725401634,0.191046094335193,11,0,"AC",96.0497512437811,800,398.485408325604
2019-10-13,201942,278,278,278,278,22.8961038961039,24.3570048831169,25.8701298701299,85.8714751428571,93.5273513506494,99.398645974026,894470,0.360502867619931,0.735741835947544,0.169412054065536,0,0,"AC",51.502487562189,459,169.247894357552
2019-10-20,201943,352,352,352,352,23.012987012987,24.6876232207793,26.3636363636364,85.8628623116883,93.4099589740259,99.1142836363636,894470,0.42536921305354,0.804822967790982,0.0698312967455588,0,0,"AC",51.502487562189,459,169.247894357552
2019-10-27,201944,420,420,420,420,23.2987012987013,24.8607831688311,26.7012987012987,85.252343974026,94.8016396883117,99.7004116883117,894470,0.42536921305354,0.763535948662336,0.220898409113777,9,0,"AC",87.9502487562189,738,356.805860331413
2019-11-03,201945,630,630,630,630,23.7792207792208,25.2772136103896,26.9090909090909,85.2211607012987,92.549402,97.4047777142857,894470,0.852708307712947,0.778845573356289,0.177879638221517,0,0,"AC",51.502487562189,459,169.247894357552
2019-11-10,201946,809,809,809,809,23.4025974025974,26.6283747012987,46.5064935064935,82.5763740027273,94.5342603896104,99.398645974026,894470,0.939801223070645,0.775133878162487,0.661936118595369,0,0,"AC",51.502487562189,459,169.247894357552
2019-11-17,201947,919,919,919,919,23.4415584415584,24.8255692207792,26.3116883116884,87.2171926233766,93.4784806493507,99.1120825974026,894470,0.934799378402853,0.824844880208392,0.199787583708788,14,0,"AC",108.199004975124,893,461.004730316891
2019-11-24,201948,866,866,866,866,23.8181818181818,25.133530051948,26.7142857142857,86.6227256363636,93.7408408181818,98.521365974026,894470,0.948685813945689,0.798087135398616,0.0658512862365423,11,0,"AC",96.0497512437811,800,398.485408325604
2019-12-01,201949,1015,1015,1015,1015,23.2727272727273,24.3188902597402,25.6493506493506,91.0993474805195,97.0455681168831,99.7025657142857,894470,0.956228828244659,0.828322917481861,0.199582993280937,21,0,"AC",136.547263681592,1110,606.88314829656
