"ew_start","sum_of_cases","dengue","sintomas.dengue","uf","lwr","upr","prediction"
2019-03-03,319,17,0,"AC",137.126126126126,847.111731843575,426.346777437939
2019-03-10,359,24,0,"AC",180.702702702703,1070.91620111732,552.989044167528
2019-03-17,350,11,0,"AC",99.7747747747748,655.279329608938,317.796263098291
2019-03-24,307,21,0,"AC",162.027027027027,975,498.713786997704
2019-03-31,287,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-04-07,217,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-04-14,184,21,0,"AC",162.027027027027,975,498.713786997704
2019-04-21,160,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-04-28,196,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-05-05,152,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-05-12,155,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-05-19,137,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-05-26,112,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-06-02,93,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-06-09,106,12,0,"AC",106,687.251396648045,335.888015488232
2019-06-16,87,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-06-23,93,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-06-30,74,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-07-07,86,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-07-14,84,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-07-21,68,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-07-28,102,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-08-04,67,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-08-11,52,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-08-18,84,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-08-25,91,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-09-01,73,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-09-08,119,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-09-15,103,10,0,"AC",93.5495495495496,623.307262569832,299.70451070835
2019-09-22,79,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-09-29,203,0,13,"AC",95.9459459459459,382.893854748603,399.751723602827
2019-10-06,285,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-10-13,278,11,0,"AC",99.7747747747748,655.279329608938,317.796263098291
2019-10-20,352,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-10-27,420,12,0,"AC",106,687.251396648045,335.888015488232
2019-11-03,630,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2019-11-10,809,19,0,"AC",149.576576576577,911.055865921788,462.530282217822
2019-11-17,919,18,0,"AC",143.351351351351,879.083798882681,444.43852982788
2019-11-24,866,20,8,"AC",195.585585585586,991.832402234637,653.523411096311
2019-12-01,1015,21,0,"AC",162.027027027027,975,498.713786997704
2019-12-08,947,36,13,"AC",320.054054054054,1533.88826815642,1051.05480964072
2019-12-15,787,20,0,"AC",155.801801801802,943.027932960894,480.622034607763
2019-12-22,491,22,0,"AC",168.252252252252,1006.97206703911,516.805539387646
2019-12-29,642,30,0,"AC",218.054054054054,1262.74860335196,661.539558507176
2020-01-05,975,21,0,"AC",162.027027027027,975,498.713786997704
2020-01-12,939,15,11,"AC",179.378378378378,850.27374301676,627.90266532981
2020-01-19,753,18,0,"AC",143.351351351351,879.083798882681,444.43852982788
2020-01-26,718,14,0,"AC",118.45045045045,751.195530726257,372.071520268115
2020-02-02,542,10,0,"AC",93.5495495495496,623.307262569832,299.70451070835
2020-02-09,546,17,9,"AC",181.882882882883,902.016759776536,620.860825987556
2020-02-16,386,17,0,"AC",137.126126126126,847.111731843575,426.346777437939
2020-02-23,331,11,14,"AC",169.396396396396,740.687150837989,620.37367195325
2020-03-01,304,16,0,"AC",130.900900900901,815.139664804469,408.255025047998
2020-03-08,267,26,0,"AC",193.153153153153,1134.86033519553,589.172548947411
2020-03-15,129,21,0,"AC",162.027027027027,975,498.713786997704
2020-03-22,84,15,0,"AC",124.675675675676,783.167597765363,390.163272658056
2020-03-29,85,10,0,"AC",93.5495495495496,623.307262569832,299.70451070835
2020-04-05,92,8,0,"AC",81.0990990990991,559.36312849162,263.521005928467
2020-04-12,105,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-04-19,92,9,0,"AC",87.3243243243243,591.335195530726,281.612758318408
2020-04-26,183,9,0,"AC",87.3243243243243,591.335195530726,281.612758318408
2020-05-03,224,14,0,"AC",118.45045045045,751.195530726257,372.071520268115
2020-05-10,441,11,0,"AC",99.7747747747748,655.279329608938,317.796263098291
2020-05-17,312,15,0,"AC",124.675675675676,783.167597765363,390.163272658056
2020-05-24,302,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-05-31,257,16,0,"AC",130.900900900901,815.139664804469,408.255025047998
2020-06-07,283,15,0,"AC",124.675675675676,783.167597765363,390.163272658056
2020-06-14,224,14,0,"AC",118.45045045045,751.195530726257,372.071520268115
2020-06-21,123,12,0,"AC",106,687.251396648045,335.888015488232
2020-06-28,129,10,0,"AC",93.5495495495496,623.307262569832,299.70451070835
2020-07-05,110,14,0,"AC",118.45045045045,751.195530726257,372.071520268115
2020-07-12,106,12,0,"AC",106,687.251396648045,335.888015488232
2020-07-19,84,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-07-26,92,10,0,"AC",93.5495495495496,623.307262569832,299.70451070835
2020-08-02,74,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-08-09,72,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-08-16,73,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-08-23,50,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-08-30,78,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-09-06,59,14,0,"AC",118.45045045045,751.195530726257,372.071520268115
2020-09-13,64,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-09-20,70,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-09-27,75,7,0,"AC",74.8738738738739,527.391061452514,245.429253538526
2020-10-04,64,0,10,"AC",81.027027027027,364.59217877095,334.913707419622
2020-10-11,79,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-10-18,115,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-10-25,114,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-11-01,156,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-11-08,236,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2020-11-15,348,7,0,"AC",74.8738738738739,527.391061452514,245.429253538526
2020-11-22,386,18,0,"AC",143.351351351351,879.083798882681,444.43852982788
2020-11-29,514,18,0,"AC",143.351351351351,879.083798882681,444.43852982788
2020-12-06,469,13,0,"AC",112.225225225225,719.223463687151,353.979767878174
2020-12-13,575,15,0,"AC",124.675675675676,783.167597765363,390.163272658056
2020-12-20,641,29,10,"AC",261.558558558559,1291.78212290503,859.57452672792
2020-12-27,649,32,13,"AC",295.153153153153,1406,978.68780008095
2021-01-03,1813,43,10,"AC",348.711711711712,1739.39106145251,1112.8590601871
2021-01-10,1816,52,23,"AC",469.387387387387,2106.4469273743,1556.64956849046
2021-01-17,2209,59,26,"AC",527.882882882883,2348.5530726257,1748.12985140326
2021-01-24,1998,55,15,"AC",448.279279279279,2153.55865921788,1438.02344917174
2021-01-31,1996,62,12,"AC",476.936936936937,2359.06145251397,1499.82769971812
2021-02-07,1767,60,15,"AC",479.405405405405,2313.41899441341,1528.48221112144
2021-02-14,2060,66,21,"AC",546.594594594595,2541.85474860335,1766.7087578275
2021-02-21,2066,69,21,"AC",565.27027027027,2637.77094972067,1820.98401499733
2021-02-28,2160,56,14,"AC",449.531531531532,2179.43016759776,1434.50252950061
2021-03-07,1686,52,12,"AC",414.684684684685,2039.3407821229,1318.91017581871
2021-03-14,1200,37,16,"AC",341.198198198198,1584.16201117318,1133.98457821386
2021-03-21,753,35,11,"AC",303.882882882883,1489.71508379888,989.737713128637
2021-03-28,683,28,0,"AC",205.603603603604,1198.80446927374,625.356053727294
2021-04-04,566,24,0,"AC",180.702702702703,1070.91620111732,552.989044167528
2021-04-11,539,15,0,"AC",124.675675675676,783.167597765363,390.163272658056
2021-04-18,432,10,0,"AC",93.5495495495496,623.307262569832,299.70451070835
2021-04-25,368,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-05-02,269,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-05-09,279,8,0,"AC",81.0990990990991,559.36312849162,263.521005928467
2021-05-16,217,11,0,"AC",99.7747747747748,655.279329608938,317.796263098291
2021-05-23,181,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-05-30,163,8,0,"AC",81.0990990990991,559.36312849162,263.521005928467
2021-06-06,146,9,0,"AC",87.3243243243243,591.335195530726,281.612758318408
2021-06-13,143,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-06-20,96,7,0,"AC",74.8738738738739,527.391061452514,245.429253538526
2021-06-27,116,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-07-04,122,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-07-11,86,0,11,"AC",86,370.692737430168,356.52637948069
2021-07-18,99,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-07-25,74,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-08-01,115,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-08-08,110,9,0,"AC",87.3243243243243,591.335195530726,281.612758318408
2021-08-15,94,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-08-22,67,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-08-29,77,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-09-05,95,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-09-12,80,9,0,"AC",87.3243243243243,591.335195530726,281.612758318408
2021-09-19,100,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-09-26,99,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-10-03,125,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-10-10,142,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-10-17,180,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-10-24,151,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-10-31,163,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-11-07,171,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-11-14,194,7,7,"AC",109.684684684685,570.094972067039,396.717957966005
2021-11-21,180,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2021-11-28,279,9,0,"AC",87.3243243243243,591.335195530726,281.612758318408
2021-12-05,270,13,0,"AC",112.225225225225,719.223463687151,353.979767878174
2021-12-12,270,14,0,"AC",118.45045045045,751.195530726257,372.071520268115
2021-12-19,121,11,0,"AC",99.7747747747748,655.279329608938,317.796263098291
2021-12-26,4,10,0,"AC",93.5495495495496,623.307262569832,299.70451070835
2022-01-02,271,9,0,"AC",87.3243243243243,591.335195530726,281.612758318408
2022-01-09,283,16,0,"AC",130.900900900901,815.139664804469,408.255025047998
2022-01-16,406,25,0,"AC",186.927927927928,1102.88826815642,571.08079655747
2022-01-23,335,16,7,"AC",165.711711711712,857.843575418994,559.543729475477
2022-01-30,251,8,0,"AC",81.0990990990991,559.36312849162,263.521005928467
2022-02-06,254,0,0,"AC",31.2972972972973,303.586592178771,118.786986808936
2022-02-13,207,8,0,"AC",81.0990990990991,559.36312849162,263.521005928467
2022-02-20,177,8,0,"AC",81.0990990990991,559.36312849162,263.521005928467
2022-02-27,271,7,0,"AC",74.8738738738739,527.391061452514,245.429253538526
2022-03-06,214,5,0,"AC",62.4234234234234,463.446927374302,209.245748758643
