"ew_start","ew","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","dengue","sintomas.dengue","uf","lwr","upr","prediction"
2019-05-26,201922,93041,93041,93041,93041,17,5,"BR",76891.1818181818,145550.5,105924.886393931
2019-06-02,201923,72283,72283,72283,72283,13,4,"BR",56815.8181818182,111923.75,80785.8590059303
2019-06-09,201924,57992,57992,57992,57992,12,3,"BR",47678.1818181818,97315.95,67820.9330410487
2019-06-16,201925,43876,43876,43876,43876,10,3,"BR",40386.3636363636,84636.65,59704.865425636
2019-06-23,201926,38802,38802,38802,38802,9,3,"BR",36740.4545454545,78297,55646.8316179297
2019-06-30,201927,30071,30071,30071,30071,7,2,"BR",23956.9090909091,57349.55,38623.8718453418
2019-07-07,201928,23822,23822,23822,23822,5,1,"BR",11173.3636363636,36402.1,21600.9120727539
2019-07-14,201929,19640,19640,19640,19640,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-07-21,201930,17059,17059,17059,17059,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-07-28,201931,15277,15277,15277,15277,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-08-04,201932,14213,14213,14213,14213,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-08-11,201933,12520,12520,12520,12520,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-08-18,201934,11729,11729,11729,11729,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-08-25,201935,10705,10705,10705,10705,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-09-01,201936,10566,10566,10566,10566,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-09-08,201937,10952,10952,10952,10952,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-09-15,201938,10636,10636,10636,10636,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-09-22,201939,9369,9369,9369,9369,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-09-29,201940,10214,10214,10214,10214,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-10-06,201941,9648,9648,9648,9648,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-10-13,201942,9928,9928,9928,9928,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-10-20,201943,9468,9468,9468,9468,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-10-27,201944,10137,10137,10137,10137,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-11-03,201945,10645,10645,10645,10645,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-11-10,201946,10552,10552,10552,10552,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-11-17,201947,11844,11844,11844,11844,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-11-24,201948,12007,12007,12007,12007,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-12-01,201949,13488,13488,13488,13488,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-12-08,201950,14688,14688,14688,14688,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-12-15,201951,13930,13930,13930,13930,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2019-12-22,201952,10961,10961,10961,10961,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2019-12-29,202001,14880,14880,14880,14880,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2020-01-05,202002,30642,30642,30642,30642,5,1,"BR",11173.3636363636,36402.1,21600.9120727539
2020-01-12,202003,40088,40088,40088,40088,6,2,"BR",20311,51009.9,34565.8380376355
2020-01-19,202004,50585,50585,50585,50585,7,2,"BR",23956.9090909091,57349.55,38623.8718453418
2020-01-26,202005,56645,56645,56645,56645,8,2,"BR",27602.8181818182,63689.2,42681.9056530482
2020-02-02,202006,71822,71822,71822,71822,9,2,"BR",31248.7272727273,70028.85,46739.9394607545
2020-02-09,202007,84189,84189,84189,84189,12,3,"BR",47678.1818181818,97315.95,67820.9330410487
2020-02-16,202008,76283,76283,76283,76283,15,4,"BR",64107.6363636364,124603.05,88901.9266213429
2020-02-23,202009,79002,79002,79002,79002,14,3,"BR",54970,109995.25,75937.0006564613
2020-03-01,202010,88943,88943,88943,88943,15,4,"BR",64107.6363636364,124603.05,88901.9266213429
2020-03-08,202011,84163,84163,84163,84163,19,4,"BR",78691.2727272727,149961.65,105134.061852168
2020-03-15,202012,59688,59688,59688,59688,20,5,"BR",87828.9090909091,164569.45,118098.98781705
2020-03-22,202013,53239,53239,53239,53239,16,3,"BR",62261.8181818182,122674.55,84053.068271874
2020-03-29,202014,54970,54970,54970,54970,14,3,"BR",54970,109995.25,75937.0006564613
2020-04-05,202015,54864,54864,54864,54864,12,3,"BR",47678.1818181818,97315.95,67820.9330410487
2020-04-12,202016,54737,54737,54737,54737,12,3,"BR",47678.1818181818,97315.95,67820.9330410487
2020-04-19,202017,51300,51300,51300,51300,11,3,"BR",44032.2727272727,90976.3,63762.8992333424
2020-04-26,202018,47885,47885,47885,47885,11,3,"BR",44032.2727272727,90976.3,63762.8992333424
2020-05-03,202019,44996,44996,44996,44996,10,3,"BR",40386.3636363636,84636.65,59704.865425636
2020-05-10,202020,40124,40124,40124,40124,10,2,"BR",34894.6363636364,76368.5,50797.9732684608
2020-05-17,202021,33405,33405,33405,33405,9,2,"BR",31248.7272727273,70028.85,46739.9394607545
2020-05-24,202022,27896,27896,27896,27896,8,2,"BR",27602.8181818182,63689.2,42681.9056530482
2020-05-31,202023,26101,26101,26101,26101,7,2,"BR",23956.9090909091,57349.55,38623.8718453418
2020-06-07,202024,24069,24069,24069,24069,7,2,"BR",23956.9090909091,57349.55,38623.8718453418
2020-06-14,202025,24640,24640,24640,24640,7,2,"BR",23956.9090909091,57349.55,38623.8718453418
2020-06-21,202026,20311,20311,20311,20311,6,2,"BR",20311,51009.9,34565.8380376355
2020-06-28,202027,18872,18872,18872,18872,5,1,"BR",11173.3636363636,36402.1,21600.9120727539
2020-07-05,202028,16895,16895,16895,16895,5,1,"BR",11173.3636363636,36402.1,21600.9120727539
2020-07-12,202029,14082,14082,14082,14082,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2020-07-19,202030,12421,12421,12421,12421,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2020-07-26,202031,10349,10349,10349,10349,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2020-08-02,202032,8932,8932,8932,8932,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-08-09,202033,9150,9150,9150,9150,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-08-16,202034,7164,7164,7164,7164,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-08-23,202035,6869,6869,6869,6869,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-08-30,202036,6896,6896,6896,6896,2,1,"BR",235.636363636366,17383.15,9426.81064963499
2020-09-06,202037,7055,7055,7055,7055,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-09-13,202038,6753,6753,6753,6753,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-09-20,202039,6780,6780,6780,6780,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-09-27,202040,6624,6624,6624,6624,3,0,"BR",0,15454.65,4577.95230016604
2020-10-04,202041,6111,6111,6111,6111,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-10-11,202042,5780,5780,5780,5780,2,0,"BR",0,9115,519.918492459719
2020-10-18,202043,6030,6030,6030,6030,2,1,"BR",235.636363636366,17383.15,9426.81064963499
2020-10-25,202044,5223,5223,5223,5223,2,1,"BR",235.636363636366,17383.15,9426.81064963499
2020-11-01,202045,6376,6376,6376,6376,2,1,"BR",235.636363636366,17383.15,9426.81064963499
2020-11-08,202046,6814,6814,6814,6814,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-11-15,202047,7665,7665,7665,7665,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-11-22,202048,7795,7795,7795,7795,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-11-29,202049,8635,8635,8635,8635,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-12-06,202050,8398,8398,8398,8398,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-12-13,202051,7821,7821,7821,7821,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-12-20,202052,7040,7040,7040,7040,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2020-12-27,202053,6018,6018,6018,6018,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-01-03,202101,12892,12892,12892,12892,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2021-01-10,202102,13487,13487,13487,13487,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2021-01-17,202103,15713,15713,15713,15713,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2021-01-24,202104,16482,16482,16482,16482,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2021-01-31,202105,20143,20143,20143,20143,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2021-02-07,202106,22137,22137,22137,22137,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2021-02-14,202107,26795,26795,26795,26795,5,1,"BR",11173.3636363636,36402.1,21600.9120727539
2021-02-21,202108,27877,27877,27877,27877,5,2,"BR",16665.0909090909,44670.25,30507.8042299292
2021-02-28,202109,32446,32446,32446,32446,6,2,"BR",20311,51009.9,34565.8380376355
2021-03-07,202110,33129,33129,33129,33129,6,2,"BR",20311,51009.9,34565.8380376355
2021-03-14,202111,35131,35131,35131,35131,8,2,"BR",27602.8181818182,63689.2,42681.9056530482
2021-03-21,202112,33500,33500,33500,33500,8,2,"BR",27602.8181818182,63689.2,42681.9056530482
2021-03-28,202113,38268,38268,38268,38268,8,2,"BR",27602.8181818182,63689.2,42681.9056530482
2021-04-04,202114,43759,43759,43759,43759,9,2,"BR",31248.7272727273,70028.85,46739.9394607545
2021-04-11,202115,40579,40579,40579,40579,8,2,"BR",27602.8181818182,63689.2,42681.9056530482
2021-04-18,202116,42152,42152,42152,42152,8,2,"BR",27602.8181818182,63689.2,42681.9056530482
2021-04-25,202117,40269,40269,40269,40269,8,2,"BR",27602.8181818182,63689.2,42681.9056530482
2021-05-02,202118,37276,37276,37276,37276,7,2,"BR",23956.9090909091,57349.55,38623.8718453418
2021-05-09,202119,35557,35557,35557,35557,7,2,"BR",23956.9090909091,57349.55,38623.8718453418
2021-05-16,202120,31306,31306,31306,31306,7,2,"BR",23956.9090909091,57349.55,38623.8718453418
2021-05-23,202121,27414,27414,27414,27414,7,2,"BR",23956.9090909091,57349.55,38623.8718453418
2021-05-30,202122,26442,26442,26442,26442,6,2,"BR",20311,51009.9,34565.8380376355
2021-06-06,202123,24086,24086,24086,24086,5,2,"BR",16665.0909090909,44670.25,30507.8042299292
2021-06-13,202124,20010,20010,20010,20010,5,1,"BR",11173.3636363636,36402.1,21600.9120727539
2021-06-20,202125,17493,17493,17493,17493,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2021-06-27,202126,15245,15245,15245,15245,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2021-07-04,202127,14432,14432,14432,14432,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-07-11,202128,13437,13437,13437,13437,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-07-18,202129,11820,11820,11820,11820,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-07-25,202130,10094,10094,10094,10094,2,1,"BR",235.636363636366,17383.15,9426.81064963499
2021-08-01,202131,10388,10388,10388,10388,2,1,"BR",235.636363636366,17383.15,9426.81064963499
2021-08-08,202132,9738,9738,9738,9738,2,1,"BR",235.636363636366,17383.15,9426.81064963499
2021-08-15,202133,9707,9707,9707,9707,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-08-22,202134,8285,8285,8285,8285,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-08-29,202135,7585,7585,7585,7585,2,1,"BR",235.636363636366,17383.15,9426.81064963499
2021-09-05,202136,8102,8102,8102,8102,2,0,"BR",0,9115,519.918492459719
2021-09-12,202137,7911,7911,7911,7911,2,0,"BR",0,9115,519.918492459719
2021-09-19,202138,7805,7805,7805,7805,2,1,"BR",235.636363636366,17383.15,9426.81064963499
2021-09-26,202139,7483,7483,7483,7483,2,0,"BR",0,9115,519.918492459719
2021-10-03,202140,6203,6203,6203,6203,2,0,"BR",0,9115,519.918492459719
2021-10-10,202141,6666,6666,6666,6666,2,0,"BR",0,9115,519.918492459719
2021-10-17,202142,6873,6873,6873,6873,2,0,"BR",0,9115,519.918492459719
2021-10-24,202143,6481,6481,6481,6481,2,0,"BR",0,9115,519.918492459719
2021-10-31,202144,7468,7468,7468,7468,2,0,"BR",0,9115,519.918492459719
2021-11-07,202145,7542,7542,7542,7542,3,0,"BR",0,15454.65,4577.95230016604
2021-11-14,202146,9115,9115,9115,9115,2,0,"BR",0,9115,519.918492459719
2021-11-21,202147,10170,10170,10170,10170,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-11-28,202148,11997,11997,11997,11997,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-12-05,202149,13114,13114,13114,13114,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-12-12,202150,11946,11946,11946,11946,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-12-19,202151,7723,7723,7723,7723,3,1,"BR",3881.54545454546,23722.8,13484.8444573413
2021-12-26,202152,3162,3162,3162,3162,4,1,"BR",7527.45454545455,30062.45,17542.8782650476
2022-01-02,202201,23571,23571,23571,23571,6,2,"BR",20311,51009.9,34565.8380376355
2022-01-09,202202,24182,24182,24182,24182,6,2,"BR",20311,51009.9,34565.8380376355
2022-01-16,202203,25193,25193,25193,25193,6,2,"BR",20311,51009.9,34565.8380376355
