"ew_start","ew","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","dengue","sintomas.dengue","uf","lwr","upr","prediction"
2019-03-17,201912,83530,83530,83530,83530,13,3,"BR",39629,106482.571428571,70502.4071477297
2019-03-24,201913,94361,94361,94361,94361,15,4,"BR",47531,128740.571428571,87922.6257385285
2019-03-31,201914,105946,105946,105946,105946,16,4,"BR",50385,134859.285714286,91309.05679232
2019-04-07,201915,113876,113876,113876,113876,16,4,"BR",50385,134859.285714286,91309.05679232
2019-04-14,201916,117091,117091,117091,NA,16,5,"BR",52579,144879.857142857,101956.413275536
2019-04-21,201917,133161,133161,133161,NA,20,6,"BR",66189,179375.285714286,126149.493973918
2019-04-28,201918,136956,136956,136956,NA,21,6,"BR",69043,185494,129535.925027709
2019-05-05,201919,141897,141897,141897,NA,21,5,"BR",66849,175473.428571429,118888.568544493
2019-05-12,201920,132149,132149,132149,NA,19,5,"BR",61141,163236,112115.70643691
2019-05-19,201921,112382,112382,112382,NA,19,5,"BR",61141,163236,112115.70643691
2019-05-26,201922,93041,93041,93041,93041,16,4,"BR",50385,134859.285714286,91309.05679232
2019-06-02,201923,72283,72283,72283,72283,13,4,"BR",41823,116503.142857143,81149.7636309454
2019-06-09,201924,57992,57992,57992,57992,11,3,"BR",33921,94245.1428571429,63729.5450401466
2019-06-16,201925,43876,43876,43876,43876,9,3,"BR",28213,82007.7142857143,56956.6829325635
2019-06-23,201926,38802,38802,38802,38802,9,3,"BR",28213,82007.7142857143,56956.6829325635
2019-06-30,201927,30071,30071,30071,30071,7,2,"BR",20311,59749.7142857143,39536.4643417647
2019-07-07,201928,23822,23822,23822,23822,4,1,"BR",9555,31373,18729.8146971743
2019-07-14,201929,19640,19640,19640,19640,4,1,"BR",9555,31373,18729.8146971743
2019-07-21,201930,17059,17059,17059,17059,4,1,"BR",9555,31373,18729.8146971743
2019-07-28,201931,15277,15277,15277,15277,4,1,"BR",9555,31373,18729.8146971743
2019-08-04,201932,14213,14213,14213,14213,4,1,"BR",9555,31373,18729.8146971743
2019-08-11,201933,12520,12520,12520,12520,4,1,"BR",9555,31373,18729.8146971743
2019-08-18,201934,11729,11729,11729,11729,4,1,"BR",9555,31373,18729.8146971743
2019-08-25,201935,10705,10705,10705,10705,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-09-01,201936,10566,10566,10566,10566,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-09-08,201937,10952,10952,10952,10952,4,1,"BR",9555,31373,18729.8146971743
2019-09-15,201938,10636,10636,10636,10636,4,1,"BR",9555,31373,18729.8146971743
2019-09-22,201939,9369,9369,9369,9369,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-09-29,201940,10214,10214,10214,10214,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-10-06,201941,9648,9648,9648,9648,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-10-13,201942,9928,9928,9928,9928,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-10-20,201943,9468,9468,9468,9468,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-10-27,201944,10137,10137,10137,10137,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-11-03,201945,10645,10645,10645,10645,4,1,"BR",9555,31373,18729.8146971743
2019-11-10,201946,10552,10552,10552,10552,4,1,"BR",9555,31373,18729.8146971743
2019-11-17,201947,11844,11844,11844,11844,4,1,"BR",9555,31373,18729.8146971743
2019-11-24,201948,12007,12007,12007,12007,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-12-01,201949,13488,13488,13488,13488,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-12-08,201950,14688,14688,14688,14688,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-12-15,201951,13930,13930,13930,13930,3,1,"BR",6701,25254.2857142857,15343.3836433827
2019-12-22,201952,10961,10961,10961,10961,4,1,"BR",9555,31373,18729.8146971743
2019-12-29,202001,14880,14880,14880,14880,4,1,"BR",9555,31373,18729.8146971743
2020-01-05,202002,30642,30642,30642,30642,5,1,"BR",12409,37491.7142857143,22116.2457509658
2020-01-12,202003,40088,40088,40088,40088,6,2,"BR",17457,53631,36150.0332879731
2020-01-19,202004,50585,50585,50585,50585,6,2,"BR",17457,53631,36150.0332879731
2020-01-26,202005,56645,56645,56645,56645,8,2,"BR",23165,65868.4285714286,42922.8953955562
2020-02-02,202006,71822,71822,71822,71822,9,2,"BR",26019,71987.1428571429,46309.3264493477
2020-02-09,202007,84189,84189,84189,84189,12,3,"BR",36775,100363.857142857,67115.9760939381
2020-02-16,202008,76283,76283,76283,76283,15,4,"BR",47531,128740.571428571,87922.6257385285
2020-02-23,202009,79002,79002,79002,79002,14,4,"BR",44677,122621.857142857,84536.194684737
2020-03-01,202010,88943,88943,88943,88943,15,4,"BR",47531,128740.571428571,87922.6257385285
2020-03-08,202011,84163,84163,84163,84163,18,4,"BR",56093,147096.714285714,98081.9188999031
2020-03-15,202012,59688,59688,59688,59688,19,5,"BR",61141,163236,112115.70643691
2020-03-22,202013,53239,53239,53239,53239,17,4,"BR",53239,140978,94695.4878461116
2020-03-29,202014,54970,54970,54970,54970,14,3,"BR",42483,112601.285714286,73888.8382015212
2020-04-05,202015,54864,54864,54864,54864,12,3,"BR",36775,100363.857142857,67115.9760939381
2020-04-12,202016,54737,54737,54737,54737,12,3,"BR",36775,100363.857142857,67115.9760939381
2020-04-19,202017,51300,51300,51300,51300,11,3,"BR",33921,94245.1428571429,63729.5450401466
2020-04-26,202018,47885,47885,47885,47885,11,3,"BR",33921,94245.1428571429,63729.5450401466
2020-05-03,202019,44996,44996,44996,44996,11,3,"BR",33921,94245.1428571429,63729.5450401466
2020-05-10,202020,40124,40124,40124,40124,9,2,"BR",26019,71987.1428571429,46309.3264493477
2020-05-17,202021,33405,33405,33405,33405,9,2,"BR",26019,71987.1428571429,46309.3264493477
2020-05-24,202022,27896,27896,27896,27896,7,2,"BR",20311,59749.7142857143,39536.4643417647
2020-05-31,202023,26101,26101,26101,26101,7,2,"BR",20311,59749.7142857143,39536.4643417647
