Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2023-03-26,65,22
2023-04-02,57,21
2023-04-09,53,17
2023-04-16,50,15
2023-04-23,50,15
2023-04-30,43,13
2023-05-07,35,10
2023-05-14,36,12
2023-05-21,35,10
2023-05-28,30,7
2023-06-04,25,6
2023-06-11,20,3
2023-06-18,18,5
2023-06-25,15,2
2023-07-02,21,4
2023-07-09,14,2
2023-07-16,12,2
2023-07-23,11,3
2023-07-30,15,4
2023-08-06,11,3
2023-08-13,13,2
2023-08-20,15,3
2023-08-27,10,0
2023-09-03,11,2
2023-09-10,10,3
2023-09-17,9,2
2023-09-24,10,0
2023-10-01,15,4
2023-10-08,8,0
2023-10-15,10,3
2023-10-22,9,3
2023-10-29,12,3
2023-11-05,12,2
2023-11-12,12,5
2023-11-19,11,3
2023-11-26,14,3
2023-12-03,13,0
2023-12-10,13,4
2023-12-17,18,4
2023-12-24,18,6
2023-12-31,23,4
2024-01-07,29,7
2024-01-14,33,8
2024-01-21,40,11
2024-01-28,52,11
2024-02-04,63,15
2024-02-11,91,23
2024-02-18,93,23
2024-02-25,100,18
