Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2019-03-10,17,0
2019-03-17,17,0
2019-03-24,20,5
2019-03-31,24,5
2019-04-07,23,4
2019-04-14,20,5
2019-04-21,22,5
2019-04-28,23,6
2019-05-05,29,9
2019-05-12,25,6
2019-05-19,24,8
2019-05-26,22,5
2019-06-02,21,6
2019-06-09,18,4
2019-06-16,17,5
2019-06-23,20,4
2019-06-30,13,3
2019-07-07,11,0
2019-07-14,9,4
2019-07-21,8,0
2019-07-28,6,0
2019-08-04,5,0
2019-08-11,8,0
2019-08-18,8,0
2019-08-25,9,0
2019-09-01,7,3
2019-09-08,4,0
2019-09-15,8,0
2019-09-22,8,3
2019-09-29,8,0
2019-10-06,8,0
2019-10-13,8,0
2019-10-20,10,0
2019-10-27,12,0
2019-11-03,13,0
2019-11-10,11,3
2019-11-17,11,4
2019-11-24,13,0
2019-12-01,13,4
2019-12-08,15,5
2019-12-15,16,5
2019-12-22,14,5
2019-12-29,22,6
2020-01-05,32,8
2020-01-12,41,12
2020-01-19,44,9
2020-01-26,39,9
2020-02-02,45,9
2020-02-09,45,10
2020-02-16,46,9
2020-02-23,42,11
2020-03-01,48,14
2020-03-08,67,16
2020-03-15,79,22
2020-03-22,62,16
2020-03-29,42,11
2020-04-05,42,11
2020-04-12,39,9
2020-04-19,38,6
2020-04-26,35,10
2020-05-03,34,9
2020-05-10,34,7
2020-05-17,27,5
2020-05-24,33,8
2020-05-31,31,9
2020-06-07,30,11
2020-06-14,34,13
2020-06-21,34,13
2020-06-28,28,12
2020-07-05,23,9
2020-07-12,18,6
2020-07-19,18,6
2020-07-26,15,5
2020-08-02,15,4
2020-08-09,14,5
2020-08-16,12,2
2020-08-23,9,3
2020-08-30,8,0
2020-09-06,8,0
2020-09-13,7,0
2020-09-20,10,0
2020-09-27,9,0
2020-10-04,5,0
2020-10-11,8,0
2020-10-18,7,0
2020-10-25,8,0
2020-11-01,8,0
2020-11-08,9,0
2020-11-15,6,0
2020-11-22,9,0
2020-11-29,11,3
2020-12-06,9,3
2020-12-13,13,4
2020-12-20,11,4
2020-12-27,16,6
2021-01-03,18,8
2021-01-10,20,7
2021-01-17,19,6
2021-01-24,17,6
2021-01-31,22,8
2021-02-07,23,7
2021-02-14,19,6
2021-02-21,24,8
2021-02-28,23,8
2021-03-07,28,10
2021-03-14,29,9
2021-03-21,31,10
2021-03-28,26,8
2021-04-04,27,9
2021-04-11,27,9
2021-04-18,25,6
2021-04-25,20,5
2021-05-02,20,5
2021-05-09,22,5
2021-05-16,23,4
2021-05-23,22,6
2021-05-30,24,6
2021-06-06,21,5
2021-06-13,15,5
2021-06-20,17,3
2021-06-27,10,0
2021-07-04,11,4
2021-07-11,12,3
2021-07-18,8,0
2021-07-25,10,3
2021-08-01,7,0
2021-08-08,11,3
2021-08-15,7,0
2021-08-22,9,3
2021-08-29,10,0
2021-09-05,8,0
2021-09-12,8,0
2021-09-19,10,0
2021-09-26,8,0
2021-10-03,6,0
2021-10-10,6,0
2021-10-17,10,0
2021-10-24,10,3
2021-10-31,7,0
2021-11-07,10,0
2021-11-14,11,3
2021-11-21,17,0
2021-11-28,20,5
2021-12-05,23,7
2021-12-12,33,9
2021-12-19,38,10
2021-12-26,45,14
2022-01-02,48,16
2022-01-09,42,14
2022-01-16,48,16
2022-01-23,52,13
2022-01-30,35,8
2022-02-06,33,10
2022-02-13,32,7
2022-02-20,34,8
2022-02-27,34,7
2022-03-06,32,6
2022-03-13,36,8
2022-03-20,37,9
2022-03-27,36,9
2022-04-03,43,10
2022-04-10,39,10
2022-04-17,45,11
2022-04-24,45,10
2022-05-01,38,8
2022-05-08,38,10
2022-05-15,31,10
2022-05-22,32,9
2022-05-29,27,7
2022-06-05,25,7
2022-06-12,22,8
2022-06-19,27,8
2022-06-26,28,8
2022-07-03,21,8
2022-07-10,22,7
2022-07-17,15,5
2022-07-24,13,5
2022-07-31,14,3
2022-08-07,7,2
2022-08-14,9,3
2022-08-21,12,4
2022-08-28,11,3
2022-09-04,10,0
2022-09-11,10,2
2022-09-18,9,0
2022-09-25,10,4
2022-10-02,12,0
2022-10-09,10,4
2022-10-16,11,5
2022-10-23,14,2
2022-10-30,10,3
2022-11-06,13,4
2022-11-13,15,4
2022-11-20,12,3
2022-11-27,14,3
2022-12-04,13,5
2022-12-11,23,7
2022-12-18,16,5
2022-12-25,23,7
2023-01-01,21,6
2023-01-08,23,7
2023-01-15,25,7
2023-01-22,24,6
2023-01-29,28,7
2023-02-05,30,7
2023-02-12,31,8
2023-02-19,39,10
2023-02-26,40,12
2023-03-05,34,10
2023-03-12,42,12
2023-03-19,43,13
