Categoria: Todas as categorias

Semana,dengue: (Sergipe),sintomas dengue: (Sergipe)
2023-03-05,14,0
2023-03-12,13,5
2023-03-19,13,0
2023-03-26,23,6
2023-04-02,16,6
2023-04-09,17,5
2023-04-16,15,5
2023-04-23,14,0
2023-04-30,15,4
2023-05-07,20,7
2023-05-14,24,5
2023-05-21,15,6
2023-05-28,19,6
2023-06-04,21,7
2023-06-11,20,6
2023-06-18,22,6
2023-06-25,19,5
2023-07-02,25,4
2023-07-09,16,5
2023-07-16,17,5
2023-07-23,16,4
2023-07-30,13,0
2023-08-06,23,5
2023-08-13,16,0
2023-08-20,15,4
2023-08-27,18,0
2023-09-03,11,0
2023-09-10,12,0
2023-09-17,11,0
2023-09-24,8,0
2023-10-01,9,0
2023-10-08,8,0
2023-10-15,7,0
2023-10-22,10,0
2023-10-29,9,0
2023-11-05,8,5
2023-11-12,5,0
2023-11-19,7,0
2023-11-26,12,0
2023-12-03,9,0
2023-12-10,11,0
2023-12-17,12,0
2023-12-24,5,0
2023-12-31,10,0
2024-01-07,8,0
2024-01-14,12,0
2024-01-21,12,0
2024-01-28,19,6
2024-02-04,37,8
2024-02-11,51,14
2024-02-18,83,20
2024-02-25,100,25
2024-03-03,94,26
2024-03-10,94,18
2024-03-17,79,17
2024-03-24,49,15
2024-03-31,51,13
2024-04-07,55,14
2024-04-14,46,11
2024-04-21,50,9
2024-04-28,48,16
2024-05-05,38,11
2024-05-12,31,5
2024-05-19,28,8
2024-05-26,31,8
2024-06-02,26,7
2024-06-09,22,7
2024-06-16,19,5
2024-06-23,18,7
2024-06-30,14,0
2024-07-07,14,0
2024-07-14,14,5
2024-07-21,17,5
2024-07-28,19,0
2024-08-04,11,5
2024-08-11,20,5
2024-08-18,17,5
2024-08-25,14,0
2024-09-01,14,0
2024-09-08,11,0
2024-09-15,14,0
2024-09-22,14,0
2024-09-29,9,0
2024-10-06,9,0
2024-10-13,9,0
2024-10-20,13,0
2024-10-27,8,0
2024-11-03,8,0
2024-11-10,8,0
2024-11-17,0,0
2024-11-24,8,0
2024-12-01,10,5
2024-12-08,6,0
2024-12-15,9,0
2024-12-22,9,0
2024-12-29,7,0
2025-01-05,7,0
2025-01-12,0,0
2025-01-19,11,0
2025-01-26,17,1
2025-02-02,9,1
2025-02-09,13,2
