Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2023-01-01,9,4
2023-01-08,10,4
2023-01-15,10,3
2023-01-22,10,3
2023-01-29,14,4
2023-02-05,13,0
2023-02-12,17,6
2023-02-19,19,4
2023-02-26,19,3
2023-03-05,16,4
2023-03-12,17,5
2023-03-19,20,4
2023-03-26,20,3
2023-04-02,14,4
2023-04-09,16,4
2023-04-16,17,4
2023-04-23,17,3
2023-04-30,14,4
2023-05-07,17,4
2023-05-14,18,4
2023-05-21,16,4
2023-05-28,15,4
2023-06-04,10,2
2023-06-11,12,3
2023-06-18,11,0
2023-06-25,10,3
2023-07-02,14,0
2023-07-09,12,0
2023-07-16,9,3
2023-07-23,11,0
2023-07-30,8,0
2023-08-06,10,0
2023-08-13,12,3
2023-08-20,8,0
2023-08-27,9,3
2023-09-03,3,0
2023-09-10,9,0
2023-09-17,11,0
2023-09-24,9,0
2023-10-01,8,0
2023-10-08,8,0
2023-10-15,6,0
2023-10-22,7,0
2023-10-29,7,0
2023-11-05,10,0
2023-11-12,12,3
2023-11-19,10,0
2023-11-26,12,0
2023-12-03,14,0
2023-12-10,21,6
2023-12-17,27,8
2023-12-24,56,17
2023-12-31,96,33
2024-01-07,88,25
2024-01-14,89,28
2024-01-21,92,24
2024-01-28,71,17
2024-02-04,81,23
2024-02-11,85,25
2024-02-18,100,23
2024-02-25,98,20
2024-03-03,86,16
2024-03-10,73,14
2024-03-17,64,17
2024-03-24,47,11
2024-03-31,52,12
2024-04-07,42,12
2024-04-14,49,10
2024-04-21,41,8
2024-04-28,27,6
2024-05-05,23,5
2024-05-12,17,3
2024-05-19,20,3
2024-05-26,18,0
2024-06-02,22,4
2024-06-09,20,4
2024-06-16,17,4
2024-06-23,15,0
2024-06-30,9,0
2024-07-07,10,0
2024-07-14,13,0
2024-07-21,11,3
2024-07-28,11,0
2024-08-04,10,6
2024-08-11,8,0
2024-08-18,11,0
2024-08-25,9,4
2024-09-01,6,0
2024-09-08,11,0
2024-09-15,11,0
2024-09-22,9,0
2024-09-29,9,0
2024-10-06,9,0
2024-10-13,7,0
2024-10-20,7,0
2024-10-27,10,0
2024-11-03,13,0
2024-11-10,10,0
2024-11-17,13,0
2024-11-24,11,0
2024-12-01,11,0
2024-12-08,8,0
2024-12-15,5,0
2024-12-22,11,0
2024-12-29,11,0
2025-01-05,21,0
2025-01-12,20,0
2025-01-19,20,0
2025-01-26,19,0
2025-02-02,10,0
2025-02-09,15,0
2025-02-16,18,0
2025-02-23,18,4
2025-03-02,13,0
2025-03-09,16,0
2025-03-16,15,0
2025-03-23,13,0
2025-03-30,15,0
2025-04-06,16,0
2025-04-13,13,0
2025-04-20,14,1
2025-04-27,13,2
2025-05-04,13,2
