Categoria: Todas as categorias

Semana,dengue: (Sergipe),sintomas dengue: (Sergipe)
2024-10-06,9,7
2024-10-13,8,0
2024-10-20,14,0
2024-10-27,6,0
2024-11-03,9,0
2024-11-10,9,0
2024-11-17,6,0
2024-11-24,8,0
2024-12-01,10,0
2024-12-08,7,0
2024-12-15,9,0
2024-12-22,12,0
2024-12-29,7,0
2025-01-05,7,0
2025-01-12,6,0
2025-01-19,10,0
2025-01-26,14,0
2025-02-02,8,0
2025-02-09,13,0
2025-02-16,15,0
2025-02-23,11,0
2025-03-02,12,0
2025-03-09,22,0
2025-03-16,18,0
2025-03-23,12,0
2025-03-30,9,0
2025-04-06,10,0
2025-04-13,7,0
2025-04-20,3,1
2025-04-27,9,2
2025-05-04,10,2
