Categoria: Todas as categorias

Semana,dengue: (Sergipe),sintomas dengue: (Sergipe)
2019-06-16,37,16
2019-06-23,55,14
2019-06-30,48,22
2019-07-07,47,16
2019-07-14,43,15
2019-07-21,62,21
2019-07-28,46,16
2019-08-04,44,11
2019-08-11,31,10
2019-08-18,42,11
2019-08-25,35,14
2019-09-01,25,9
2019-09-08,33,13
2019-09-15,30,0
2019-09-22,26,0
2019-09-29,43,0
2019-10-06,20,0
2019-10-13,12,0
2019-10-20,20,0
2019-10-27,14,0
2019-11-03,21,0
2019-11-10,14,0
2019-11-17,0,0
2019-11-24,8,0
2019-12-01,11,0
2019-12-08,0,0
2019-12-15,0,0
2019-12-22,0,0
2019-12-29,0,0
2020-01-05,10,0
2020-01-12,9,0
2020-01-19,9,0
2020-01-26,10,0
2020-02-02,0,0
2020-02-09,11,0
2020-02-16,14,0
2020-02-23,13,0
2020-03-01,14,0
2020-03-08,25,0
2020-03-15,25,0
2020-03-22,19,0
2020-03-29,16,0
2020-04-05,21,0
2020-04-12,19,0
2020-04-19,11,0
2020-04-26,11,0
2020-05-03,16,0
2020-05-10,15,0
2020-05-17,22,8
2020-05-24,26,9
2020-05-31,23,8
2020-06-07,29,14
2020-06-14,35,14
2020-06-21,29,11
2020-06-28,34,10
2020-07-05,31,6
2020-07-12,29,9
2020-07-19,19,0
2020-07-26,22,0
2020-08-02,19,0
2020-08-09,20,0
2020-08-16,11,0
2020-08-23,9,0
2020-08-30,8,0
2020-09-06,0,0
2020-09-13,9,0
2020-09-20,7,0
2020-09-27,9,0
2020-10-04,10,0
2020-10-11,11,0
2020-10-18,0,0
2020-10-25,10,0
2020-11-01,0,0
2020-11-08,0,0
2020-11-15,0,0
2020-11-22,0,0
2020-11-29,9,0
2020-12-06,10,0
2020-12-13,0,0
2020-12-20,0,0
2020-12-27,0,0
2021-01-03,0,0
2021-01-10,9,0
2021-01-17,9,0
2021-01-24,7,0
2021-01-31,0,0
2021-02-07,0,0
2021-02-14,0,0
2021-02-21,7,0
2021-02-28,15,0
2021-03-07,7,0
2021-03-14,0,0
2021-03-21,0,0
2021-03-28,10,0
2021-04-04,0,0
2021-04-11,9,0
2021-04-18,9,0
