Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2024-03-24,70,15
2024-03-31,79,21
2024-04-07,91,18
2024-04-14,87,17
2024-04-21,93,24
2024-04-28,94,19
2024-05-05,89,20
2024-05-12,77,16
2024-05-19,64,10
2024-05-26,48,10
2024-06-02,43,8
2024-06-09,42,7
2024-06-16,35,6
2024-06-23,32,5
2024-06-30,25,6
2024-07-07,18,5
2024-07-14,18,4
2024-07-21,19,5
2024-07-28,20,4
2024-08-04,15,3
2024-08-11,17,0
2024-08-18,13,0
2024-08-25,16,3
2024-09-01,13,4
2024-09-08,13,0
2024-09-15,12,0
2024-09-22,10,0
2024-09-29,9,0
2024-10-06,10,0
2024-10-13,9,0
2024-10-20,13,0
2024-10-27,11,0
2024-11-03,15,3
2024-11-10,15,3
2024-11-17,19,0
2024-11-24,18,5
2024-12-01,22,4
2024-12-08,28,5
2024-12-15,35,7
2024-12-22,56,10
2024-12-29,63,9
2025-01-05,80,16
2025-01-12,95,18
2025-01-19,100,19
2025-01-26,100,19
2025-02-02,96,15
2025-02-09,89,15
2025-02-16,83,15
2025-02-23,68,9
2025-03-02,51,8
2025-03-09,48,10
2025-03-16,46,6
2025-03-23,43,7
2025-03-30,38,7
2025-04-06,34,6
2025-04-13,37,5
2025-04-20,38,5
2025-04-27,34,7
2025-05-04,34,7
2025-05-11,40,8
2025-05-18,36,6
2025-05-25,26,4
2025-06-01,30,4
2025-06-08,22,4
2025-06-15,19,3
2025-06-22,21,0
2025-06-29,11,0
2025-07-06,15,3
2025-07-13,16,<1
2025-07-20,14,2
