Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2024-04-07,47,12
2024-04-14,46,9
2024-04-21,42,9
2024-04-28,38,8
2024-05-05,26,0
2024-05-12,19,0
2024-05-19,19,0
2024-05-26,15,0
2024-06-02,14,0
2024-06-09,11,0
2024-06-16,13,0
2024-06-23,7,0
2024-06-30,12,0
2024-07-07,11,0
2024-07-14,8,0
2024-07-21,7,0
2024-07-28,9,0
2024-08-04,6,0
2024-08-11,7,0
2024-08-18,3,1
2024-08-25,8,1
2024-09-01,7,1
