Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2022-01-16,19,8
2022-01-23,16,7
2022-01-30,10,2
2022-02-06,16,7
2022-02-13,12,3
2022-02-20,12,2
2022-02-27,14,4
2022-03-06,13,3
2022-03-13,22,5
2022-03-20,21,5
2022-03-27,23,6
2022-04-03,30,6
2022-04-10,33,8
2022-04-17,45,12
2022-04-24,56,14
2022-05-01,52,15
2022-05-08,61,15
2022-05-15,34,9
2022-05-22,46,13
2022-05-29,35,13
2022-06-05,36,12
2022-06-12,28,10
2022-06-19,25,9
2022-06-26,27,10
2022-07-03,21,9
2022-07-10,21,7
2022-07-17,16,7
2022-07-24,13,5
2022-07-31,16,5
2022-08-07,13,3
2022-08-14,13,4
2022-08-21,14,4
2022-08-28,12,3
2022-09-04,11,4
2022-09-11,11,0
2022-09-18,10,3
2022-09-25,9,2
2022-10-02,10,2
2022-10-09,12,4
2022-10-16,15,4
2022-10-23,16,5
2022-10-30,11,4
2022-11-06,19,7
2022-11-13,17,5
2022-11-20,22,7
2022-11-27,20,9
2022-12-04,21,6
2022-12-11,23,7
2022-12-18,25,7
2022-12-25,22,7
2023-01-01,21,7
2023-01-08,27,8
2023-01-15,22,6
2023-01-22,26,6
2023-01-29,29,7
2023-02-05,34,10
2023-02-12,49,15
2023-02-19,47,14
2023-02-26,53,13
2023-03-05,62,18
2023-03-12,63,17
2023-03-19,78,19
2023-03-26,88,27
2023-04-02,79,22
2023-04-09,89,25
2023-04-16,86,23
2023-04-23,87,20
2023-04-30,72,18
2023-05-07,72,19
2023-05-14,55,13
2023-05-21,52,15
2023-05-28,36,9
2023-06-04,27,7
2023-06-11,20,6
2023-06-18,23,4
2023-06-25,17,4
2023-07-02,20,3
2023-07-09,13,4
2023-07-16,11,4
2023-07-23,10,3
2023-07-30,11,3
2023-08-06,9,0
2023-08-13,10,2
2023-08-20,8,0
2023-08-27,12,3
2023-09-03,8,2
2023-09-10,11,0
2023-09-17,11,2
2023-09-24,9,2
2023-10-01,13,4
2023-10-08,8,3
2023-10-15,16,3
2023-10-22,10,3
2023-10-29,10,4
2023-11-05,14,3
2023-11-12,12,3
2023-11-19,13,2
2023-11-26,11,4
2023-12-03,11,2
2023-12-10,12,4
2023-12-17,14,3
2023-12-24,13,4
2023-12-31,18,3
2024-01-07,21,5
2024-01-14,21,5
2024-01-21,29,6
2024-01-28,37,8
2024-02-04,49,8
2024-02-11,71,13
2024-02-18,76,15
2024-02-25,80,15
2024-03-03,79,15
2024-03-10,75,17
2024-03-17,68,13
2024-03-24,59,10
2024-03-31,72,13
2024-04-07,83,12
2024-04-14,67,14
2024-04-21,74,15
2024-04-28,72,16
2024-05-05,53,9
2024-05-12,46,9
2024-05-19,42,7
2024-05-26,24,4
2024-06-02,23,5
2024-06-09,21,5
2024-06-16,19,5
2024-06-23,17,3
2024-06-30,12,0
2024-07-07,10,0
2024-07-14,13,0
2024-07-21,9,0
2024-07-28,7,2
2024-08-04,9,0
2024-08-11,9,0
2024-08-18,14,4
2024-08-25,11,2
2024-09-01,12,3
