Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2019-09-15,9,3
2019-09-22,11,0
2019-09-29,10,4
2019-10-06,6,0
2019-10-13,9,0
2019-10-20,8,4
2019-10-27,9,0
2019-11-03,6,0
2019-11-10,10,4
2019-11-17,13,0
2019-11-24,11,0
2019-12-01,12,3
2019-12-08,16,5
2019-12-15,16,5
2019-12-22,20,6
2019-12-29,22,5
2020-01-05,33,9
2020-01-12,50,12
2020-01-19,65,14
2020-01-26,69,18
2020-02-02,68,14
2020-02-09,82,20
2020-02-16,81,21
2020-02-23,85,23
2020-03-01,88,23
2020-03-08,100,23
2020-03-15,93,24
2020-03-22,84,20
2020-03-29,69,16
2020-04-05,64,14
2020-04-12,53,9
2020-04-19,47,9
2020-04-26,47,11
2020-05-03,32,6
2020-05-10,25,6
2020-05-17,30,7
2020-05-24,21,5
2020-05-31,18,4
2020-06-07,19,6
2020-06-14,22,5
2020-06-21,20,5
2020-06-28,16,5
2020-07-05,18,4
2020-07-12,18,5
2020-07-19,17,4
2020-07-26,18,6
2020-08-02,11,4
2020-08-09,11,3
2020-08-16,9,4
2020-08-23,8,3
2020-08-30,11,3
2020-09-06,10,4
2020-09-13,9,0
2020-09-20,13,0
2020-09-27,5,0
2020-10-04,8,0
2020-10-11,4,0
2020-10-18,8,3
2020-10-25,9,3
2020-11-01,10,3
2020-11-08,11,0
2020-11-15,13,4
2020-11-22,13,4
2020-11-29,11,4
2020-12-06,14,4
2020-12-13,13,5
2020-12-20,16,6
2020-12-27,14,4
2021-01-03,13,5
2021-01-10,15,5
2021-01-17,15,4
2021-01-24,19,9
2021-01-31,27,8
2021-02-07,26,11
2021-02-14,28,8
2021-02-21,25,7
2021-02-28,29,10
2021-03-07,31,12
2021-03-14,31,7
2021-03-21,32,12
2021-03-28,30,10
2021-04-04,27,8
2021-04-11,24,8
2021-04-18,26,7
2021-04-25,26,6
2021-05-02,19,5
2021-05-09,21,6
2021-05-16,22,6
