Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2023-04-16,50,13
2023-04-23,48,15
2023-04-30,42,14
2023-05-07,35,9
2023-05-14,36,10
2023-05-21,34,9
2023-05-28,28,6
2023-06-04,24,5
2023-06-11,20,3
2023-06-18,18,5
2023-06-25,14,2
2023-07-02,19,4
2023-07-09,14,2
2023-07-16,11,0
2023-07-23,10,0
2023-07-30,14,3
2023-08-06,11,3
2023-08-13,12,3
2023-08-20,15,3
2023-08-27,9,4
2023-09-03,10,0
2023-09-10,10,3
2023-09-17,10,0
2023-09-24,9,2
2023-10-01,14,4
2023-10-08,8,0
2023-10-15,10,3
2023-10-22,9,2
2023-10-29,12,3
2023-11-05,12,2
2023-11-12,12,3
2023-11-19,10,3
2023-11-26,13,4
2023-12-03,13,3
2023-12-10,14,4
2023-12-17,16,5
2023-12-24,19,6
2023-12-31,22,5
2024-01-07,30,7
2024-01-14,31,8
2024-01-21,40,10
2024-01-28,51,10
2024-02-04,61,15
2024-02-11,91,22
2024-02-18,89,22
2024-02-25,96,19
2024-03-03,81,16
2024-03-10,75,16
2024-03-17,75,15
2024-03-24,69,15
2024-03-31,79,20
2024-04-07,89,18
2024-04-14,85,18
2024-04-21,92,22
2024-04-28,93,19
2024-05-05,87,20
2024-05-12,72,14
2024-05-19,60,10
2024-05-26,46,8
2024-06-02,40,8
2024-06-09,38,6
2024-06-16,34,6
2024-06-23,32,4
2024-06-30,24,5
2024-07-07,19,4
2024-07-14,17,4
2024-07-21,18,5
2024-07-28,19,3
2024-08-04,15,3
2024-08-11,17,3
2024-08-18,14,0
2024-08-25,16,4
2024-09-01,15,3
2024-09-08,13,0
2024-09-15,12,0
2024-09-22,9,3
2024-09-29,10,0
2024-10-06,9,0
2024-10-13,10,0
2024-10-20,11,3
2024-10-27,12,0
2024-11-03,15,4
2024-11-10,15,3
2024-11-17,18,3
2024-11-24,17,4
2024-12-01,21,5
2024-12-08,28,6
2024-12-15,35,7
2024-12-22,55,9
2024-12-29,61,11
2025-01-05,77,15
2025-01-12,88,16
2025-01-19,100,18
2025-01-26,96,18
2025-02-02,91,13
2025-02-09,88,14
2025-02-16,80,14
2025-02-23,65,10
2025-03-02,47,9
2025-03-09,45,8
2025-03-16,47,5
2025-03-23,39,7
2025-03-30,37,5
2025-04-06,32,6
2025-04-13,33,5
2025-04-20,35,6
2025-04-27,35,6
2025-05-04,34,6
2025-05-11,36,8
2025-05-18,35,6
2025-05-25,27,5
2025-06-01,26,4
2025-06-08,20,3
2025-06-15,19,3
2025-06-22,19,4
2025-06-29,12,0
2025-07-06,14,3
2025-07-13,17,3
2025-07-20,13,1
2025-07-27,11,2
2025-08-03,12,2
