"ew_start","sum_of_cases","dengue","sintomas.dengue","tratamento.dengue","uf","lwr","upr","prediction"
2019-07-07,5116,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-07-14,3956,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-07-21,3651,4,2,0,"SP",-2393.86917767692,14444.7725159369,6025.45166912996
2019-07-28,3051,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-08-04,2928,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-08-11,2527,5,1,0,"SP",-3699.64661241608,13138.9950811977,4719.6742343908
2019-08-18,2241,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-08-25,2158,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-09-01,2100,3,1,0,"SP",-5845.51113445988,10993.1305591539,2573.809712347
2019-09-08,2567,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-09-15,2764,5,1,0,"SP",-3699.64661241608,13138.9950811977,4719.6742343908
2019-09-22,2274,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-09-29,2650,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-10-06,2579,3,1,0,"SP",-5845.51113445988,10993.1305591539,2573.809712347
2019-10-13,2644,3,1,0,"SP",-5845.51113445988,10993.1305591539,2573.809712347
2019-10-20,2490,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-10-27,2840,3,1,0,"SP",-5845.51113445988,10993.1305591539,2573.809712347
2019-11-03,2808,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-11-10,2673,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-11-17,3125,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-11-24,3138,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-12-01,3529,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-12-08,3896,3,1,0,"SP",-5845.51113445988,10993.1305591539,2573.809712347
2019-12-15,3725,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-12-22,3097,4,1,0,"SP",-4772.57887343798,12066.0628201758,3646.7419733689
2019-12-29,4774,5,2,0,"SP",-1320.93691665503,15517.7047769588,7098.38393015186
